DHSID_EA,most_relevant_sentences
BO-2008-5#-00004067,"One history narrating of a bearded man, son of the Sun, that was mistreated by a local town head with the exception of a woman and her son"
BO-2008-5#-00009041,(1992) The literacy rate of the province's population is 47
BO-2008-5#-00008014,(1992) The literacy rate of the province's population is 72
BO-2008-5#-00009039,(1992) The literacy rate of the province's population is 82
BO-2008-5#-00009031,(1992)The literacy rate of the province's population is 75
BO-2008-5#-00009031,The literacy rate of the province's population is 78
BO-2008-5#-00007150,(1992) The literacy rate of the province is 72
BO-2008-5#-00007093,(1992) The literacy rate of the province is 72
BO-2008-5#-00008008,(2001) The literacy rate of the population older than 19 years is 94. 7% with the female population
BO-2008-5#-00006045,"The generosity of Belgrano, who embraced Tristán and allowed him to keep his command symbols – they were personal friends, having been classmates at the University of Salamanca, been roommates in Madrid and loved the same woman – would cause surprise in Buenos Aires, but the decisive victory silenced the critics and earned him a prize of 40,000 pesos granted by the Assembly. Belgrano declined, asking that the money be used instead to build schools in Tucumán, Salta, Jujuy and Tarija"
BO-2008-5#-00003126,(1992) The literacy rate of the province is 78
BO-2008-5#-00007162,(1992) The literacy rate of the province increased from 84
BO-2008-5#-00009041,(1992) The literacy rate of the province's population is 47
BO-2008-5#-00008014,(1992) The literacy rate of the province's population is 72
BO-2008-5#-00009039,(1992) The literacy rate of the province's population is 82
BO-2008-5#-00009031,(1992)The literacy rate of the province's population is 75
BO-2008-5#-00009031,The literacy rate of the province's population is 78
BO-2008-5#-00007150,(1992) The literacy rate of the province is 72
BO-2008-5#-00007093,(1992) The literacy rate of the province is 72
BO-2008-5#-00008008,(2001) The literacy rate of the population older than 19 years is 94. 7% with the female population
BO-2008-5#-00006045,"The generosity of Belgrano, who embraced Tristán and allowed him to keep his command symbols – they were personal friends, having been classmates at the University of Salamanca, been roommates in Madrid and loved the same woman – would cause surprise in Buenos Aires, but the decisive victory silenced the critics and earned him a prize of 40,000 pesos granted by the Assembly. Belgrano declined, asking that the money be used instead to build schools in Tucumán, Salta, Jujuy and Tarija"
BO-2008-5#-00003126,(1992) The literacy rate of the province is 78
BO-2008-5#-00007162,(1992) The literacy rate of the province increased from 84
BO-2008-5#-00004026,"Culture and education Despite its economic decline, the city attracts numerous tourists to its Carnaval de Oruro, considered one of the great folkloric events in South America for its masked ""diablada"" and Anata"
BO-2008-5#-00007162,English and Spanish are also taught as part of the official high school curriculum
BO-2008-5#-00007167,JPG|thumb|right|Campo Grande is the most important educational centre of the state
BO-2008-5#-00007167,But English and Spanish are part of the official high school curriculum
BO-2008-5#-00006013,"Within immediate walking distance is the public market, a university campus, and a number of tourist sights including the Paleontology Museum of Tarija City"
BO-2008-5#-00007049,Since then it has only operated local flights and the landing and departure of students of the Bolivian Air Force
BO-2008-5#-00002170,Among them was the wife of the then-U
BO-2008-5#-00002054,"The Institute compiles statistics ranging from the area of its provinces and municipalities to population structure, and demographics and education"
BO-2008-5#-00004059,"The Spanish garrisons reacted with panic after learning of Tristan's defeat and effected a massive withdrawal of their troops from Jujuy and Potosi towards Oruro, in central Upper Peru"
BO-2008-5#-00005082,"Most miners working in Chorolque do not live past 45, necessitating the need for women to also work in the mines, unlike in other parts of Bolivia where women are kept away from mines"
BO-2008-5#-00007167,"The Anhanguera-Uniderp University is a private in Campo Grande, Mato Grosso do Sul, Brazil established in 1974 and controlled by the private educational group Anhanguera"
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00002063,"The Southern Association of Colleges and Schools accredited the school in 1968, and during the same year the Bolivian Ministry of Education began to allow graduates of the school to obtain Bolivian bachillerato high school diplomas. When the school purchased the campus the ""Casa del Sol"" and ""Patino House"" were already present, and the school later constructed and demolished additional buildings"
BO-2008-5#-00005084,The participants of this event were secondary students
BO-2008-5#-00004026,"Culture and education Despite its economic decline, the city attracts numerous tourists to its Carnaval de Oruro, considered one of the great folkloric events in South America for its masked ""diablada"" and Anata"
BO-2008-5#-00007162,English and Spanish are also taught as part of the official high school curriculum
BO-2008-5#-00007167,JPG|thumb|right|Campo Grande is the most important educational centre of the state
BO-2008-5#-00007167,But English and Spanish are part of the official high school curriculum
BO-2008-5#-00006013,"Within immediate walking distance is the public market, a university campus, and a number of tourist sights including the Paleontology Museum of Tarija City"
BO-2008-5#-00004067,"One history narrating of a bearded man, son of the Sun, that was mistreated by a local town head with the exception of a woman and her son"
BO-2008-5#-00004055,"However, in recent years many measures particularly done in the field of education and health have been taken in order to improve the social situation"
BO-2008-5#-00003060,Its mother municipality is Morochata
BO-2008-5#-00004048,"While the men work in agriculture and haul the excess off to larger markets in Quillacollo and Cochabamba, the women of the Tapacari valley are known as superb weavers. and then spun by the women"
BO-2008-5#-00002186,(2001) The literacy rate of the population of the province is 78
BO-2008-5#-00002192,(2001) The literacy rate of the province's population is 55
BO-2008-5#-00002172,(1992) The literacy rate of the population is 83
BO-2008-5#-00002175,The literacy rate of the province's population is 81
BO-2008-5#-00005068,55% of the population are female
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00002063,"The Southern Association of Colleges and Schools accredited the school in 1968, and during the same year the Bolivian Ministry of Education began to allow graduates of the school to obtain Bolivian bachillerato high school diplomas. When the school purchased the campus the ""Casa del Sol"" and ""Patino House"" were already present, and the school later constructed and demolished additional buildings"
BO-2008-5#-00005084,The participants of this event were secondary students
BO-2008-5#-00002063,See also Catholic Church in Bolivia Education in Bolivia List of Jesuit schools References Category:Jesuit primary schools in Bolivia Category:Schools in La Paz Category:Jesuit secondary schools in Bolivia Category:1963 establishments in Bolivia Category:Educational institutions established in 1963
BO-2008-5#-00005085,"One female figurine is made out of silver, a male one is made out of thorny oyster. Another figurine representing a woman was also found there in 1971, in red miniature clothing with decorations too, as well as a red feather"
BO-2008-5#-00003040,"American International School of Bolivia (AIS/B, ) is an American international school in Cochabamba, Bolivia. Spanish version References External links American International School of Bolivia American International School of Bolivia Category:American international schools in Bolivia Category:Schools in Cochabamba Category:Association of American Schools in South America"
BO-2008-5#-00005021,"The Tomás Frías Autonomous University (Universidad Autónoma Tomás Frías or UATF) is a public university located in Potosí, Bolivia. , 1997 On November 30, 1892, is issued a Regulatory decree by which provides that the departments of Potosí and Oruro are independent of cancelariatos of Chuquisaca and La Paz respectively, and while the law does not give more space to university councils, are restricted to their Faculties of Law. Officially in October 1937, it recognizes the autonomy to the university district of Potosi, the first Autonomist Rector was Dr. Colleges The university has the following colleges Faculty of Arts Faculty of Agricultural and Animal Sciences Faculty of Economics, Finance and Administration Faculty of Pure Sciences Faculty of Humanities and Social Sciences Faculty of Law Faculty of Engineering Faculty of Geology Faculty of Mining Engineering Faculty of Technology Faculty of Health Sciences Faculty of Medicine Research Technikum lithium carbonate production facility Bolivian Institute for High Altitude Biology Mining Environmental Research Center (CIMA project) Notable alumni Florencio Ruck Pozadas Cordero, Musician, percussionist and composer Carlos Medinaceli, Writer and literary critic References External links The Official Website of Tomás Frías Autonomous University (Spanish) Tomás Frías Autonomous University Brochure (Spanish) Tomás Frías University School of Medicine (Spanish) Executive Committee of Bolivian Universities (Spanish) Category:Universities in Bolivia Category:Educational institutions established in 1892 Category:Buildings and structures in Potosí Department Category:Education in Potosí Department Category:1892 establishments in Bolivia"
BO-2008-5#-00007049,Since then it has only operated local flights and the landing and departure of students of the Bolivian Air Force
BO-2008-5#-00002170,Among them was the wife of the then-U
BO-2008-5#-00002054,"The Institute compiles statistics ranging from the area of its provinces and municipalities to population structure, and demographics and education"
BO-2008-5#-00004059,"The Spanish garrisons reacted with panic after learning of Tristan's defeat and effected a massive withdrawal of their troops from Jujuy and Potosi towards Oruro, in central Upper Peru"
BO-2008-5#-00003068,Education thumbnail|160px|left| Pupils of the Escuela Unidad Experimental in Vacas during the parade of August 6 As to education all types of schools are available in or next to Vacas
BO-2008-5#-00009041,(1992) The literacy rate of the province's population is 47
BO-2008-5#-00008014,(1992) The literacy rate of the province's population is 72
BO-2008-5#-00004026,"Culture and education Despite its economic decline, the city attracts numerous tourists to its Carnaval de Oruro, considered one of the great folkloric events in South America for its masked ""diablada"" and Anata"
BO-2008-5#-00007162,English and Spanish are also taught as part of the official high school curriculum
BO-2008-5#-00007167,JPG|thumb|right|Campo Grande is the most important educational centre of the state
BO-2008-5#-00007167,But English and Spanish are part of the official high school curriculum
BO-2008-5#-00006013,"Within immediate walking distance is the public market, a university campus, and a number of tourist sights including the Paleontology Museum of Tarija City"
BO-2008-5#-00004067,"One history narrating of a bearded man, son of the Sun, that was mistreated by a local town head with the exception of a woman and her son"
BO-2008-5#-00004055,"However, in recent years many measures particularly done in the field of education and health have been taken in order to improve the social situation"
BO-2008-5#-00003060,Its mother municipality is Morochata
BO-2008-5#-00004048,"While the men work in agriculture and haul the excess off to larger markets in Quillacollo and Cochabamba, the women of the Tapacari valley are known as superb weavers. and then spun by the women"
BO-2008-5#-00002186,(2001) The literacy rate of the population of the province is 78
BO-2008-5#-00002192,(2001) The literacy rate of the province's population is 55
BO-2008-5#-00002172,(1992) The literacy rate of the population is 83
BO-2008-5#-00002175,The literacy rate of the province's population is 81
BO-2008-5#-00005068,55% of the population are female
BO-2008-5#-00007049,Since then it has only operated local flights and the landing and departure of students of the Bolivian Air Force
BO-2008-5#-00002170,Among them was the wife of the then-U
BO-2008-5#-00002054,"The Institute compiles statistics ranging from the area of its provinces and municipalities to population structure, and demographics and education"
BO-2008-5#-00005082,"Most miners working in Chorolque do not live past 45, necessitating the need for women to also work in the mines, unlike in other parts of Bolivia where women are kept away from mines"
BO-2008-5#-00007167,"The Anhanguera-Uniderp University is a private in Campo Grande, Mato Grosso do Sul, Brazil established in 1974 and controlled by the private educational group Anhanguera"
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00002063,"The Southern Association of Colleges and Schools accredited the school in 1968, and during the same year the Bolivian Ministry of Education began to allow graduates of the school to obtain Bolivian bachillerato high school diplomas. When the school purchased the campus the ""Casa del Sol"" and ""Patino House"" were already present, and the school later constructed and demolished additional buildings"
BO-2008-5#-00005084,The participants of this event were secondary students
BO-2008-5#-00002063,See also Catholic Church in Bolivia Education in Bolivia List of Jesuit schools References Category:Jesuit primary schools in Bolivia Category:Schools in La Paz Category:Jesuit secondary schools in Bolivia Category:1963 establishments in Bolivia Category:Educational institutions established in 1963
BO-2008-5#-00002004,"This private university is the oldest in Bolivia that does not receive economical budget of Government. Established in La Paz in 1963 and active since 1966, the university now has four regional units in La Paz, Cochabamba, Tarija and Santa Cruz de la Sierra. Through teaching and research, the Bolivian Catholic University ""San Pablo"" makes an indispensable contribution to the Church. It prepares men and women who, inspired by Christian principles and motivated to live their Christian vocation with maturity and coherence, may also be able to assume positions of responsibility in society and in the Church"
BO-2008-5#-00006046,"The reasoning behind this second name is because of the resemblance between the colours on the hill and that of the traditional, long skirts worn by Andean women"
BO-2008-5#-00002181,"Ch'iyar T'ikhi (Aymara ch'iyara black, t'ikhi a hairstyle of the indigenous women where the ends of the hair are tied, ""black t'ikhi"", Hispanicized spelling Chiarthiji, Chiartiji) is a mountain in the Cordillera Real in the Andes of Bolivia, about high"
BO-2008-5#-00002063,"The Southern Association of Colleges and Schools accredited the school in 1968, and during the same year the Bolivian Ministry of Education began to allow graduates of the school to obtain Bolivian bachillerato high school diplomas. When the school purchased the campus the ""Casa del Sol"" and ""Patino House"" were already present, and the school later constructed and demolished additional buildings"
BO-2008-5#-00005084,The participants of this event were secondary students
BO-2008-5#-00002063,See also Catholic Church in Bolivia Education in Bolivia List of Jesuit schools References Category:Jesuit primary schools in Bolivia Category:Schools in La Paz Category:Jesuit secondary schools in Bolivia Category:1963 establishments in Bolivia Category:Educational institutions established in 1963
BO-2008-5#-00008024,5% of the population had attended school between the ages of 6 and 14
BO-2008-5#-00005082,"Most miners working in Chorolque do not live past 45, necessitating the need for women to also work in the mines, unlike in other parts of Bolivia where women are kept away from mines"
