DHSID_EA,sanitation_index
ET-2005-5#-00000080,
ET-2005-5#-00000040,
ET-2005-5#-00000280,
ET-2000-4#-00000346,
ET-2016-7#-00000034,1.5714285714285714
ET-2011-6#-00000610,1.875
ET-2019-8#-00000215,1.8928571428571428
ET-2016-7#-00000337,1.6666666666666667
ET-2016-7#-00000376,1.7777777777777777
ET-2005-5#-00000104,
ET-2019-8#-00000021,2.2962962962962963
ET-2005-5#-00000365,
ET-2016-7#-00000418,2.769230769230769
ET-2000-4#-00000172,
ET-2016-7#-00000555,1.9285714285714288
ET-2005-5#-00000482,
ET-2016-7#-00000517,1.0
ET-2011-6#-00000254,1.0689655172413792
ET-2005-5#-00000010,
ET-2000-4#-00000164,
ET-2011-6#-00000490,1.7666666666666666
ET-2011-6#-00000434,2.0689655172413794
ET-2019-8#-00000118,1.933333333333333
ET-2005-5#-00000319,
ET-2016-7#-00000303,1.3214285714285714
ET-2000-4#-00000215,
ET-2016-7#-00000510,1.0416666666666667
ET-2005-5#-00000281,
ET-2016-7#-00000609,1.75
ET-2000-4#-00000233,
ET-2016-7#-00000156,1.1785714285714286
ET-2016-7#-00000575,1.7407407407407407
ET-2016-7#-00000591,1.851851851851852
ET-2019-8#-00000063,2.3793103448275863
ET-2011-6#-00000635,3.0
ET-2000-4#-00000400,
ET-2016-7#-00000618,1.0
ET-2011-6#-00000324,2.0
ET-2000-4#-00000235,
ET-2000-4#-00000309,
ET-2019-8#-00000119,1.5666666666666669
ET-2000-4#-00000167,
ET-2005-5#-00000239,
ET-2000-4#-00000168,
ET-2016-7#-00000280,1.8846153846153848
ET-2005-5#-00000467,
ET-2005-5#-00000122,
ET-2000-4#-00000170,
ET-2000-4#-00000236,
ET-2016-7#-00000399,2.037037037037037
ET-2011-6#-00000113,1.4
ET-2019-8#-00000126,1.0
ET-2011-6#-00000009,3.3076923076923075
ET-2011-6#-00000481,2.827586206896552
ET-2011-6#-00000365,2.0689655172413794
ET-2005-5#-00000397,
ET-2016-7#-00000630,1.0
ET-2005-5#-00000108,
ET-2005-5#-00000046,
ET-2005-5#-00000044,
ET-2011-6#-00000604,1.0
ET-2016-7#-00000134,1.2727272727272727
ET-2000-4#-00000457,
ET-2016-7#-00000556,1.5454545454545454
ET-2000-4#-00000047,
ET-2000-4#-00000037,
ET-2016-7#-00000384,1.6551724137931034
ET-2000-4#-00000050,
ET-2019-8#-00000003,3.2413793103448274
ET-2016-7#-00000160,2.074074074074074
ET-2016-7#-00000413,1.4444444444444444
ET-2016-7#-00000550,3.185185185185185
ET-2011-6#-00000510,1.6428571428571428
ET-2005-5#-00000109,
ET-2016-7#-00000430,1.148148148148148
ET-2011-6#-00000199,1.933333333333333
ET-2011-6#-00000546,3.16
ET-2011-6#-00000177,1.7333333333333334
ET-2005-5#-00000008,
ET-2019-8#-00000146,2.7333333333333334
ET-2005-5#-00000529,
ET-2011-6#-00000049,1.148148148148148
ET-2019-8#-00000004,2.827586206896552
ET-2000-4#-00000459,
ET-2011-6#-00000472,1.9
ET-2011-6#-00000378,2.5172413793103448
ET-2011-6#-00000091,1.1666666666666667
ET-2000-4#-00000279,
ET-2019-8#-00000137,2.04
ET-2016-7#-00000164,1.92
ET-2016-7#-00000585,1.1153846153846154
ET-2011-6#-00000545,1.4
ET-2011-6#-00000189,2.7
ET-2000-4#-00000216,
ET-2000-4#-00000377,
ET-2000-4#-00000342,
ET-2011-6#-00000552,1.103448275862069
ET-2011-6#-00000382,1.7307692307692308
ET-2005-5#-00000172,
ET-2000-4#-00000379,
ET-2011-6#-00000008,1.7586206896551724
ET-2011-6#-00000592,1.6296296296296295
ET-2000-4#-00000199,
ET-2011-6#-00000075,1.7241379310344829
ET-2016-7#-00000275,2.0
ET-2000-4#-00000339,
ET-2005-5#-00000470,
ET-2011-6#-00000188,1.2758620689655171
ET-2005-5#-00000534,
ET-2011-6#-00000420,1.7586206896551724
ET-2005-5#-00000350,
ET-2005-5#-00000390,
ET-2016-7#-00000099,1.1785714285714286
ET-2000-4#-00000034,
ET-2016-7#-00000461,1.5
ET-2011-6#-00000582,1.4666666666666666
ET-2011-6#-00000482,1.7586206896551724
ET-2011-6#-00000241,1.2666666666666666
ET-2005-5#-00000207,
ET-2011-6#-00000235,1.7
ET-2005-5#-00000200,
ET-2016-7#-00000605,3.5357142857142856
ET-2011-6#-00000556,3.5
ET-2016-7#-00000466,1.391304347826087
ET-2016-7#-00000147,2.9565217391304346
ET-2000-4#-00000425,
ET-2000-4#-00000225,
ET-2019-8#-00000110,1.3666666666666667
ET-2011-6#-00000279,1.933333333333333
ET-2016-7#-00000289,1.0
ET-2000-4#-00000227,
ET-2011-6#-00000425,1.9310344827586208
ET-2000-4#-00000228,
ET-2005-5#-00000143,
ET-2011-6#-00000187,1.0
ET-2016-7#-00000286,2.458333333333333
ET-2011-6#-00000518,1.6923076923076923
ET-2019-8#-00000202,1.793103448275862
ET-2019-8#-00000113,1.5862068965517242
ET-2000-4#-00000243,
ET-2011-6#-00000583,1.0
ET-2011-6#-00000093,1.0
ET-2005-5#-00000430,
ET-2019-8#-00000172,2.033333333333333
ET-2016-7#-00000266,1.037037037037037
ET-2016-7#-00000366,1.6538461538461535
ET-2005-5#-00000317,
