DHSID_EA,water_index
PH-2008-5#-00000022,5.0
PH-2003-4#-00000497,
PH-2003-4#-00000132,
PH-2008-5#-00000173,3.15
PH-2003-4#-00000814,
PH-2008-5#-00000686,1.2142857142857142
PH-2008-5#-00000371,3.9615384615384617
PH-2008-5#-00000521,4.846153846153846
PH-2017-7#-00000944,3.0
PH-2017-7#-00000620,4.846153846153846
PH-2008-5#-00000018,4.947368421052632
PH-2003-4#-00000232,
PH-2008-5#-00000119,5.0
PH-2008-5#-00000006,5.0
PH-2017-7#-00000797,3.8846153846153846
PH-2017-7#-00000724,3.863636363636364
PH-2017-7#-00000441,4.8
PH-2003-4#-00000308,
PH-2003-4#-00000156,
PH-2003-4#-00000255,
PH-2017-7#-00000521,5.0
PH-2017-7#-00000580,5.0
PH-2003-4#-00000552,
PH-2003-4#-00000694,
PH-2003-4#-00000571,
PH-2003-4#-00000099,
PH-2003-4#-00000683,
PH-2008-5#-00000154,4.111111111111111
PH-2017-7#-00000252,5.0
PH-2017-7#-00000333,5.0
PH-2003-4#-00000456,
PH-2003-4#-00000277,
PH-2008-5#-00000402,3.333333333333333
PH-2003-4#-00000084,
PH-2017-7#-00000305,5.0
PH-2008-5#-00000572,4.75
PH-2003-4#-00000784,
PH-2008-5#-00000151,4.84
PH-2017-7#-00000752,4.75
PH-2008-5#-00000406,2.35
PH-2003-4#-00000614,
PH-2017-7#-00000697,5.0
PH-2008-5#-00000477,4.764705882352941
PH-2017-7#-00000517,5.0
PH-2017-7#-00000850,4.941176470588236
PH-2017-7#-00000548,4.444444444444445
PH-2008-5#-00000305,4.764705882352941
PH-2008-5#-00000532,4.857142857142857
PH-2008-5#-00000241,4.894736842105263
PH-2017-7#-00001105,2.92
PH-2008-5#-00000020,
PH-2017-7#-00000514,4.25
PH-2003-4#-00000349,
PH-2017-7#-00000151,1.3043478260869563
PH-2003-4#-00000723,
PH-2008-5#-00000133,5.0
PH-2017-7#-00000703,5.0
PH-2003-4#-00000752,
PH-2008-5#-00000619,4.125
PH-2008-5#-00000505,3.941176470588236
PH-2017-7#-00000589,4.368421052631579
PH-2017-7#-00000654,5.0
PH-2017-7#-00000778,2.708333333333333
PH-2003-4#-00000093,
PH-2017-7#-00000581,5.0
PH-2008-5#-00000457,2.263157894736842
PH-2017-7#-00001009,3.8333333333333335
PH-2017-7#-00000110,3.0384615384615383
PH-2008-5#-00000349,5.0
PH-2017-7#-00000541,3.6538461538461537
PH-2008-5#-00000379,1.947368421052632
PH-2008-5#-00000215,4.388888888888889
PH-2003-4#-00000360,
PH-2008-5#-00000317,5.0
PH-2008-5#-00000368,4.375
PH-2017-7#-00000272,5.0
PH-2008-5#-00000741,3.5
PH-2017-7#-00000248,5.0
PH-2003-4#-00000642,
PH-2017-7#-00000175,3.0
PH-2003-4#-00000102,
PH-2003-4#-00000733,
PH-2008-5#-00000337,4.777777777777778
PH-2008-5#-00000039,5.0
PH-2003-4#-00000487,
PH-2017-7#-00000754,5.0
PH-2008-5#-00000015,5.0
PH-2017-7#-00000641,4.826086956521739
PH-2017-7#-00000753,4.25
PH-2017-7#-00000629,4.769230769230769
PH-2008-5#-00000315,5.0
PH-2003-4#-00000376,
PH-2008-5#-00000542,3.789473684210526
PH-2003-4#-00000813,
