DHSID_EA,clean_sentences,most_relevant_sentences
UG-2016-7Z-00000430,"['The Juba Nile Bridge is composed of two adjacent 252 meter spans over the White Nile in Juba, South Sudan, on the Juba-Nimule Road, and provides the only access over the River Nile to South Sudan', ' It was built in 1972 during the regime of General Gaafar Nimeiry, from two World War II era bridges', ' It was re-opened in January 2012 after major repair works following an accident in 2010 which left one lane of the bridge unusable for heavy vehicles', ' A new bridge, the Freedom Bridge, is expected to be completed in 2018', '  History The original Nile bridge crossing at Juba was built in 1974 by the Dutch construction company De Groot International under a United Nations programme', ' On the 15th of March 1974 it was opened by general Gaafar Nimeiry', ' Up until that time an irregular ferry service was the only way to cross the Nile river for hundreds of miles', ' After the Sudan civil war the United Nations Commissioner For Refugees asked for help from the Dutch government', ' The ""Rijkswaterstaat Directie Bruggen"" was asked to design a bridge and they came up with a practical design using World War II-era Bailey bridge material', '  The design for the bridge with six 43 meter spans also included walkways to the left and right, five pillars driven into the granite substrate, the landends and the road leading up to the bridge', ' More than 600 tons of steel, parts of a floating crane, a drilling rig and a bulldozer and a complete field kitchen and medical unit were transported to the site', ' The materials were shipped around the Cape and driven into Sudan from neighbouring Kenya', ' From the first order until the transport leaving the port of Rotterdam took 7 weeks, the transport took 10 weeks, and the total construction time on site was 14 weeks', ' One reason this tight schedule was a success was the setting up of a sober ""campsite"" where the Dutch construction workers lived, working closely with locals to get the job done', '   Following the collapse of one of the bridges due to hostilities, two replacement 252-metre Mabey Compact 200 bridges were installed in 2006', ' In 2010, one of these two Juba Nile Bridges was damaged, leaving it completely unusable for heavy vehicles', ' The bridges provided the only access over the Nile into much of South Sudan, since most goods and foodstuffs imported from Kenya and Uganda passed over the Juba-Nimule Road', ""  As of result of South Sudan's becoming an independent nation in 2011, newly elected president Salva Kiir made the repair of the Juba Nile Bridges one of his government's priorities during the administration's first 100 days"", ' Funding for the repair was provided by the United States Agency for International Development (USAID) under the Accelerated Infrastructure Program, a cooperative agreement with the United Nations Office for Project Services (UNOPS)', ' A new bridge, the Freedom Bridge is expected to be completed in 2018', '  A local construction firm started the repair works in December 2010, fully reopening the bridge in mid-January 2012, ahead of the scheduled February completion date', '   References    External links   Category:Bridges in South Sudan']",Up until that time an irregular ferry service was the only way to cross the Nile river for hundreds of miles
UG-2011-6#-00000269,"['thumb|right The Itanda Falls are rapids on the White Nile river in Uganda', '  They are a challenge for kayakers, being graded at the highest level of difficulty', '  References  Category:Jinja District Category:Rapids Category:Waterfalls of Uganda']",thumb|right The Itanda Falls are rapids on the White Nile river in Uganda
UG-2018-7Z-00000086,"['The Busitema Solar Power Station is a  solar power plant, under development in Uganda', '  Location The power station is located in Busia District in the Eastern Region of Uganda, on the main campus of Busitema University, a public university, approximately , by road, east of Kampala, the largest city and capital of Uganda', '  Overview This solar station is a donation from the government of Egypt to the government of Uganda', ' This followed the signing of bilateral agreements between the two countries in 2016', ' This was then followed by the signing of a memorandum of understanding between Abdel Fattah el-Sisi, the president of Egypt, and Yoweri Museveni, the president of Uganda, in May 2018', "" The power station is intended to increase Uganda's renewable energy pool, increase the supply of power to the Eastern Region, and serve as a teaching tool to university students studying renewable energy programs"", '  When completed, this power station will be the fourth solar power station connected to the Ugandan national electricity power grid, after the Soroti Solar Power Station, which came online in December 2015, the Tororo Solar Power Station, which was commissioned in October 2017, and the Kabulasoke Solar Power Station, which was commissioned in December 2018', '  Developers The solar power plant was developed by engineers from the Egyptian Ministry of Electric & Renewable Energy Authority', ' The senior engineer is Mohammed A', ' Abdel Aziz and the project manager is engineer Reda Shaban Ali', ' An Egyptian team, led by the two, performed an advance inspection and approved the site of the plant', '  The parties agreed for Egypt to provide the necessary equipment and engineering services while Uganda provides the  real estate where the plant is built', ' In addition, Uganda catered for the ground transportation and taxation of the donated equipment, from the port of Mombasa, Kenya to the project location in Uganda', '  See also  List of power stations in Uganda Electricity Regulatory Authority  References  External links  Uganda Energy Situation In 2014  Egypt, Uganda leaders discuss Nile water issue in Cairo As of 9 May 2018', '  Category:Solar power stations in Uganda Category:Eastern Region, Uganda Category:Energy infrastructure in Uganda Category:Energy infrastructure in Africa']","See also List of power stations in Uganda Electricity Regulatory Authority References External links Uganda Energy Situation In 2014 Egypt, Uganda leaders discuss Nile water issue in Cairo As of 9 May 2018"
UG-2006-5#-00000011,"['Kako Senior Secondary School (Kako SSS), is a government aided, mixed boarding middle and high school (grades 8 - 13) in Uganda', '  Location The school campus is situated on Kako Hill, approximately , by road, east of Masaka, off the road to Bukakata, on the northeastern shores of Lake Victoria, the second-largest flesh-water lake in the world', ' Kako lies approximately , southwest of Kampala, the capital of Uganda and the largest city in that country', "" The coordinates of Kako Senior Secondary School are:0°18'19"", '0""S, 31°48\'26', '0""E (Latitude:-0', '305278; Longitude:31', '807222)', '  History The school was founded by several individuals in the Anglican Church in what was then West Buganda Diocese, in 1963', ' These included the following:   The late Tomasi Ssemukasa, who at that time, was the Sub-county Chief of Mukungwe subcounty, donated land, to which others and the Anglican Church added to accommodate the current school campus', ' The first headmaster was Mesusera Kayongo, one of the founders', '  Academics Kako Senior Secondary School teaches the subjects commonly taught at O-Level and A-Level', ' In addition, the school teaches practical vocational subjects including (a) computer science (b) metal work (c) wood work (d) carpentry and (e) food & nutrition', ' At A-Level, both Science and Art subjects are offered', '  Prominent alumni The following prominent people attended Kako Senior Secondary School:  Salim Saleh - High-ranking Military Officer in the UPDF', "" Formerly, Uganda's Minister of State for Microfinance"", ' Senior Adviser to the President of Uganda on military matters', '  Davis Kamoga - Bronze Medal winner in 400 meters at the 1996 Summer Olympics in Atlanta, Georgia  Captain Frank Musisi - Commanding Officer for Headquarters & Headquarters Company, 377th Theater Sustainment Command, United States Army, New Orleans, Louisiana', '  See also  Education in Uganda  Masaka District  References  External links  Website of Kako Senior Secondary School  Rankings of All Accredited Senior Secondary Schools In Uganda In 2009    Uganda: Fundraisers a Waste of Time, Says Museveni  Top Schools In Uganda: 2000 - 2010  Category:Boarding schools in Uganda Category:Educational institutions established in 1963 Category:Mixed schools in Uganda Category:Secondary schools in Uganda Category:1963 establishments in Uganda Category:Masaka District']","Location The school campus is situated on Kako Hill, approximately , by road, east of Masaka, off the road to Bukakata, on the northeastern shores of Lake Victoria, the second-largest flesh-water lake in the world"
UG-2011-6#-00000287,"['Kaliro Power Station is a  bagasse-fired thermal power plant in Uganda, the third-largest economy in the East African Community', '  Location The power station is located on the campus of Sugar & Allied Industries Limited, the owners of the power station', ' This location lies in the village of Buwaya, about  northwest of the town of Kaliro, in Kaliro District, Eastern Uganda', ' This about  north of Iganga, the nearest large town', ' Kaliro Power Station lies about  northeast of Kampala, the capital and largest city in the country', "" The coordinates of the power station are 0°56'50"", '0""N, 33°29\'13', '0""E (Latitude:0', '947217; Longitude:33', '486939)', '  Overview Kaliro Power Station is owned and operated by Sugar & Allied Industries Limited (SAIL), the third-largest sugar manufacturer in Uganda', ' The power station was designed and built around the sugar manufacturing plant of SAIL', ' The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam', ' The steam is pressurized and used to drive turbines which then generate electricity', ' The excess heat is used in the sugar manufacturing process', ' , the power station was capable of producing a maximum of 12MW of electricity, 5MW of which was utilized internally by SAIL', ' The remaining 7MW is sold to the national electricity grid', ' The plant is expandable to a maximum capacity of 22MW', ' Both SAIL and Kaliro Power Station are subsidiaries and member companies of the Alam Group, a multimillion-dollar conglomerate based in Uganda with subsidiaries in Kenya and Rwanda', '  Licensure In October 2014, the Electricity Regulatory Authority (ERA), issued a power production license to Kaliro Power Station for 11', '9MW', ""  See also  References  External links All Uganda's Three Major Sugar Factories Co-generate Electricity From Bagasse Analysis of Uganda's Present And Future Electricity Needs And Sources  Category:Industrial buildings completed in 2014 Category:Bagasse-fired power stations in Uganda Category:Kaliro District Category:Alam Group""]","The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam"
UG-2016-7Z-00000653,"['Bukuzindu Hybrid Solar and Thermal Power Station is a 1', '6MW hybrid solar and diesel fuel-fired thermal power plant in Uganda, the third-largest economy in the East African Community', ""  Location The power station is located in Bukuzindu Village, Magoye sub-county, on Bugala Island, the largest island in the Ssese Islands Archipelago, in Kalangala District, in Lake Victoria, Africa's largest fresh-water lake, in Uganda's Central Region"", ' This location is near the town of Kalangala, where the district headquarters are located, approximately nautical , by water, southwest of the town of Entebbe, on the mainland', '  Overview The hybrid power station has a 0', '6 Megawatts solar energy component and a 1', '0 Megawatts diesel fuel-fired thermal component', ' The solar component is for use primarily during the day when the sun is up, and the thermal component is for use primarily at night when the sun is down', ' As part of the  development, electricity transmission lines will be constructed to distribute the generated energy across the urban and rural areas on Bugala Island', ' The cost of the Power station alone is estimated at UGX:20 billion (approximately US$7', '25 million)', '  Kalangala Infrastructure Services In 2005, the infrastructure company called InfraCo Holdings, entered into an agreement with the Government of Uganda, to among other projects, build a power station to supply electricity to Bugala Island, the largest island in the Ssese Islands Archipelago', ' Kalangala Infrastructure Services (KIS), is the local subsidiary of InfraCo Holdings, that entered into a private-public-partnership arrangement with the government to implement the desired infrastructure developments', '  The development projects under the KIS scheme include:  The construction of a hybrid power station and the electrification of the entire island of Bugala', '  The building a double-hulled commercial ferry, to transport people from Bukakata to Kalangala', '  The development of a water supply system for the island', '  The upgrading of the existing , main road, to Class B gravel', '  All four projects are expected to cost about US$50 million to construct', '  Project Funding The entire development is a joint venture between KIS, a subsidiary of InfraCo Holdings and Uganda Development Corporation, on behalf of the Uganda Government', ' Funding for the US$50 million construction costs was provided by:  InfraCo Holdings of the UK  Nedbank of South Africa  Uganda Development Corporation  Emerging Africa Infrastructure Fund  United States Agency for International Development  Department for International Development of the UK  Guarant Company  The construction of the four components of the project were expected to be complete by December 2014', ' As of April 2015, the solar power station is operational with over 2,000 customers connected', ' Two marine vessels, the MV Pearl and MV Ssese, ply the waters between Kalangala and the mainland', ' The  road network on the island and the purified water distribution system are expected to come online in May 2015', '  Recent developments As of November 2018, the connected customers consume an average of 0', '4 megawatts of the 1', '6 megawatt capacity generation', ' Kalangala Infrastructure Services is in the process of encouraging more customers and SMEs to connect to the power station', '  See also  References  External links  UShs128 Billion To Revamp Kalangala Infrastructure  Category:Oil-fired power stations in Uganda Category:Solar power stations in Uganda Category:Kalangala District Category:Central Region, Uganda']","Location The power station is located in Bukuzindu Village, Magoye sub-county, on Bugala Island, the largest island in the Ssese Islands Archipelago, in Kalangala District, in Lake Victoria, Africa's largest fresh-water lake, in Uganda's Central Region.The development of a water supply system for the island.Two marine vessels, the MV Pearl and MV Ssese, ply the waters between Kalangala and the mainland.The road network on the island and the purified water distribution system are expected to come online in May 2015"
UG-2006-5#-00000011,"['Kako Senior Secondary School (Kako SSS), is a government aided, mixed boarding middle and high school (grades 8 - 13) in Uganda', '  Location The school campus is situated on Kako Hill, approximately , by road, east of Masaka, off the road to Bukakata, on the northeastern shores of Lake Victoria, the second-largest flesh-water lake in the world', ' Kako lies approximately , southwest of Kampala, the capital of Uganda and the largest city in that country', "" The coordinates of Kako Senior Secondary School are:0°18'19"", '0""S, 31°48\'26', '0""E (Latitude:-0', '305278; Longitude:31', '807222)', '  History The school was founded by several individuals in the Anglican Church in what was then West Buganda Diocese, in 1963', ' These included the following:   The late Tomasi Ssemukasa, who at that time, was the Sub-county Chief of Mukungwe subcounty, donated land, to which others and the Anglican Church added to accommodate the current school campus', ' The first headmaster was Mesusera Kayongo, one of the founders', '  Academics Kako Senior Secondary School teaches the subjects commonly taught at O-Level and A-Level', ' In addition, the school teaches practical vocational subjects including (a) computer science (b) metal work (c) wood work (d) carpentry and (e) food & nutrition', ' At A-Level, both Science and Art subjects are offered', '  Prominent alumni The following prominent people attended Kako Senior Secondary School:  Salim Saleh - High-ranking Military Officer in the UPDF', "" Formerly, Uganda's Minister of State for Microfinance"", ' Senior Adviser to the President of Uganda on military matters', '  Davis Kamoga - Bronze Medal winner in 400 meters at the 1996 Summer Olympics in Atlanta, Georgia  Captain Frank Musisi - Commanding Officer for Headquarters & Headquarters Company, 377th Theater Sustainment Command, United States Army, New Orleans, Louisiana', '  See also  Education in Uganda  Masaka District  References  External links  Website of Kako Senior Secondary School  Rankings of All Accredited Senior Secondary Schools In Uganda In 2009    Uganda: Fundraisers a Waste of Time, Says Museveni  Top Schools In Uganda: 2000 - 2010  Category:Boarding schools in Uganda Category:Educational institutions established in 1963 Category:Mixed schools in Uganda Category:Secondary schools in Uganda Category:1963 establishments in Uganda Category:Masaka District']","Location The school campus is situated on Kako Hill, approximately , by road, east of Masaka, off the road to Bukakata, on the northeastern shores of Lake Victoria, the second-largest flesh-water lake in the world"
UG-2011-6#-00000287,"['Kaliro Power Station is a  bagasse-fired thermal power plant in Uganda, the third-largest economy in the East African Community', '  Location The power station is located on the campus of Sugar & Allied Industries Limited, the owners of the power station', ' This location lies in the village of Buwaya, about  northwest of the town of Kaliro, in Kaliro District, Eastern Uganda', ' This about  north of Iganga, the nearest large town', ' Kaliro Power Station lies about  northeast of Kampala, the capital and largest city in the country', "" The coordinates of the power station are 0°56'50"", '0""N, 33°29\'13', '0""E (Latitude:0', '947217; Longitude:33', '486939)', '  Overview Kaliro Power Station is owned and operated by Sugar & Allied Industries Limited (SAIL), the third-largest sugar manufacturer in Uganda', ' The power station was designed and built around the sugar manufacturing plant of SAIL', ' The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam', ' The steam is pressurized and used to drive turbines which then generate electricity', ' The excess heat is used in the sugar manufacturing process', ' , the power station was capable of producing a maximum of 12MW of electricity, 5MW of which was utilized internally by SAIL', ' The remaining 7MW is sold to the national electricity grid', ' The plant is expandable to a maximum capacity of 22MW', ' Both SAIL and Kaliro Power Station are subsidiaries and member companies of the Alam Group, a multimillion-dollar conglomerate based in Uganda with subsidiaries in Kenya and Rwanda', '  Licensure In October 2014, the Electricity Regulatory Authority (ERA), issued a power production license to Kaliro Power Station for 11', '9MW', ""  See also  References  External links All Uganda's Three Major Sugar Factories Co-generate Electricity From Bagasse Analysis of Uganda's Present And Future Electricity Needs And Sources  Category:Industrial buildings completed in 2014 Category:Bagasse-fired power stations in Uganda Category:Kaliro District Category:Alam Group""]","The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam"
UG-2016-7Z-00000653,"['Bukuzindu Hybrid Solar and Thermal Power Station is a 1', '6MW hybrid solar and diesel fuel-fired thermal power plant in Uganda, the third-largest economy in the East African Community', ""  Location The power station is located in Bukuzindu Village, Magoye sub-county, on Bugala Island, the largest island in the Ssese Islands Archipelago, in Kalangala District, in Lake Victoria, Africa's largest fresh-water lake, in Uganda's Central Region"", ' This location is near the town of Kalangala, where the district headquarters are located, approximately nautical , by water, southwest of the town of Entebbe, on the mainland', '  Overview The hybrid power station has a 0', '6 Megawatts solar energy component and a 1', '0 Megawatts diesel fuel-fired thermal component', ' The solar component is for use primarily during the day when the sun is up, and the thermal component is for use primarily at night when the sun is down', ' As part of the  development, electricity transmission lines will be constructed to distribute the generated energy across the urban and rural areas on Bugala Island', ' The cost of the Power station alone is estimated at UGX:20 billion (approximately US$7', '25 million)', '  Kalangala Infrastructure Services In 2005, the infrastructure company called InfraCo Holdings, entered into an agreement with the Government of Uganda, to among other projects, build a power station to supply electricity to Bugala Island, the largest island in the Ssese Islands Archipelago', ' Kalangala Infrastructure Services (KIS), is the local subsidiary of InfraCo Holdings, that entered into a private-public-partnership arrangement with the government to implement the desired infrastructure developments', '  The development projects under the KIS scheme include:  The construction of a hybrid power station and the electrification of the entire island of Bugala', '  The building a double-hulled commercial ferry, to transport people from Bukakata to Kalangala', '  The development of a water supply system for the island', '  The upgrading of the existing , main road, to Class B gravel', '  All four projects are expected to cost about US$50 million to construct', '  Project Funding The entire development is a joint venture between KIS, a subsidiary of InfraCo Holdings and Uganda Development Corporation, on behalf of the Uganda Government', ' Funding for the US$50 million construction costs was provided by:  InfraCo Holdings of the UK  Nedbank of South Africa  Uganda Development Corporation  Emerging Africa Infrastructure Fund  United States Agency for International Development  Department for International Development of the UK  Guarant Company  The construction of the four components of the project were expected to be complete by December 2014', ' As of April 2015, the solar power station is operational with over 2,000 customers connected', ' Two marine vessels, the MV Pearl and MV Ssese, ply the waters between Kalangala and the mainland', ' The  road network on the island and the purified water distribution system are expected to come online in May 2015', '  Recent developments As of November 2018, the connected customers consume an average of 0', '4 megawatts of the 1', '6 megawatt capacity generation', ' Kalangala Infrastructure Services is in the process of encouraging more customers and SMEs to connect to the power station', '  See also  References  External links  UShs128 Billion To Revamp Kalangala Infrastructure  Category:Oil-fired power stations in Uganda Category:Solar power stations in Uganda Category:Kalangala District Category:Central Region, Uganda']","Location The power station is located in Bukuzindu Village, Magoye sub-county, on Bugala Island, the largest island in the Ssese Islands Archipelago, in Kalangala District, in Lake Victoria, Africa's largest fresh-water lake, in Uganda's Central Region.The development of a water supply system for the island.Two marine vessels, the MV Pearl and MV Ssese, ply the waters between Kalangala and the mainland.The road network on the island and the purified water distribution system are expected to come online in May 2015"
UG-2016-7Z-00000681,"['Mayuge Thermal Power Station is a 1', '6 megawatt bagasse-fired thermal power plant in Uganda, the third-largest economy in the East African Community', '  Location The power station is located on the campus of Mayuge Sugar Industries Limited (MSIL), the owners of the station', ' This is in the village of Bunya, about  northwest of the town of Mayuge, in Mayuge District, Eastern Region of Uganda', ' This is about  southwest of Iganga, the nearest large town', ' Mayuge Power Station is located about , by road, east of Jinja, the largest city in the sub-region', "" The coordinates of the power station are 0°30'19"", '0""N, 33°24\'56', '0""E (Latitude:0', '505281; Longitude:33', '415560)', '  Overview The power station is owned and operated by MSIL, one of the sugar manufacturers in Uganda', ' The station was designed and built around the sugar manufacturing plant of MSIL', ' The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam', ' The steam is pressurized and used to drive turbines, which then generate electricity', ' The excess heat is used in the sugar manufacturing process', ' , the station was capable of producing a maximum of 1', '6 megawatts of electricity, for internal use', '  Licensure In April 2014, the Electricity Regulatory Authority received an application for expanding the power station to a generation capacity of 21-23 megawatts', ' The generated power will be used internally by the factory, with the excess sold to the Uganda Electricity Transmission Company Limited and integrated into the national grid', ' As of July 2015, the expansion was at ""Feasibility Study Stage""', ""  See also  List of power stations in Uganda Economy of Uganda  References  External links All Uganda's Three Major Sugar Factories Co-generate Electricity From Bagasse Leading Uganda’s power generation efforts - 8 February 2015  Category:Energy infrastructure completed in 2005 Category:Bagasse-fired power stations in Uganda Category:Mayuge District Category:Eastern Region, Uganda""]","The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam"
UG-2006-5#-00000268,"['The Buranga Geothermal Power Station, is a proposed  geothermal power station in Uganda', '  Location The power station would be located at Buranga Hot Springs, off the Fort Portal–Bundibugyo–Lamia Road in Bundibugyo District, approximately , by road, northwest of Fort Portal, the nearest large city', "" This location is approximately , by road, west of Kampala, Uganda's capital city"", "" The coordinates of Buranga Hot Springs are 0°49'59"", '0""N, 30°10\'01', '0""E (Latitude:0', '833062; Longitude:30', '166947)', '  Overview As part of efforts to diversify the national electricity sources, the government of Uganda licensed Green Impact Development Services (GIDS) to drill an exploratory well in the Buranga Hot Springs area', ' Pre-feasibility studies at this location have indicated subsurface water temperatures of  to , which are suitable for electricity generation', ' GIDS plans to drill three deep wells and to generate at least 30 megawatts from each well', ' However some sources have indicated that these plans may be too ambitious for a  greenfield site with no prior history of geothermal output', '  Funding The cost of construction is budgeted at US$42 million', '  Recent developments Following an explosion at a drilling site located at Kibiro in Hoima District on the night of 29 March 2020, the Uganda Ministry of Energy and Mineral Development halted drilling at that site, at another site in Panyimur, Pakwach District and at the Buranga site in Bundibugyo District', ' Drilling may resume after a detailed ""environmental and social impact assessment"" (ESIA) is conducted', '  See also  List of power stations in Uganda  Energy in Uganda  References  External links  The Rise of East Africa As An Alternative Energy Mecca  Category:Geothermal power stations in Uganda Category:Proposed geothermal power stations Category:Proposed renewable energy power stations in Uganda Category:Bundibugyo District']","Pre-feasibility studies at this location have indicated subsurface water temperatures of to , which are suitable for electricity generation"
UG-2006-5#-00000011,"['Kako Senior Secondary School (Kako SSS), is a government aided, mixed boarding middle and high school (grades 8 - 13) in Uganda', '  Location The school campus is situated on Kako Hill, approximately , by road, east of Masaka, off the road to Bukakata, on the northeastern shores of Lake Victoria, the second-largest flesh-water lake in the world', ' Kako lies approximately , southwest of Kampala, the capital of Uganda and the largest city in that country', "" The coordinates of Kako Senior Secondary School are:0°18'19"", '0""S, 31°48\'26', '0""E (Latitude:-0', '305278; Longitude:31', '807222)', '  History The school was founded by several individuals in the Anglican Church in what was then West Buganda Diocese, in 1963', ' These included the following:   The late Tomasi Ssemukasa, who at that time, was the Sub-county Chief of Mukungwe subcounty, donated land, to which others and the Anglican Church added to accommodate the current school campus', ' The first headmaster was Mesusera Kayongo, one of the founders', '  Academics Kako Senior Secondary School teaches the subjects commonly taught at O-Level and A-Level', ' In addition, the school teaches practical vocational subjects including (a) computer science (b) metal work (c) wood work (d) carpentry and (e) food & nutrition', ' At A-Level, both Science and Art subjects are offered', '  Prominent alumni The following prominent people attended Kako Senior Secondary School:  Salim Saleh - High-ranking Military Officer in the UPDF', "" Formerly, Uganda's Minister of State for Microfinance"", ' Senior Adviser to the President of Uganda on military matters', '  Davis Kamoga - Bronze Medal winner in 400 meters at the 1996 Summer Olympics in Atlanta, Georgia  Captain Frank Musisi - Commanding Officer for Headquarters & Headquarters Company, 377th Theater Sustainment Command, United States Army, New Orleans, Louisiana', '  See also  Education in Uganda  Masaka District  References  External links  Website of Kako Senior Secondary School  Rankings of All Accredited Senior Secondary Schools In Uganda In 2009    Uganda: Fundraisers a Waste of Time, Says Museveni  Top Schools In Uganda: 2000 - 2010  Category:Boarding schools in Uganda Category:Educational institutions established in 1963 Category:Mixed schools in Uganda Category:Secondary schools in Uganda Category:1963 establishments in Uganda Category:Masaka District']","Location The school campus is situated on Kako Hill, approximately , by road, east of Masaka, off the road to Bukakata, on the northeastern shores of Lake Victoria, the second-largest flesh-water lake in the world"
UG-2011-6#-00000287,"['Kaliro Power Station is a  bagasse-fired thermal power plant in Uganda, the third-largest economy in the East African Community', '  Location The power station is located on the campus of Sugar & Allied Industries Limited, the owners of the power station', ' This location lies in the village of Buwaya, about  northwest of the town of Kaliro, in Kaliro District, Eastern Uganda', ' This about  north of Iganga, the nearest large town', ' Kaliro Power Station lies about  northeast of Kampala, the capital and largest city in the country', "" The coordinates of the power station are 0°56'50"", '0""N, 33°29\'13', '0""E (Latitude:0', '947217; Longitude:33', '486939)', '  Overview Kaliro Power Station is owned and operated by Sugar & Allied Industries Limited (SAIL), the third-largest sugar manufacturer in Uganda', ' The power station was designed and built around the sugar manufacturing plant of SAIL', ' The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam', ' The steam is pressurized and used to drive turbines which then generate electricity', ' The excess heat is used in the sugar manufacturing process', ' , the power station was capable of producing a maximum of 12MW of electricity, 5MW of which was utilized internally by SAIL', ' The remaining 7MW is sold to the national electricity grid', ' The plant is expandable to a maximum capacity of 22MW', ' Both SAIL and Kaliro Power Station are subsidiaries and member companies of the Alam Group, a multimillion-dollar conglomerate based in Uganda with subsidiaries in Kenya and Rwanda', '  Licensure In October 2014, the Electricity Regulatory Authority (ERA), issued a power production license to Kaliro Power Station for 11', '9MW', ""  See also  References  External links All Uganda's Three Major Sugar Factories Co-generate Electricity From Bagasse Analysis of Uganda's Present And Future Electricity Needs And Sources  Category:Industrial buildings completed in 2014 Category:Bagasse-fired power stations in Uganda Category:Kaliro District Category:Alam Group""]","The fibrous residue from the process of crushing sugar cane, known as bagasse, is burnt to heat water in boilers and produce steam"
UG-2016-7Z-00000653,"['Bukuzindu Hybrid Solar and Thermal Power Station is a 1', '6MW hybrid solar and diesel fuel-fired thermal power plant in Uganda, the third-largest economy in the East African Community', ""  Location The power station is located in Bukuzindu Village, Magoye sub-county, on Bugala Island, the largest island in the Ssese Islands Archipelago, in Kalangala District, in Lake Victoria, Africa's largest fresh-water lake, in Uganda's Central Region"", ' This location is near the town of Kalangala, where the district headquarters are located, approximately nautical , by water, southwest of the town of Entebbe, on the mainland', '  Overview The hybrid power station has a 0', '6 Megawatts solar energy component and a 1', '0 Megawatts diesel fuel-fired thermal component', ' The solar component is for use primarily during the day when the sun is up, and the thermal component is for use primarily at night when the sun is down', ' As part of the  development, electricity transmission lines will be constructed to distribute the generated energy across the urban and rural areas on Bugala Island', ' The cost of the Power station alone is estimated at UGX:20 billion (approximately US$7', '25 million)', '  Kalangala Infrastructure Services In 2005, the infrastructure company called InfraCo Holdings, entered into an agreement with the Government of Uganda, to among other projects, build a power station to supply electricity to Bugala Island, the largest island in the Ssese Islands Archipelago', ' Kalangala Infrastructure Services (KIS), is the local subsidiary of InfraCo Holdings, that entered into a private-public-partnership arrangement with the government to implement the desired infrastructure developments', '  The development projects under the KIS scheme include:  The construction of a hybrid power station and the electrification of the entire island of Bugala', '  The building a double-hulled commercial ferry, to transport people from Bukakata to Kalangala', '  The development of a water supply system for the island', '  The upgrading of the existing , main road, to Class B gravel', '  All four projects are expected to cost about US$50 million to construct', '  Project Funding The entire development is a joint venture between KIS, a subsidiary of InfraCo Holdings and Uganda Development Corporation, on behalf of the Uganda Government', ' Funding for the US$50 million construction costs was provided by:  InfraCo Holdings of the UK  Nedbank of South Africa  Uganda Development Corporation  Emerging Africa Infrastructure Fund  United States Agency for International Development  Department for International Development of the UK  Guarant Company  The construction of the four components of the project were expected to be complete by December 2014', ' As of April 2015, the solar power station is operational with over 2,000 customers connected', ' Two marine vessels, the MV Pearl and MV Ssese, ply the waters between Kalangala and the mainland', ' The  road network on the island and the purified water distribution system are expected to come online in May 2015', '  Recent developments As of November 2018, the connected customers consume an average of 0', '4 megawatts of the 1', '6 megawatt capacity generation', ' Kalangala Infrastructure Services is in the process of encouraging more customers and SMEs to connect to the power station', '  See also  References  External links  UShs128 Billion To Revamp Kalangala Infrastructure  Category:Oil-fired power stations in Uganda Category:Solar power stations in Uganda Category:Kalangala District Category:Central Region, Uganda']","Location The power station is located in Bukuzindu Village, Magoye sub-county, on Bugala Island, the largest island in the Ssese Islands Archipelago, in Kalangala District, in Lake Victoria, Africa's largest fresh-water lake, in Uganda's Central Region.The development of a water supply system for the island.Two marine vessels, the MV Pearl and MV Ssese, ply the waters between Kalangala and the mainland.The road network on the island and the purified water distribution system are expected to come online in May 2015"
