DHSID_EA,water_index
IA-2015-7#-00190108,3.380952380952381
IA-2015-7#-00020162,4.818181818181818
IA-2015-7#-00311176,5.0
IA-2015-7#-00200057,5.0
IA-2015-7#-00020504,4.428571428571429
IA-2015-7#-00111024,4.473684210526316
IA-2015-7#-00330391,3.0
IA-2015-7#-00310054,4.863636363636363
IA-2015-7#-00310642,5.0
IA-2015-7#-00333976,5.0
IA-2015-7#-00170429,4.454545454545454
IA-2015-7#-00160086,4.136363636363637
IA-2015-7#-00331403,4.85
IA-2015-7#-00010090,5.0
IA-2015-7#-00310072,5.0
IA-2015-7#-00170097,3.8181818181818175
IA-2015-7#-00250256,5.0
IA-2015-7#-00310053,4.909090909090909
IA-2015-7#-00170120,4.136363636363637
IA-2015-7#-00110836,4.523809523809524
IA-2015-7#-00201336,4.470588235294118
IA-2015-7#-00280285,5.0
IA-2015-7#-00170163,4.090909090909091
IA-2015-7#-00140338,3.090909090909091
IA-2015-7#-00280485,4.818181818181818
IA-2015-7#-00250085,5.0
IA-2015-7#-00190834,3.0454545454545454
IA-2015-7#-00140637,5.0
IA-2015-7#-00051256,3.1818181818181817
IA-2015-7#-00130061,5.0
IA-2015-7#-00261202,4.857142857142857
IA-2015-7#-00335681,4.045454545454546
IA-2015-7#-00332727,4.904761904761905
IA-2015-7#-00200108,4.3
IA-2015-7#-00310860,4.545454545454546
IA-2015-7#-00170308,4.363636363636363
IA-2015-7#-00140321,3.571428571428572
IA-2015-7#-00350185,5.0
IA-2015-7#-00160061,4.2
IA-2015-7#-00350678,3.227272727272727
IA-2015-7#-00350005,4.818181818181818
IA-2015-7#-00170473,4.545454545454546
IA-2015-7#-00201280,5.0
IA-2015-7#-00170168,4.523809523809524
IA-2015-7#-00360372,5.0
IA-2015-7#-00350431,3.761904761904762
IA-2015-7#-00170358,4.590909090909091
IA-2015-7#-00051156,3.0
IA-2015-7#-00170312,4.181818181818182
IA-2015-7#-00100054,5.0
IA-2015-7#-00110967,5.0
IA-2015-7#-00170304,4.0
IA-2015-7#-00311246,5.0
IA-2015-7#-00350400,5.0
IA-2015-7#-00310073,4.818181818181818
IA-2015-7#-00350665,3.090909090909091
IA-2015-7#-00310488,4.954545454545454
IA-2015-7#-00020780,4.913043478260869
IA-2015-7#-00332556,3.0
IA-2015-7#-00200464,3.142857142857143
IA-2015-7#-00200659,5.0
IA-2015-7#-00300235,5.0
IA-2015-7#-00311206,4.904761904761905
IA-2015-7#-00130137,4.636363636363637
IA-2015-7#-00050841,4.090909090909091
IA-2015-7#-00310964,5.0
IA-2015-7#-00160738,4.714285714285714
IA-2015-7#-00340160,4.545454545454546
IA-2015-7#-00201175,4.619047619047619
IA-2015-7#-00051728,3.0454545454545454
IA-2015-7#-00160955,4.25
IA-2015-7#-00261122,3.0454545454545454
IA-2015-7#-00110571,5.0
IA-2015-7#-00030025,5.0
IA-2015-7#-00020739,4.954545454545454
IA-2015-7#-00340327,4.6
IA-2015-7#-00340265,4.095238095238095
IA-2015-7#-00340388,5.0
IA-2015-7#-00280641,4.636363636363637
IA-2015-7#-00050632,3.0
IA-2015-7#-00340707,4.727272727272728
IA-2015-7#-00170122,4.05
IA-2015-7#-00200299,5.0
IA-2015-7#-00111043,5.0
IA-2015-7#-00201294,5.0
IA-2015-7#-00331069,3.0
IA-2015-7#-00350204,4.727272727272728
IA-2015-7#-00250255,5.0
IA-2015-7#-00310817,4.909090909090909
IA-2015-7#-00120280,4.818181818181818
IA-2015-7#-00120316,5.0
IA-2015-7#-00170418,3.954545454545455
IA-2015-7#-00030423,4.142857142857143
IA-2015-7#-00310389,4.9523809523809526
IA-2015-7#-00310733,5.0
IA-2015-7#-00150117,3.4545454545454546
IA-2015-7#-00170478,4.454545454545454
IA-2015-7#-00350267,5.0
IA-2015-7#-00040480,3.0
IA-2015-7#-00201171,5.0
IA-2015-7#-00310783,5.0
IA-2015-7#-00360396,4.05
IA-2015-7#-00360309,3.333333333333333
IA-2015-7#-00360466,4.904761904761905
IA-2015-7#-00020041,4.047619047619048
IA-2015-7#-00020936,5.0
IA-2015-7#-00020248,4.238095238095238
IA-2015-7#-00020663,5.0
IA-2015-7#-00360221,5.0
IA-2015-7#-00360399,4.428571428571429
IA-2015-7#-00020840,5.0
IA-2015-7#-00020730,4.3
IA-2015-7#-00120285,4.727272727272728
IA-2015-7#-00051308,3.090909090909091
IA-2015-7#-00050160,3.0454545454545454
IA-2015-7#-00360444,5.0
IA-2015-7#-00160011,4.954545454545454
IA-2015-7#-00170359,4.235294117647059
IA-2015-7#-00360286,5.0
IA-2015-7#-00160299,4.666666666666667
IA-2015-7#-00310446,4.75
IA-2015-7#-00020557,5.0
IA-2015-7#-00350250,4.6
IA-2015-7#-00160232,4.636363636363637
IA-2015-7#-00192349,4.714285714285714
IA-2015-7#-00111079,4.95
IA-2015-7#-00140885,3.272727272727273
IA-2015-7#-00192235,3.5454545454545454
IA-2015-7#-00201222,4.9
IA-2015-7#-00170073,3.863636363636364
IA-2015-7#-00360474,4.95
IA-2015-7#-00350144,3.090909090909091
IA-2015-7#-00170230,4.5
IA-2015-7#-00350458,5.0
IA-2015-7#-00280443,4.6
IA-2015-7#-00260112,3.636363636363636
IA-2015-7#-00220011,4.045454545454546
IA-2015-7#-00140475,5.0
IA-2015-7#-00170060,4.363636363636363
IA-2015-7#-00170257,4.045454545454546
IA-2015-7#-00170260,4.090909090909091
IA-2015-7#-00170215,4.727272727272728
IA-2015-7#-00020908,5.0
IA-2015-7#-00335273,4.333333333333333
IA-2015-7#-00170434,4.136363636363637
IA-2015-7#-00041030,3.0
IA-2015-7#-00332617,4.428571428571429
IA-2015-7#-00335899,4.2
IA-2015-7#-00201396,5.0
IA-2015-7#-00191460,4.681818181818182
IA-2015-7#-00110374,3.363636363636364
IA-2015-7#-00160345,4.1
IA-2015-7#-00311297,5.0
IA-2015-7#-00332292,3.142857142857143
IA-2015-7#-00200899,4.9
IA-2015-7#-00201417,5.0
IA-2015-7#-00310455,4.818181818181818
IA-2015-7#-00332169,3.0
IA-2015-7#-00311033,5.0
IA-2015-7#-00350430,3.090909090909091
IA-2015-7#-00280468,4.909090909090909
IA-2015-7#-00170006,4.181818181818182
IA-2015-7#-00311024,5.0
IA-2015-7#-00310123,4.909090909090909
IA-2015-7#-00280031,4.909090909090909
IA-2015-7#-00190362,2.1818181818181817
IA-2015-7#-00130169,5.0
IA-2015-7#-00170573,4.136363636363637
IA-2015-7#-00261116,4.8
IA-2015-7#-00350423,4.666666666666667
IA-2015-7#-00261424,3.1
IA-2015-7#-00050247,3.090909090909091
IA-2015-7#-00170209,4.590909090909091
IA-2015-7#-00051259,3.0
IA-2015-7#-00310553,5.0
IA-2015-7#-00310711,4.636363636363637
IA-2015-7#-00280076,5.0
IA-2015-7#-00280375,4.6
IA-2015-7#-00340275,4.809523809523809
IA-2015-7#-00160655,4.666666666666667
IA-2015-7#-00190718,3.0
IA-2015-7#-00170067,4.2727272727272725
IA-2015-7#-00110557,5.0
IA-2015-7#-00170116,4.136363636363637
IA-2015-7#-00020547,4.333333333333333
IA-2015-7#-00360426,4.9523809523809526
IA-2015-7#-00200324,5.0
IA-2015-7#-00340351,4.904761904761905
IA-2015-7#-00170128,3.954545454545455
IA-2015-7#-00334641,4.619047619047619
IA-2015-7#-00161098,3.95
IA-2015-7#-00310312,4.0
IA-2015-7#-00160360,4.85
IA-2015-7#-00130226,4.409090909090909
IA-2015-7#-00051447,3.0
IA-2015-7#-00051322,3.8181818181818175
IA-2015-7#-00051618,3.272727272727273
IA-2015-7#-00050587,3.4545454545454546
IA-2015-7#-00050863,3.1818181818181817
IA-2015-7#-00051407,2.909090909090909
IA-2015-7#-00051029,3.1818181818181817
IA-2015-7#-00261137,4.238095238095238
IA-2015-7#-00310492,4.777777777777778
IA-2015-7#-00311010,5.0
IA-2015-7#-00020933,5.0
IA-2015-7#-00334144,3.1052631578947367
IA-2015-7#-00140298,4.863636363636363
IA-2015-7#-00160358,4.181818181818182
IA-2015-7#-00360081,5.0
IA-2015-7#-00170415,4.045454545454546
IA-2015-7#-00160526,4.0
IA-2015-7#-00200988,4.4
IA-2015-7#-00040308,3.7142857142857135
IA-2015-7#-00110353,4.809523809523809
IA-2015-7#-00200770,5.0
IA-2015-7#-00332007,5.0
IA-2015-7#-00140090,3.636363636363636
IA-2015-7#-00120704,4.0
IA-2015-7#-00020190,4.473684210526316
IA-2015-7#-00150290,3.380952380952381
IA-2015-7#-00030824,4.294117647058823
IA-2015-7#-00260781,3.4
IA-2015-7#-00160748,4.9523809523809526
IA-2015-7#-00160967,4.476190476190476
IA-2015-7#-00310270,4.181818181818182
IA-2015-7#-00335274,3.3181818181818183
IA-2015-7#-00040708,3.1818181818181817
IA-2015-7#-00040306,3.4285714285714284
IA-2015-7#-00350824,4.777777777777778
IA-2015-7#-00310164,5.0
IA-2015-7#-00260921,3.090909090909091
IA-2015-7#-00260259,3.1818181818181817
IA-2015-7#-00360477,5.0
IA-2015-7#-00140623,2.65
IA-2015-7#-00190177,4.157894736842105
IA-2015-7#-00310052,4.9523809523809526
IA-2015-7#-00110474,3.1
IA-2015-7#-00041104,3.0454545454545454
IA-2015-7#-00200918,5.0
IA-2015-7#-00201367,4.0
IA-2015-7#-00170395,4.363636363636363
IA-2015-7#-00360169,5.0
IA-2015-7#-00340038,5.0
IA-2015-7#-00170143,4.363636363636363
IA-2015-7#-00020773,4.809523809523809
IA-2015-7#-00360315,4.809523809523809
IA-2015-7#-00201055,3.571428571428572
IA-2015-7#-00120612,4.636363636363637
IA-2015-7#-00331926,3.2857142857142856
IA-2015-7#-00170325,4.0
IA-2015-7#-00160559,4.473684210526316
IA-2015-7#-00200733,4.777777777777778
IA-2015-7#-00340372,4.0
IA-2015-7#-00110615,5.0
IA-2015-7#-00310105,4.285714285714286
IA-2015-7#-00170197,3.909090909090909
IA-2015-7#-00334273,3.0
IA-2015-7#-00050371,3.0
IA-2015-7#-00350172,5.0
IA-2015-7#-00360420,4.7727272727272725
IA-2015-7#-00040846,2.3181818181818183
IA-2015-7#-00340596,4.526315789473684
IA-2015-7#-00130374,5.0
IA-2015-7#-00261251,4.227272727272728
IA-2015-7#-00310997,4.727272727272728
IA-2015-7#-00070725,5.0
IA-2015-7#-00160132,5.0
IA-2015-7#-00200672,3.473684210526316
IA-2015-7#-00201419,4.5
IA-2015-7#-00020307,5.0
IA-2015-7#-00110489,5.0
IA-2015-7#-00070763,4.2727272727272725
IA-2015-7#-00311302,5.0
IA-2015-7#-00260366,3.333333333333333
IA-2015-7#-00120697,4.2631578947368425
IA-2015-7#-00120788,4.363636363636363
IA-2015-7#-00020647,4.809523809523809
IA-2015-7#-00160576,4.15
IA-2015-7#-00100157,4.909090909090909
IA-2015-7#-00070332,3.272727272727273
IA-2015-7#-00201134,4.5625
IA-2015-7#-00200567,4.95
IA-2015-7#-00280164,4.545454545454546
IA-2015-7#-00334022,5.0
IA-2015-7#-00201381,3.75
IA-2015-7#-00130210,4.227272727272728
IA-2015-7#-00170620,3.888888888888889
IA-2015-7#-00350617,3.1904761904761907
IA-2015-7#-00170176,3.3181818181818183
IA-2015-7#-00020146,4.363636363636363
IA-2015-7#-00010183,4.333333333333333
IA-2015-7#-00070519,4.7
IA-2015-7#-00170111,4.318181818181818
IA-2015-7#-00201408,4.0
IA-2015-7#-00170155,4.0
IA-2015-7#-00160072,4.818181818181818
IA-2015-7#-00170581,4.0
IA-2015-7#-00170477,4.0
IA-2015-7#-00160025,4.809523809523809
IA-2015-7#-00310731,5.0
IA-2015-7#-00332820,3.2857142857142856
IA-2015-7#-00350725,4.590909090909091
IA-2015-7#-00250134,4.9
IA-2015-7#-00030497,5.0
IA-2015-7#-00310690,5.0
IA-2015-7#-00340174,5.0
IA-2015-7#-00170056,4.142857142857143
IA-2015-7#-00300117,5.0
IA-2015-7#-00311233,4.909090909090909
IA-2015-7#-00333389,3.0
IA-2015-7#-00201146,4.3125
IA-2015-7#-00250021,4.882352941176471
IA-2015-7#-00311151,4.863636363636363
IA-2015-7#-00310842,4.904761904761905
IA-2015-7#-00110454,4.285714285714286
IA-2015-7#-00310153,4.529411764705882
IA-2015-7#-00200117,4.882352941176471
IA-2015-7#-00350474,3.5
IA-2015-7#-00310672,5.0
IA-2015-7#-00280491,4.7727272727272725
IA-2015-7#-00190821,3.6818181818181817
IA-2015-7#-00192426,4.090909090909091
IA-2015-7#-00161104,5.0
IA-2015-7#-00200145,5.0
IA-2015-7#-00071046,3.227272727272727
IA-2015-7#-00280575,4.545454545454546
IA-2015-7#-00250379,5.0
IA-2015-7#-00280630,4.545454545454546
IA-2015-7#-00190726,4.363636363636363
IA-2015-7#-00120008,4.409090909090909
IA-2015-7#-00310709,4.789473684210527
IA-2015-7#-00192428,3.363636363636364
IA-2015-7#-00331366,4.8
IA-2015-7#-00340398,5.0
IA-2015-7#-00310222,4.809523809523809
IA-2015-7#-00310355,4.176470588235294
IA-2015-7#-00310942,5.0
IA-2015-7#-00335834,3.095238095238096
IA-2015-7#-00191832,4.789473684210527
IA-2015-7#-00191008,4.0
IA-2015-7#-00310004,5.0
IA-2015-7#-00311159,4.727272727272728
IA-2015-7#-00310826,5.0
IA-2015-7#-00192012,5.0
IA-2015-7#-00311292,5.0
IA-2015-7#-00051660,3.8181818181818175
IA-2015-7#-00170181,4.181818181818182
IA-2015-7#-00310401,4.954545454545454
IA-2015-7#-00020281,5.0
IA-2015-7#-00250365,4.777777777777778
IA-2015-7#-00333558,3.0
IA-2015-7#-00151122,4.904761904761905
IA-2015-7#-00340396,4.764705882352941
IA-2015-7#-00070455,3.0
IA-2015-7#-00310705,5.0
IA-2015-7#-00100083,4.8
IA-2015-7#-00120730,5.0
IA-2015-7#-00160016,4.5
IA-2015-7#-00334563,3.0
IA-2015-7#-00340723,3.5
IA-2015-7#-00250110,4.052631578947368
IA-2015-7#-00190742,3.1818181818181817
IA-2015-7#-00070476,3.1818181818181817
IA-2015-7#-00191395,4.545454545454546
IA-2015-7#-00310483,5.0
IA-2015-7#-00070206,3.363636363636364
IA-2015-7#-00200625,4.857142857142857
IA-2015-7#-00110305,3.75
IA-2015-7#-00050090,3.0
IA-2015-7#-00270093,5.0
IA-2015-7#-00020380,4.904761904761905
IA-2015-7#-00120192,5.0
IA-2015-7#-00335736,3.090909090909091
IA-2015-7#-00330534,3.0
IA-2015-7#-00350694,4.904761904761905
IA-2015-7#-00070885,4.523809523809524
IA-2015-7#-00190908,5.0
IA-2015-7#-00331979,3.090909090909091
IA-2015-7#-00150424,3.772727272727273
IA-2015-7#-00050195,3.0454545454545454
IA-2015-7#-00050387,3.0476190476190474
IA-2015-7#-00020970,4.761904761904762
IA-2015-7#-00192288,4.2727272727272725
IA-2015-7#-00192440,5.0
IA-2015-7#-00311084,4.636363636363637
IA-2015-7#-00350624,4.909090909090909
IA-2015-7#-00190004,3.772727272727273
IA-2015-7#-00201291,3.7
IA-2015-7#-00120806,4.954545454545454
IA-2015-7#-00250114,5.0
IA-2015-7#-00331866,4.8
IA-2015-7#-00070258,4.523809523809524
IA-2015-7#-00250004,4.8
IA-2015-7#-00230508,4.6
IA-2015-7#-00250224,5.0
IA-2015-7#-00311185,5.0
IA-2015-7#-00331205,4.714285714285714
IA-2015-7#-00140275,3.727272727272727
IA-2015-7#-00230409,3.6
IA-2015-7#-00331533,3.0454545454545454
IA-2015-7#-00190647,3.35
IA-2015-7#-00120506,3.5454545454545454
IA-2015-7#-00311075,5.0
IA-2015-7#-00280161,4.909090909090909
IA-2015-7#-00130291,2.272727272727273
IA-2015-7#-00201298,4.8
IA-2015-7#-00200135,5.0
IA-2015-7#-00310875,5.0
IA-2015-7#-00160736,5.0
IA-2015-7#-00311193,4.863636363636363
IA-2015-7#-00170353,4.954545454545454
IA-2015-7#-00140614,5.0
IA-2015-7#-00201340,5.0
IA-2015-7#-00050865,3.090909090909091
IA-2015-7#-00200216,4.866666666666666
IA-2015-7#-00140231,3.0
IA-2015-7#-00140034,4.363636363636363
IA-2015-7#-00200759,5.0
IA-2015-7#-00130223,4.764705882352941
IA-2015-7#-00332135,3.1
IA-2015-7#-00030015,4.947368421052632
IA-2015-7#-00110569,4.909090909090909
IA-2015-7#-00040907,3.0
IA-2015-7#-00020313,5.0
IA-2015-7#-00130306,4.789473684210527
IA-2015-7#-00360454,5.0
IA-2015-7#-00334285,5.0
IA-2015-7#-00260145,3.772727272727273
IA-2015-7#-00161129,4.904761904761905
IA-2015-7#-00340116,5.0
IA-2015-7#-00340012,5.0
IA-2015-7#-00310809,4.454545454545454
IA-2015-7#-00170447,4.409090909090909
IA-2015-7#-00360164,3.761904761904762
IA-2015-7#-00110986,5.0
IA-2015-7#-00020522,5.0
IA-2015-7#-00250433,5.0
IA-2015-7#-00130183,5.0
IA-2015-7#-00331422,4.904761904761905
IA-2015-7#-00130330,3.5
IA-2015-7#-00332759,3.363636363636364
IA-2015-7#-00170512,5.0
IA-2015-7#-00310582,5.0
IA-2015-7#-00260187,4.809523809523809
IA-2015-7#-00310570,4.7
IA-2015-7#-00311102,4.333333333333333
IA-2015-7#-00310344,4.666666666666667
IA-2015-7#-00170106,4.590909090909091
IA-2015-7#-00030409,5.0
IA-2015-7#-00160574,4.9523809523809526
IA-2015-7#-00070772,4.5
IA-2015-7#-00200565,4.65
IA-2015-7#-00040327,2.409090909090909
IA-2015-7#-00350771,5.0
IA-2015-7#-00020899,5.0
IA-2015-7#-00170490,4.227272727272728
IA-2015-7#-00332457,4.0
IA-2015-7#-00331648,3.272727272727273
IA-2015-7#-00130494,4.8
IA-2015-7#-00250177,5.0
IA-2015-7#-00330764,3.095238095238096
IA-2015-7#-00170208,4.0
IA-2015-7#-00334122,4.047619047619048
IA-2015-7#-00150132,3.571428571428572
IA-2015-7#-00310239,4.818181818181818
IA-2015-7#-00170330,4.136363636363637
IA-2015-7#-00340040,5.0
IA-2015-7#-00150897,4.095238095238095
IA-2015-7#-00110674,4.2105263157894735
IA-2015-7#-00160950,4.318181818181818
IA-2015-7#-00350413,5.0
IA-2015-7#-00160929,4.904761904761905
IA-2015-7#-00140503,4.2727272727272725
IA-2015-7#-00200775,4.777777777777778
IA-2015-7#-00360380,4.909090909090909
IA-2015-7#-00160263,4.388888888888889
IA-2015-7#-00050947,3.136363636363636
IA-2015-7#-00051128,3.0
IA-2015-7#-00200064,4.190476190476191
IA-2015-7#-00360296,5.0
IA-2015-7#-00340813,4.636363636363637
IA-2015-7#-00200618,4.85
IA-2015-7#-00261070,4.136363636363637
IA-2015-7#-00110893,5.0
IA-2015-7#-00110916,5.0
IA-2015-7#-00261236,4.681818181818182
IA-2015-7#-00250035,5.0
IA-2015-7#-00311255,4.904761904761905
IA-2015-7#-00140007,4.818181818181818
IA-2015-7#-00140256,4.0
IA-2015-7#-00260064,4.75
IA-2015-7#-00260900,4.523809523809524
IA-2015-7#-00261521,5.0
IA-2015-7#-00260987,3.4285714285714284
IA-2015-7#-00260863,4.05
IA-2015-7#-00261192,3.761904761904762
IA-2015-7#-00260777,4.95
IA-2015-7#-00260812,4.2727272727272725
IA-2015-7#-00160343,5.0
IA-2015-7#-00201016,4.166666666666667
IA-2015-7#-00140639,3.1818181818181817
IA-2015-7#-00360297,4.9
IA-2015-7#-00140389,4.35
IA-2015-7#-00350237,5.0
IA-2015-7#-00192374,4.714285714285714
IA-2015-7#-00350608,4.3
IA-2015-7#-00040611,4.95
IA-2015-7#-00311291,5.0
IA-2015-7#-00310069,5.0
IA-2015-7#-00260172,3.0
IA-2015-7#-00170457,4.045454545454546
IA-2015-7#-00170234,4.590909090909091
IA-2015-7#-00170107,4.045454545454546
IA-2015-7#-00335128,3.0476190476190474
IA-2015-7#-00334534,3.142857142857143
IA-2015-7#-00300213,5.0
IA-2015-7#-00310512,5.0
IA-2015-7#-00030553,4.944444444444445
IA-2015-7#-00310609,4.8
IA-2015-7#-00160206,5.0
IA-2015-7#-00300091,3.1818181818181817
IA-2015-7#-00332043,4.809523809523809
IA-2015-7#-00170085,4.0
IA-2015-7#-00200497,4.8
IA-2015-7#-00310674,4.105263157894737
IA-2015-7#-00070752,4.818181818181818
IA-2015-7#-00160478,3.380952380952381
IA-2015-7#-00360219,5.0
IA-2015-7#-00161235,4.090909090909091
IA-2015-7#-00160622,4.95
IA-2015-7#-00310293,4.913043478260869
IA-2015-7#-00311142,4.904761904761905
IA-2015-7#-00170350,4.0
IA-2015-7#-00280335,4.363636363636363
IA-2015-7#-00311225,4.954545454545454
IA-2015-7#-00336211,4.047619047619048
IA-2015-7#-00120274,5.0
IA-2015-7#-00310920,4.6
IA-2015-7#-00161062,4.904761904761905
IA-2015-7#-00140589,5.0
IA-2015-7#-00120518,4.619047619047619
IA-2015-7#-00310991,4.909090909090909
IA-2015-7#-00310219,4.8
IA-2015-7#-00311208,5.0
IA-2015-7#-00200952,4.529411764705882
IA-2015-7#-00170423,4.333333333333333
IA-2015-7#-00250253,4.894736842105263
IA-2015-7#-00191856,3.4545454545454546
IA-2015-7#-00270045,5.0
IA-2015-7#-00200958,4.857142857142857
IA-2015-7#-00311299,4.833333333333333
IA-2015-7#-00310035,4.590909090909091
IA-2015-7#-00310422,5.0
IA-2015-7#-00110894,5.0
IA-2015-7#-00200429,5.0
IA-2015-7#-00160408,4.9
IA-2015-7#-00170193,3.909090909090909
IA-2015-7#-00340126,5.0
IA-2015-7#-00050478,4.181818181818182
IA-2015-7#-00020637,5.0
IA-2015-7#-00110318,4.047619047619048
IA-2015-7#-00200707,4.809523809523809
IA-2015-7#-00030519,4.8
IA-2015-7#-00280574,5.0
IA-2015-7#-00170013,4.090909090909091
IA-2015-7#-00300061,4.809523809523809
IA-2015-7#-00340163,4.714285714285714
IA-2015-7#-00160923,5.0
IA-2015-7#-00020592,4.3
IA-2015-7#-00200900,4.9
IA-2015-7#-00150065,4.1
IA-2015-7#-00200433,4.0
IA-2015-7#-00340821,5.0
IA-2015-7#-00170412,4.466666666666667
IA-2015-7#-00192477,5.0
IA-2015-7#-00300058,5.0
IA-2015-7#-00190351,4.2727272727272725
IA-2015-7#-00310650,4.65
IA-2015-7#-00200559,4.476190476190476
IA-2015-7#-00310327,5.0
IA-2015-7#-00111010,4.5
IA-2015-7#-00110686,4.684210526315789
IA-2015-7#-00335096,3.095238095238096
IA-2015-7#-00200319,5.0
IA-2015-7#-00334247,3.0
IA-2015-7#-00110727,4.8
IA-2015-7#-00051250,3.0
IA-2015-7#-00110219,5.0
IA-2015-7#-00200861,4.190476190476191
IA-2015-7#-00110544,5.0
IA-2015-7#-00280225,3.1818181818181817
IA-2015-7#-00280486,4.363636363636363
IA-2015-7#-00190781,3.2857142857142856
IA-2015-7#-00310382,5.0
IA-2015-7#-00310501,4.727272727272728
