DHSID_EA,women_edu
BD-2007-5#-00000159,4.444444444444445
BD-2007-5#-00000105,8.5
BD-2004-4Z-00000302,6.764705882352941
BD-2017-7Z-00000282,6.379310344827586
BD-2000-4#-00000428,3.689655172413793
BD-2014-7#-00000158,8.321428571428571
BD-2011-6#-00000559,3.533333333333333
BD-2017-7Z-00000217,5.466666666666667
BD-2017-7Z-00000254,3.269230769230769
BD-2014-7#-00000394,3.612903225806452
BD-2017-7Z-00000473,3.0
BD-2007-5#-00000241,8.518518518518519
BD-2014-7#-00000520,4.684210526315789
BD-2000-4#-00000282,3.5517241379310347
BD-2017-7Z-00000239,7.548387096774194
BD-2000-4#-00000272,6.527777777777778
BD-2000-4#-00000266,2.571428571428572
BD-2017-7Z-00000151,10.857142857142858
BD-2017-7Z-00000496,5.833333333333333
BD-2000-4#-00000102,5.181818181818182
BD-2017-7Z-00000068,10.0
BD-2000-4#-00000415,2.235294117647059
BD-2007-5#-00000229,5.870967741935484
BD-2007-5#-00000005,5.68
BD-2004-4Z-00000525,5.029411764705882
BD-2017-7Z-00000095,8.34375
BD-2011-6#-00000118,3.8181818181818175
BD-2014-7#-00000347,6.451612903225806
BD-2014-7#-00000251,6.178571428571429
BD-2004-4Z-00000008,3.5789473684210527
BD-2014-7#-00000097,6.642857142857143
BD-2011-6#-00000338,5.45945945945946
BD-2007-5#-00000133,3.689655172413793
BD-2000-4#-00000299,2.111111111111111
BD-2007-5#-00000146,2.933333333333333
BD-2004-4Z-00000093,2.703703703703704
BD-2000-4#-00000242,2.7916666666666665
BD-2011-6#-00000261,3.5454545454545454
BD-2011-6#-00000267,4.413793103448276
BD-2014-7#-00000296,4.580645161290323
BD-2011-6#-00000288,4.956521739130435
BD-2007-5#-00000246,4.46875
BD-2017-7Z-00000493,7.758620689655173
BD-2004-4Z-00000415,6.32258064516129
BD-2014-7#-00000421,5.125
BD-2017-7Z-00000435,6.25
BD-2017-7Z-00000436,6.290322580645161
BD-2000-4#-00000069,3.159090909090909
BD-2017-7Z-00000438,4.515151515151516
BD-2011-6#-00000371,3.4705882352941178
BD-2014-7#-00000368,3.962962962962963
BD-2017-7Z-00000497,4.266666666666667
BD-2017-7Z-00000521,4.04
BD-2011-6#-00000376,9.285714285714286
BD-2011-6#-00000492,7.346153846153846
BD-2007-5#-00000265,3.260869565217391
BD-2011-6#-00000172,6.083333333333333
BD-2017-7Z-00000502,7.53125
BD-2011-6#-00000399,4.551724137931035
BD-2004-4Z-00000416,4.433333333333334
BD-2004-4Z-00000194,2.466666666666667
BD-2007-5#-00000282,3.6
BD-2014-7#-00000524,5.6875
BD-2017-7Z-00000249,9.307692307692308
BD-2011-6#-00000309,6.535714285714286
BD-2014-7#-00000149,3.774193548387097
BD-2014-7#-00000577,4.066666666666666
BD-2000-4#-00000060,7.607142857142857
BD-2014-7#-00000148,7.37037037037037
BD-2011-6#-00000546,5.5
BD-2017-7Z-00000255,4.482758620689655
BD-2007-5#-00000158,6.606060606060606
BD-2007-5#-00000153,5.6923076923076925
BD-2017-7Z-00000175,4.757575757575758
BD-2017-7Z-00000251,10.56
BD-2011-6#-00000349,5.758620689655173
BD-2017-7Z-00000256,6.3
BD-2017-7Z-00000209,6.818181818181818
BD-2017-7Z-00000247,9.75
BD-2004-4Z-00000528,9.735294117647058
BD-2004-4Z-00000409,2.583333333333333
BD-2007-5#-00000113,7.310344827586207
BD-2000-4#-00000450,5.625
BD-2011-6#-00000551,6.793103448275862
BD-2014-7#-00000147,8.516129032258064
BD-2004-4Z-00000147,2.4242424242424243
BD-2014-7#-00000014,7.4411764705882355
BD-2004-4Z-00000324,3.2413793103448274
BD-2017-7Z-00000345,6.724137931034483
BD-2014-7#-00000273,11.789473684210526
BD-2014-7#-00000117,7.428571428571429
BD-2017-7Z-00000244,8.1
BD-2014-7#-00000264,6.290322580645161
BD-2004-4Z-00000526,10.77777777777778
BD-2007-5#-00000163,7.423076923076923
BD-2007-5#-00000098,3.75
BD-2017-7Z-00000222,5.307692307692308
BD-2014-7#-00000596,5.742857142857143
BD-2004-4Z-00000522,7.764705882352941
BD-2017-7Z-00000601,9.6
BD-2000-4#-00000278,5.12
BD-2017-7Z-00000439,6.419354838709677
BD-2000-4#-00000275,4.627906976744186
BD-2000-4#-00000417,4.166666666666667
BD-2007-5#-00000063,6.944444444444445
BD-2000-4#-00000274,6.739130434782608
BD-2004-4Z-00000310,4.378378378378378
BD-2017-7Z-00000265,5.44
BD-2014-7#-00000160,3.433333333333333
BD-2011-6#-00000229,4.0
BD-2014-7#-00000179,6.366666666666666
BD-2014-7#-00000086,6.148148148148148
BD-2011-6#-00000223,6.733333333333333
BD-2017-7Z-00000618,4.928571428571429
BD-2014-7#-00000367,6.068965517241379
BD-2004-4Z-00000543,4.294117647058823
BD-2014-7#-00000249,6.666666666666667
BD-2014-7#-00000124,6.857142857142857
BD-2011-6#-00000196,4.444444444444445
BD-2017-7Z-00000061,10.771428571428572
BD-2017-7Z-00000208,5.258064516129032
BD-2014-7#-00000081,6.342857142857143
BD-2004-4Z-00000532,5.689655172413793
BD-2017-7Z-00000106,5.441176470588236
BD-2011-6#-00000098,10.806451612903226
BD-2007-5#-00000155,5.111111111111111
BD-2007-5#-00000157,6.48
BD-2017-7Z-00000427,6.230769230769231
BD-2000-4#-00000268,4.36
BD-2000-4#-00000413,3.875
BD-2017-7Z-00000133,6.517241379310345
BD-2011-6#-00000116,4.310344827586207
BD-2017-7Z-00000223,7.8
BD-2004-4Z-00000075,5.518518518518518
BD-2011-6#-00000211,5.56
BD-2004-4Z-00000319,4.944444444444445
BD-2007-5#-00000124,3.4516129032258065
BD-2011-6#-00000171,2.888888888888889
BD-2007-5#-00000130,5.75
BD-2017-7Z-00000514,6.884615384615385
BD-2014-7#-00000344,3.066666666666667
BD-2014-7#-00000052,8.695652173913043
BD-2000-4#-00000408,1.2857142857142858
BD-2007-5#-00000303,7.217391304347826
BD-2017-7Z-00000224,8.290322580645162
BD-2000-4#-00000477,3.75
BD-2014-7#-00000075,4.423076923076923
BD-2017-7Z-00000671,8.21875
BD-2000-4#-00000396,3.25
BD-2011-6#-00000046,5.88
BD-2011-6#-00000125,5.515151515151516
BD-2000-4#-00000313,6.233333333333333
BD-2000-4#-00000029,2.5428571428571427
BD-2007-5#-00000173,7.962962962962963
BD-2011-6#-00000345,2.727272727272727
BD-2011-6#-00000302,8.137931034482758
BD-2000-4#-00000130,5.113636363636363
BD-2011-6#-00000326,10.214285714285714
BD-2011-6#-00000521,5.633333333333334
BD-2000-4#-00000491,3.3157894736842106
BD-2014-7#-00000096,6.153846153846154
BD-2017-7Z-00000243,9.448275862068966
BD-2004-4Z-00000323,7.225
BD-2011-6#-00000122,5.7105263157894735
BD-2014-7#-00000262,8.076923076923077
BD-2014-7#-00000340,6.806451612903226
