DHSID_EA,sanitation_index
NP-2011-6#-00006003,1.4878048780487805
NP-2001-4#-00000605,
NP-2016-7Z-00000057,4.5
NP-2001-4#-00002203,
NP-2016-7Z-00000084,3.2333333333333334
NP-2006-5#-00005603,2.325
NP-2001-4#-00004001,
NP-2006-5#-00000102,2.0
NP-2001-4#-00002404,
NP-2001-4#-00002801,
NP-2011-6#-00005602,3.171428571428572
NP-2011-6#-00003802,4.542857142857143
NP-2006-5#-00002701,2.054054054054054
NP-2016-7Z-00000207,4.4
NP-2006-5#-00006201,1.032258064516129
NP-2001-4#-00002703,
NP-2016-7Z-00000158,4.733333333333333
NP-2016-7Z-00000118,5.0
NP-2001-4#-00001103,
NP-2011-6#-00004701,4.051282051282051
NP-2016-7Z-00000224,4.966666666666667
NP-2006-5#-00000403,2.738095238095238
NP-2006-5#-00001801,1.411764705882353
NP-2006-5#-00005005,3.4827586206896552
NP-2006-5#-00003101,2.7241379310344827
NP-2001-4#-00001706,
NP-2016-7Z-00000233,5.0
NP-2001-4#-00004905,
NP-2006-5#-00000602,1.4411764705882353
NP-2016-7Z-00000216,4.448275862068965
NP-2016-7Z-00000217,4.793103448275862
NP-2001-4#-00003404,
NP-2016-7Z-00000155,4.357142857142857
NP-2011-6#-00007404,2.333333333333333
NP-2016-7Z-00000139,4.793103448275862
NP-2001-4#-00002601,
NP-2016-7Z-00000166,3.9
NP-2011-6#-00003507,4.923076923076923
NP-2001-4#-00005001,
NP-2006-5#-00006701,1.1111111111111112
NP-2001-4#-00005703,
NP-2016-7Z-00000276,3.033333333333333
NP-2011-6#-00005701,4.84375
NP-2006-5#-00005701,1.0857142857142856
NP-2011-6#-00002716,4.973684210526316
NP-2006-5#-00002703,5.0
NP-2001-4#-00000501,
NP-2006-5#-00000502,1.0
NP-2006-5#-00000405,3.2413793103448274
NP-2001-4#-00002701,
NP-2016-7Z-00000132,4.757575757575758
NP-2006-5#-00002707,4.966666666666667
NP-2011-6#-00002714,5.0
NP-2001-4#-00005701,
NP-2016-7Z-00000244,5.0
NP-2006-5#-00005702,1.1666666666666667
NP-2001-4#-00005804,
NP-2001-4#-00005704,
NP-2001-4#-00005602,
NP-2001-4#-00005702,
NP-2006-5#-00005703,3.4444444444444446
NP-2016-7Z-00000167,4.931034482758621
NP-2001-4#-00000503,
NP-2016-7Z-00000195,4.576923076923077
NP-2016-7Z-00000067,2.9285714285714284
NP-2016-7Z-00000226,4.366666666666666
NP-2006-5#-00004801,4.897435897435898
NP-2011-6#-00001703,1.0526315789473684
NP-2016-7Z-00000156,4.142857142857143
NP-2001-4#-00002501,
NP-2016-7Z-00000119,5.0
NP-2006-5#-00002501,2.771428571428572
NP-2001-4#-00004703,
NP-2011-6#-00004901,4.53125
NP-2011-6#-00003602,3.282051282051282
NP-2011-6#-00004503,4.317073170731708
NP-2011-6#-00000302,2.255813953488372
NP-2011-6#-00000101,3.372093023255814
NP-2016-7Z-00000175,4.517241379310345
NP-2006-5#-00004004,5.0
NP-2001-4#-00001101,
NP-2011-6#-00005609,1.2894736842105263
NP-2001-4#-00000601,
NP-2011-6#-00004804,4.315789473684211
NP-2016-7Z-00000199,2.571428571428572
NP-2016-7Z-00000262,1.2666666666666666
NP-2006-5#-00003902,2.0303030303030303
NP-2016-7Z-00000189,5.0
NP-2006-5#-00007002,1.1111111111111112
NP-2006-5#-00002503,5.0
NP-2011-6#-00002705,5.0
NP-2011-6#-00004001,4.424242424242424
NP-2011-6#-00000404,3.825
NP-2006-5#-00002302,2.4
NP-2006-5#-00004802,1.1666666666666667
NP-2006-5#-00006702,1.263157894736842
NP-2001-4#-00000506,
NP-2016-7Z-00000169,4.862068965517241
NP-2006-5#-00000301,2.8181818181818183
NP-2011-6#-00001502,1.0
NP-2006-5#-00004702,3.756756756756757
NP-2011-6#-00004807,3.1463414634146343
NP-2006-5#-00004501,2.647058823529412
NP-2016-7Z-00000030,4.4
NP-2006-5#-00002711,4.931034482758621
NP-2006-5#-00003303,1.6388888888888888
NP-2016-7Z-00000110,1.5333333333333334
NP-2016-7Z-00000218,4.3
NP-2006-5#-00005201,1.5588235294117647
NP-2001-4#-00005201,
NP-2011-6#-00005203,4.105263157894737
NP-2011-6#-00005202,3.3684210526315788
NP-2016-7Z-00000267,4.7
NP-2016-7Z-00000239,4.206896551724138
NP-2006-5#-00005203,2.71875
NP-2011-6#-00005303,1.075
NP-2006-5#-00005102,1.3666666666666667
NP-2006-5#-00005202,1.0
NP-2011-6#-00005201,3.631578947368421
NP-2001-4#-00005202,
NP-2016-7Z-00000268,4.6
NP-2011-6#-00005301,1.0833333333333333
NP-2011-6#-00001302,2.073170731707317
NP-2006-5#-00001303,1.6285714285714286
NP-2016-7Z-00000187,5.0
NP-2016-7Z-00000211,4.533333333333333
NP-2011-6#-00002901,1.736842105263158
NP-2006-5#-00002802,1.0
NP-2001-4#-00001303,
NP-2001-4#-00001902,
