DHSID_EA,most_relevant_sentences
SZ-2006-5#-00000153,"Adv Marumo Moerane Dr Phumzile Helen Ngobese (First black woman medical doctor in KwaZulu-Natal) Ms Hilda Mtshali (First Black Female Optometrist in South Africa) Dr Mavuso Msimang - Secretary to Oliver Reginald Tambo Dr Constance Simelane (Former Deputy Prime Minister - eSwatini) Dr Ambrose Phesheya Zwane (First Swazi to graduate as a doctor. Inkosi Mangosuthu Buthelezi) Alfred Msezane (Professor of physics, Clark Atlanta University) Mr Bhekuyise Gideon Dlamini (Former Company Secretary of Small Enterprise Finance Agency) References External links Category:Schools in KwaZulu-Natal Category:Boarding schools in South Africa Category:High schools in South Africa Category:Educational institutions established in 1923 Category:1923 establishments in South Africa"
SZ-2006-5#-00000181,"Libraries The Merensky 2 Library (Main campus library) includes the Learning Centre, Technical Services, a Research Commons, a Digital Scholarship Centre and the following faculty libraries: - Economic & Management Sciences - Natural & Agricultural Sciences - Engineering & Built Environment - Humanities (incl"
SZ-2006-5#-00000181,External links Kya Rosa on UPSpace University of Pretoria Kya Rosa - Home of Alumni Category:University of Pretoria buildings Category:University and college buildings completed in 1895 Category:1895 establishments in the South African Republic
SZ-2006-5#-00000181,"Masters and Doctoral research outputs of University of Pretoria students are regarded and preserved, as special UP Publications. This collection contains a copy of each and every dissertation/thesis by Masters and Doctoral students enrolled at all the faculties at the University of Pretoria. In 2004 it became the policy of the University of Pretoria that a student must submit a bound paper copy as well as two electronic copies of the approved dissertation/thesis"
SZ-2006-5#-00000181,"South African National Academy of Intelligence (SANAI) The National Academy of Intelligence is based in Mafikeng and was established in February 2003 and comprises an academic faculty, an intelligence research institute and development support component"
SZ-2006-5#-00000181,"To this end, the Academy shall: Use the common ground of scientific knowledge and activity to remove barriers between people and obstacles to full development of their intellectual capacity; Endeavour in every possible way to inspire, promote and recognise excellence in scientific and technical practice; Investigate and publicly report on various matters, in its own discretion or at the request of government or organisations in civil society, to promote and apply scientific thinking in the service of society; Promote science education and a culture of science in the population at large; Maintain strict independence while consulting other organisations and individuals in the widest manner possible; Endeavour to establish and develop close relations with scientific organisations in South Africa and with similar academies in other countries; and Take any other action that it may consider necessary towards the attainment of its key objective"
SZ-2006-5#-00000181,"The department oversees all the schools in South Africa, sets up the curriculum for the different grades"
SZ-2006-5#-00000181,"It oversees universities and other post-secondary education in South Africa. The Department issues a journal rank called ""List of Approved South African Journals"", used as a criterion for South African scholars and scientists to receive recognition for their academic publishing productivity and for journal editors and publishers to receive monetary compensation from the government"
SZ-2006-5#-00000181,"Libraries The Merensky 2 Library (Main campus library) includes the Learning Centre, Technical Services, a Research Commons, a Digital Scholarship Centre and the following faculty libraries: - Economic & Management Sciences - Natural & Agricultural Sciences - Engineering & Built Environment - Humanities (incl"
SZ-2006-5#-00000181,External links Kya Rosa on UPSpace University of Pretoria Kya Rosa - Home of Alumni Category:University of Pretoria buildings Category:University and college buildings completed in 1895 Category:1895 establishments in the South African Republic
SZ-2006-5#-00000181,"Masters and Doctoral research outputs of University of Pretoria students are regarded and preserved, as special UP Publications. This collection contains a copy of each and every dissertation/thesis by Masters and Doctoral students enrolled at all the faculties at the University of Pretoria. In 2004 it became the policy of the University of Pretoria that a student must submit a bound paper copy as well as two electronic copies of the approved dissertation/thesis"
SZ-2006-5#-00000181,"South African National Academy of Intelligence (SANAI) The National Academy of Intelligence is based in Mafikeng and was established in February 2003 and comprises an academic faculty, an intelligence research institute and development support component"
SZ-2006-5#-00000181,"To this end, the Academy shall: Use the common ground of scientific knowledge and activity to remove barriers between people and obstacles to full development of their intellectual capacity; Endeavour in every possible way to inspire, promote and recognise excellence in scientific and technical practice; Investigate and publicly report on various matters, in its own discretion or at the request of government or organisations in civil society, to promote and apply scientific thinking in the service of society; Promote science education and a culture of science in the population at large; Maintain strict independence while consulting other organisations and individuals in the widest manner possible; Endeavour to establish and develop close relations with scientific organisations in South Africa and with similar academies in other countries; and Take any other action that it may consider necessary towards the attainment of its key objective"
SZ-2006-5#-00000181,"The department oversees all the schools in South Africa, sets up the curriculum for the different grades"
SZ-2006-5#-00000181,"It oversees universities and other post-secondary education in South Africa. The Department issues a journal rank called ""List of Approved South African Journals"", used as a criterion for South African scholars and scientists to receive recognition for their academic publishing productivity and for journal editors and publishers to receive monetary compensation from the government"
SZ-2006-5#-00000202,"It was inaugurated on 19 January 1999 by Nelson Mandela, his wife Graça, and by President Joaquim Chissano of Mozambique"
SZ-2006-5#-00000181,"The Temple, like its mother order in Taiwan, follows the Linji Chan school of Buddhism as well as the Pure Land School"
SZ-2006-5#-00000185,"“Deprivation” is defined as a combination of indicators including unemployment rates, access to piped water and electricity, female-headed households with high numbers of children and low education levels, according to the Health Systems Trust which produces the Barometer"
SZ-2006-5#-00000153,"Adv Marumo Moerane Dr Phumzile Helen Ngobese (First black woman medical doctor in KwaZulu-Natal) Ms Hilda Mtshali (First Black Female Optometrist in South Africa) Dr Mavuso Msimang - Secretary to Oliver Reginald Tambo Dr Constance Simelane (Former Deputy Prime Minister - eSwatini) Dr Ambrose Phesheya Zwane (First Swazi to graduate as a doctor. Inkosi Mangosuthu Buthelezi) Alfred Msezane (Professor of physics, Clark Atlanta University) Mr Bhekuyise Gideon Dlamini (Former Company Secretary of Small Enterprise Finance Agency) References External links Category:Schools in KwaZulu-Natal Category:Boarding schools in South Africa Category:High schools in South Africa Category:Educational institutions established in 1923 Category:1923 establishments in South Africa"
SZ-2006-5#-00000079,"That High Dutch be taught in schools and that the use of the Dutch language will be allowed in law courts. One by increasing the English-speaking population of the Transvaal and the other by teaching the Boer children in English with very little Dutch used, followed by self-rule"
SZ-2006-5#-00000181,"The Centre is situated in the east of South Africa's Capital City within the research, academic and ambassadorial hub of Tshwane and is on the grounds of the Council for Scientific and Industrial Research (CSIR)"
SZ-2006-5#-00000181,"Libraries The Merensky 2 Library (Main campus library) includes the Learning Centre, Technical Services, a Research Commons, a Digital Scholarship Centre and the following faculty libraries: - Economic & Management Sciences - Natural & Agricultural Sciences - Engineering & Built Environment - Humanities (incl"
SZ-2006-5#-00000181,External links Kya Rosa on UPSpace University of Pretoria Kya Rosa - Home of Alumni Category:University of Pretoria buildings Category:University and college buildings completed in 1895 Category:1895 establishments in the South African Republic
SZ-2006-5#-00000181,"Masters and Doctoral research outputs of University of Pretoria students are regarded and preserved, as special UP Publications. This collection contains a copy of each and every dissertation/thesis by Masters and Doctoral students enrolled at all the faculties at the University of Pretoria. In 2004 it became the policy of the University of Pretoria that a student must submit a bound paper copy as well as two electronic copies of the approved dissertation/thesis"
SZ-2006-5#-00000181,"South African National Academy of Intelligence (SANAI) The National Academy of Intelligence is based in Mafikeng and was established in February 2003 and comprises an academic faculty, an intelligence research institute and development support component"
SZ-2006-5#-00000128,"Eshowe consisted of a deserted church, school and the house of a Norwegian missionary"
SZ-2006-5#-00000180,"The Main campus for the University in Eswatini was then built at Kwaluseni, and all departments except agriculture then moved to that campus"
SZ-2006-5#-00000079,His first reason for surrendering was that his wife was a refined woman not used to the hardships of war
SZ-2006-5#-00000205,It is adjacent to a secondary and elementary school of the same name
SZ-2006-5#-00000181,"Operations The school is funded through school fees, donations, fundraising and support from the German government. Gallery References External links Category:German international schools in South Africa Category:International schools in Pretoria"
SZ-2006-5#-00000181,"Mamelodi High School, also called Mamelodi Secondary School, is a high school in Mamelodi township, Tshwane, South Africa. The school was founded in 1956 under the Department of Bantu Education of the Apartheid regime. In the 1960s it was one of only two post-primary schools in Mamelodi"
SZ-2006-5#-00000181,1930 - The school obtains a total of 65 students. 21 January 1947 - The school obtains a total of 158 students. 20 January 1965 - The school obtains a total of 545 students. 25 January 1972 - The school obtains a total of 735 students. 6 January 1982 - The first 10 girls are allowed to attend the school. January 1987 - The school obtains a total of 1320 students
SZ-2006-5#-00000181,"This has repeated until there are now three layers of daughter trees encircling the mother fig, with 13 distinct trunks, covering a 50-metre area"
SZ-2006-5#-00000181,"De Goede Hoop is a private, Afrikaans language, Christian hostel geared towards male and female students at the University of Pretoria. 8 km from the UP main campus and 3 km from the Groenkloof campus. AfriForum's stated purpose for founding the hostel was to allow Afrikaner students to participate in student life, after the organization came under pressure during the FeesMustFall protests, during which thousands protested against high class and residence fees and the use of Afrikaans as a language of instruction. Registration with the University The De Goede Hoop student organization was recognized by the university in 2016. On March 27, 2017, Rikus Delport, another university spokesperson, banned the hostel from participating in all university events"
SZ-2006-5#-00000128,"After a few years operating from the town's public library, the first school building was completed by 1902 and the separate high school campus was built and launched in 1957"
SZ-2006-5#-00000181,"It is located near UNISA's main campus. Partly situated on a hill, the heights of Muckleneuk provides a panoramic view of downtown, the Union Buildings, and the UNISA campus"
SZ-2006-5#-00000202,"It was inaugurated on 19 January 1999 by Nelson Mandela, his wife Graça, and by President Joaquim Chissano of Mozambique"
SZ-2006-5#-00000181,"The Temple, like its mother order in Taiwan, follows the Linji Chan school of Buddhism as well as the Pure Land School"
SZ-2006-5#-00000181,"Van Wouw and his design The Dutchman Van Wouw came to the ZAR as a young man and settled in Pretoria, teaching drawing classes at the state gymnasium and a girls' school after a brief stint as a store clerk"
SZ-2006-5#-00000016,"Eswatini College of Technology, also referred to a ECOT, is a state-owned college in Eswatini. It offers courses in engineering, science and education. Grace Mdluli is the current principal of the college. In 2011, the college collaborated with Vaal University of Technology in South Africa"
SZ-2006-5#-00000227,"Thembeka Dlamini, 2016-02-23 Components of the school The school has included a number of facilities that contribute to the education of disabled students as well as the community in general"
SZ-2006-5#-00000181,"Inez Clare Verdoorn (1896–1989), botanist Notable former teachers Anne van Zyl, education administrator References External links Category:Private schools in Gauteng Category:Girls' schools in South Africa Category:Educational institutions established in 1878 Category:1878 establishments in the South African Republic"
SZ-2006-5#-00000202,"It was inaugurated on 19 January 1999 by Nelson Mandela, his wife Graça, and by President Joaquim Chissano of Mozambique"
SZ-2006-5#-00000181,"The Temple, like its mother order in Taiwan, follows the Linji Chan school of Buddhism as well as the Pure Land School"
SZ-2006-5#-00000079,His first reason for surrendering was that his wife was a refined woman not used to the hardships of war
SZ-2006-5#-00000205,It is adjacent to a secondary and elementary school of the same name
SZ-2006-5#-00000181,"Operations The school is funded through school fees, donations, fundraising and support from the German government. Gallery References External links Category:German international schools in South Africa Category:International schools in Pretoria"
SZ-2006-5#-00000180,"The Main campus for the University in Eswatini was then built at Kwaluseni, and all departments except agriculture then moved to that campus"
SZ-2006-5#-00000181,The school offers the following sports: Athletics Basketball Cricket Cross Country Field Hockey Netball Squash (sport) Soccer Swimming Tennis Clapham High School is part of the Pretoria English Medium High Schools Athletics Association which is good-spirited rivalry between all the co-ed government schools in Pretoria
SZ-2006-5#-00000181,"He was sent to a reform school in 1954, after stealing a car which he drove from Cape Town to Pretoria to visit his dying mother. Possible victims center|Photographs of the missing girls that were circulated by police Van Rooyen is thought to have used Haarhoff to lure young girls for him"
SZ-2006-5#-00000181,"As a comprehensive university, Unisa offers both vocational and academic programmes, many of which have received international accreditation, as well as an extensive geographical footprint, giving their students recognition and employability in many countries the world over. These include, but are not limited to, a combination of career-orientated courses usually associated with a university of technology, and formative academic programmes typically linked to a traditional university"
SZ-2006-5#-00000181,"Michael was supported by his wife, Blanche, herself a university graduate and teacher of English, art, drama and a playwright. Hamilton was involved with tending the grounds, re-writing the syllabus, insisting on academic excellence, sportsmanship, writing and acting in school plays and introducing many ideas, for example, Project Term, After School Care Centre, Ruddell Theatre, Ikageng and Art Alive, which the school continues to benefit from to the present day. Jackson and his wife left WHPS to teach at a school in Botswana. Doran Herringer 2003–2009 A graduate of Port Elizabeth, Doran Herringer has spent the greater part of his professional career at WHPS as a teacher, cricket coach, deputy headmaster and headmaster (as from 2003), supported by his wife, Dee"
SZ-2006-5#-00000070,"The king, his mistresses and female attendants (Dingane never married officially), a total of at least 500 people, resided here. The women were divided into two groups, namely the black and the white. The remainder of the king's women were called the white. These consisted mainly of girls presented to the king by his important subjects. He also selected other girls at the annual first fruit ceremony (). A large half-moon shaped area was included in the black ; here the women and the king sang and danced. The centre group was used by the women of the black. In this area, they initiated chosen young girls into the service of the king"
SZ-2006-5#-00000128,"Eshowe consisted of a deserted church, school and the house of a Norwegian missionary"
SZ-2006-5#-00000181,"Historical events On 9 August 1956, 20,000 women marched to the doors of the Union Buildings, chanting ""Wathint' Abafazi, wathint' imbokodo!"" which means ""strike the women, strike the rock"", to protest against the pass laws of 1950. The imbokodo is a grinding stone used by the women to grind maize"
SZ-2006-5#-00000181,His wife remained until her death in 1901
SZ-2006-5#-00000128,"Biography Early career Mpande was born in Babanango, Zululand, the son of Senzangakhona kaJama (1762–1816) and his ninth wife Songiya kaNgotsha Hlabisa. Though Cetshwayo was the oldest, he was not officially successor, as his mother had not been declared the king's Great Wife. Either brother could inherit if Mpande chose their mother as his Great Wife, which he did not. Cetshwayo also kept an eye on his father's new wives and children for potential rivals, ordering the death of his favourite wife Nomantshali and her children in 1861"
SZ-2006-5#-00000153,"Aged 37, from Leochel Cushnie, Aberdeenshire, who together with Colonel Francis Duncan had established the concept of teaching first-aid skills to civilians and had written the book ""Aids for cases of Injuries or Sudden Illness"""
SZ-2006-5#-00000155,"Of the 259 in the column, 155 officers and men became casualties as did some of the women accompanying the regiment"
SZ-2006-5#-00000181,"Libraries The Merensky 2 Library (Main campus library) includes the Learning Centre, Technical Services, a Research Commons, a Digital Scholarship Centre and the following faculty libraries: - Economic & Management Sciences - Natural & Agricultural Sciences - Engineering & Built Environment - Humanities (incl"
SZ-2006-5#-00000181,External links Kya Rosa on UPSpace University of Pretoria Kya Rosa - Home of Alumni Category:University of Pretoria buildings Category:University and college buildings completed in 1895 Category:1895 establishments in the South African Republic
SZ-2006-5#-00000079,"That High Dutch be taught in schools and that the use of the Dutch language will be allowed in law courts. One by increasing the English-speaking population of the Transvaal and the other by teaching the Boer children in English with very little Dutch used, followed by self-rule"
SZ-2006-5#-00000181,"The Centre is situated in the east of South Africa's Capital City within the research, academic and ambassadorial hub of Tshwane and is on the grounds of the Council for Scientific and Industrial Research (CSIR)"
SZ-2006-5#-00000079,"That High Dutch be taught in schools and that the use of the Dutch language will be allowed in law courts. One by increasing the English-speaking population of the Transvaal and the other by teaching the Boer children in English with very little Dutch used, followed by self-rule"
SZ-2006-5#-00000181,"The Centre is situated in the east of South Africa's Capital City within the research, academic and ambassadorial hub of Tshwane and is on the grounds of the Council for Scientific and Industrial Research (CSIR)"
SZ-2006-5#-00000181,"Libraries The Merensky 2 Library (Main campus library) includes the Learning Centre, Technical Services, a Research Commons, a Digital Scholarship Centre and the following faculty libraries: - Economic & Management Sciences - Natural & Agricultural Sciences - Engineering & Built Environment - Humanities (incl"
SZ-2006-5#-00000181,External links Kya Rosa on UPSpace University of Pretoria Kya Rosa - Home of Alumni Category:University of Pretoria buildings Category:University and college buildings completed in 1895 Category:1895 establishments in the South African Republic
SZ-2006-5#-00000181,"Masters and Doctoral research outputs of University of Pretoria students are regarded and preserved, as special UP Publications. This collection contains a copy of each and every dissertation/thesis by Masters and Doctoral students enrolled at all the faculties at the University of Pretoria. In 2004 it became the policy of the University of Pretoria that a student must submit a bound paper copy as well as two electronic copies of the approved dissertation/thesis"
SZ-2006-5#-00000128,"Eshowe consisted of a deserted church, school and the house of a Norwegian missionary"
SZ-2006-5#-00000181,"Historical events On 9 August 1956, 20,000 women marched to the doors of the Union Buildings, chanting ""Wathint' Abafazi, wathint' imbokodo!"" which means ""strike the women, strike the rock"", to protest against the pass laws of 1950. The imbokodo is a grinding stone used by the women to grind maize"
SZ-2006-5#-00000181,His wife remained until her death in 1901
SZ-2006-5#-00000128,"Biography Early career Mpande was born in Babanango, Zululand, the son of Senzangakhona kaJama (1762–1816) and his ninth wife Songiya kaNgotsha Hlabisa. Though Cetshwayo was the oldest, he was not officially successor, as his mother had not been declared the king's Great Wife. Either brother could inherit if Mpande chose their mother as his Great Wife, which he did not. Cetshwayo also kept an eye on his father's new wives and children for potential rivals, ordering the death of his favourite wife Nomantshali and her children in 1861"
SZ-2006-5#-00000153,"Aged 37, from Leochel Cushnie, Aberdeenshire, who together with Colonel Francis Duncan had established the concept of teaching first-aid skills to civilians and had written the book ""Aids for cases of Injuries or Sudden Illness"""
SZ-2006-5#-00000180,"The Main campus for the University in Eswatini was then built at Kwaluseni, and all departments except agriculture then moved to that campus"
SZ-2006-5#-00000181,The school offers the following sports: Athletics Basketball Cricket Cross Country Field Hockey Netball Squash (sport) Soccer Swimming Tennis Clapham High School is part of the Pretoria English Medium High Schools Athletics Association which is good-spirited rivalry between all the co-ed government schools in Pretoria
SZ-2006-5#-00000181,"He was sent to a reform school in 1954, after stealing a car which he drove from Cape Town to Pretoria to visit his dying mother. Possible victims center|Photographs of the missing girls that were circulated by police Van Rooyen is thought to have used Haarhoff to lure young girls for him"
SZ-2006-5#-00000181,"As a comprehensive university, Unisa offers both vocational and academic programmes, many of which have received international accreditation, as well as an extensive geographical footprint, giving their students recognition and employability in many countries the world over. These include, but are not limited to, a combination of career-orientated courses usually associated with a university of technology, and formative academic programmes typically linked to a traditional university"
SZ-2006-5#-00000181,"Michael was supported by his wife, Blanche, herself a university graduate and teacher of English, art, drama and a playwright. Hamilton was involved with tending the grounds, re-writing the syllabus, insisting on academic excellence, sportsmanship, writing and acting in school plays and introducing many ideas, for example, Project Term, After School Care Centre, Ruddell Theatre, Ikageng and Art Alive, which the school continues to benefit from to the present day. Jackson and his wife left WHPS to teach at a school in Botswana. Doran Herringer 2003–2009 A graduate of Port Elizabeth, Doran Herringer has spent the greater part of his professional career at WHPS as a teacher, cricket coach, deputy headmaster and headmaster (as from 2003), supported by his wife, Dee"
SZ-2006-5#-00000079,His first reason for surrendering was that his wife was a refined woman not used to the hardships of war
SZ-2006-5#-00000205,It is adjacent to a secondary and elementary school of the same name
SZ-2006-5#-00000181,"Operations The school is funded through school fees, donations, fundraising and support from the German government. Gallery References External links Category:German international schools in South Africa Category:International schools in Pretoria"
SZ-2006-5#-00000181,"Mamelodi High School, also called Mamelodi Secondary School, is a high school in Mamelodi township, Tshwane, South Africa. The school was founded in 1956 under the Department of Bantu Education of the Apartheid regime. In the 1960s it was one of only two post-primary schools in Mamelodi"
SZ-2006-5#-00000181,1930 - The school obtains a total of 65 students. 21 January 1947 - The school obtains a total of 158 students. 20 January 1965 - The school obtains a total of 545 students. 25 January 1972 - The school obtains a total of 735 students. 6 January 1982 - The first 10 girls are allowed to attend the school. January 1987 - The school obtains a total of 1320 students
SZ-2006-5#-00000181,"This has repeated until there are now three layers of daughter trees encircling the mother fig, with 13 distinct trunks, covering a 50-metre area"
SZ-2006-5#-00000181,"Van Wouw and his design The Dutchman Van Wouw came to the ZAR as a young man and settled in Pretoria, teaching drawing classes at the state gymnasium and a girls' school after a brief stint as a store clerk"
SZ-2006-5#-00000016,"Eswatini College of Technology, also referred to a ECOT, is a state-owned college in Eswatini. It offers courses in engineering, science and education. Grace Mdluli is the current principal of the college. In 2011, the college collaborated with Vaal University of Technology in South Africa"
SZ-2006-5#-00000128,"Eshowe consisted of a deserted church, school and the house of a Norwegian missionary"
SZ-2006-5#-00000181,"Historical events On 9 August 1956, 20,000 women marched to the doors of the Union Buildings, chanting ""Wathint' Abafazi, wathint' imbokodo!"" which means ""strike the women, strike the rock"", to protest against the pass laws of 1950. The imbokodo is a grinding stone used by the women to grind maize"
SZ-2006-5#-00000181,His wife remained until her death in 1901
SZ-2006-5#-00000128,"Biography Early career Mpande was born in Babanango, Zululand, the son of Senzangakhona kaJama (1762–1816) and his ninth wife Songiya kaNgotsha Hlabisa. Though Cetshwayo was the oldest, he was not officially successor, as his mother had not been declared the king's Great Wife. Either brother could inherit if Mpande chose their mother as his Great Wife, which he did not. Cetshwayo also kept an eye on his father's new wives and children for potential rivals, ordering the death of his favourite wife Nomantshali and her children in 1861"
SZ-2006-5#-00000153,"Aged 37, from Leochel Cushnie, Aberdeenshire, who together with Colonel Francis Duncan had established the concept of teaching first-aid skills to civilians and had written the book ""Aids for cases of Injuries or Sudden Illness"""
SZ-2006-5#-00000155,"Of the 259 in the column, 155 officers and men became casualties as did some of the women accompanying the regiment"
SZ-2006-5#-00000140,"She was a social reformer, an outspoken advocate of women's rights and suffrage for women, and the first woman member of the Assembly (representative for Parktown in Johannesburg, 1933–1944)"
SZ-2006-5#-00000181,"), 2 changing rooms, 4 sets of male / female restrooms, 4 kiosks, VIP lounge & seating, security room, referee room, press room, control room, admin offices, generator room, stores, several indoor sporting areas, 4 high masts and 4 ticketing offices. Precinct facilities outside the stadium include a club house, caretaker house, combi-courts for tennis, basketball, volleyball and two informal soccer training grounds"
SZ-2006-5#-00000181,"It originated from a school established in 1893 to train teachers in the Zuid Afrikaansche Republik, or ZAR. In 1910 the college moved to larger premises and the Staats Model School building housed several other schools after that, including, in 1946, the ‘Hamilton Primary School’ (Robert Hamilton was a well-known businessman and benefactor of the school)"
SZ-2006-5#-00000070,"Dingane then directed the attack against the Voortrekker laagers, which plunged the migrant movement into temporary disarray and in total 534 men, women and children were killed"
SZ-2006-5#-00000185,"UZPress Online provided campus news to students as well as training opportunities for communications science students recruited through a portfolio of numerous articles. History Facilities The university comprises facilities available at the main campus which includes: Auditoriums, Halls and Conference Venues Lecture Rooms and Micro-laboratories Library Computer Laboratories Sports Facilities (A fully fitted gym, a karate dojo, soccer grounds, rugby grounds, tennis court, field hockey court, baseball court, basketball court, Olympic sized swimming pool etc) Campus Television Broadcasting Station Student Centre Lecture Houses Student Residences (Both male & female) Health Clinic ATM's and Absa Bank branch Post office Writing Centre A Chapel Psychologist Sports and recreation Sports and Recreation is governed by the Student Services Department which carries out some of the co-curricular services that aim at contributing towards total personal student development and advancement"
SZ-2006-5#-00000181,"Van Wouw and his design The Dutchman Van Wouw came to the ZAR as a young man and settled in Pretoria, teaching drawing classes at the state gymnasium and a girls' school after a brief stint as a store clerk"
SZ-2006-5#-00000016,"Eswatini College of Technology, also referred to a ECOT, is a state-owned college in Eswatini. It offers courses in engineering, science and education. Grace Mdluli is the current principal of the college. In 2011, the college collaborated with Vaal University of Technology in South Africa"
SZ-2006-5#-00000227,"Thembeka Dlamini, 2016-02-23 Components of the school The school has included a number of facilities that contribute to the education of disabled students as well as the community in general"
SZ-2006-5#-00000181,"Inez Clare Verdoorn (1896–1989), botanist Notable former teachers Anne van Zyl, education administrator References External links Category:Private schools in Gauteng Category:Girls' schools in South Africa Category:Educational institutions established in 1878 Category:1878 establishments in the South African Republic"
SZ-2006-5#-00000155,In 2008 they introduced a junior high school and completed the new primary school and high school buildings and an arena where southdowns has its own dance academy and music studios
SZ-2006-5#-00000079,"That High Dutch be taught in schools and that the use of the Dutch language will be allowed in law courts. One by increasing the English-speaking population of the Transvaal and the other by teaching the Boer children in English with very little Dutch used, followed by self-rule"
SZ-2006-5#-00000181,"The Centre is situated in the east of South Africa's Capital City within the research, academic and ambassadorial hub of Tshwane and is on the grounds of the Council for Scientific and Industrial Research (CSIR)"
SZ-2006-5#-00000180,"The Main campus for the University in Eswatini was then built at Kwaluseni, and all departments except agriculture then moved to that campus"
SZ-2006-5#-00000181,The school offers the following sports: Athletics Basketball Cricket Cross Country Field Hockey Netball Squash (sport) Soccer Swimming Tennis Clapham High School is part of the Pretoria English Medium High Schools Athletics Association which is good-spirited rivalry between all the co-ed government schools in Pretoria
