DHSID_EA,sanitation_index
PH-2017-7#-00001021,3.45
PH-2017-7#-00000557,4.818181818181818
PH-2008-5#-00000094,4.428571428571429
PH-2017-7#-00000228,5.0
PH-2003-4#-00000132,
PH-2017-7#-00000283,5.0
PH-2003-4#-00000138,
PH-2008-5#-00000271,5.0
PH-2017-7#-00000544,5.0
PH-2017-7#-00000306,5.0
PH-2017-7#-00000250,5.0
PH-2008-5#-00000022,4.875
PH-2003-4#-00000497,
PH-2003-4#-00000814,
PH-2008-5#-00000371,5.0
PH-2008-5#-00000521,2.5384615384615383
PH-2017-7#-00000944,5.0
PH-2017-7#-00000620,4.576923076923077
PH-2008-5#-00000018,5.0
PH-2003-4#-00000232,
PH-2003-4#-00000582,
PH-2008-5#-00000119,5.0
PH-2008-5#-00000006,5.0
PH-2017-7#-00000797,4.5
PH-2017-7#-00000325,5.0
PH-2003-4#-00000648,
PH-2017-7#-00000724,5.0
PH-2017-7#-00000441,5.0
PH-2003-4#-00000156,
PH-2003-4#-00000255,
PH-2017-7#-00000580,5.0
PH-2008-5#-00000173,4.55
PH-2017-7#-00000530,4.923076923076923
PH-2003-4#-00000694,
PH-2003-4#-00000571,
PH-2003-4#-00000099,
PH-2008-5#-00000154,4.555555555555555
PH-2017-7#-00000252,5.0
PH-2003-4#-00000456,
PH-2008-5#-00000010,5.0
PH-2003-4#-00000277,
PH-2017-7#-00000746,4.888888888888889
PH-2017-7#-00000452,4.260869565217392
PH-2008-5#-00000402,2.6666666666666665
PH-2017-7#-00000585,5.0
PH-2003-4#-00000084,
PH-2003-4#-00000385,
PH-2003-4#-00000784,
PH-2008-5#-00000151,5.0
PH-2017-7#-00000273,5.0
PH-2017-7#-00000956,5.0
PH-2008-5#-00000406,3.5
PH-2003-4#-00000614,
PH-2017-7#-00000517,5.0
PH-2017-7#-00000850,5.0
PH-2008-5#-00000305,5.0
PH-2008-5#-00000532,4.666666666666667
PH-2008-5#-00000241,4.894736842105263
PH-2008-5#-00000050,5.0
PH-2008-5#-00000020,
PH-2017-7#-00001007,5.0
PH-2003-4#-00000358,
PH-2003-4#-00000349,
PH-2003-4#-00000585,
PH-2017-7#-00000281,5.0
PH-2003-4#-00000723,
PH-2008-5#-00000133,5.0
PH-2017-7#-00000703,5.0
PH-2003-4#-00000513,
PH-2008-5#-00000619,4.6875
PH-2008-5#-00000505,2.588235294117647
PH-2003-4#-00000576,
PH-2017-7#-00000654,5.0
PH-2017-7#-00000778,4.958333333333333
PH-2003-4#-00000093,
PH-2008-5#-00000457,3.5789473684210527
PH-2017-7#-00001009,4.5
PH-2017-7#-00000110,4.884615384615385
PH-2008-5#-00000349,5.0
PH-2017-7#-00000541,5.0
PH-2008-5#-00000215,4.944444444444445
PH-2003-4#-00000348,
PH-2017-7#-00000377,5.0
PH-2008-5#-00000243,4.764705882352941
PH-2008-5#-00000317,4.789473684210527
PH-2008-5#-00000368,5.0
PH-2017-7#-00000272,5.0
PH-2003-4#-00000642,
PH-2003-4#-00000102,
PH-2008-5#-00000337,4.5
PH-2017-7#-00000886,3.823529411764706
PH-2008-5#-00000039,5.0
PH-2008-5#-00000123,5.0
PH-2003-4#-00000578,
PH-2017-7#-00000754,4.76
PH-2008-5#-00000545,4.142857142857143
PH-2008-5#-00000015,5.0
PH-2017-7#-00000641,5.0
PH-2017-7#-00000753,3.9583333333333335
PH-2008-5#-00000105,5.0
PH-2008-5#-00000315,4.466666666666667
PH-2003-4#-00000041,
PH-2008-5#-00000052,5.0
PH-2008-5#-00000047,5.0
PH-2003-4#-00000813,
