DHSID_EA,water_index
PK-2006-5#-00000498,
PK-2006-5#-00000151,
PK-2017-7#-00000095,3.0
PK-2006-5#-00000158,
PK-2006-5#-00000665,
PK-2006-5#-00000863,
PK-2006-5#-00000092,
PK-2006-5#-00000400,
PK-2006-5#-00000067,
PK-2006-5#-00000741,
PK-2017-7#-00000158,3.642857142857143
PK-2006-5#-00000188,
PK-2006-5#-00000372,
PK-2006-5#-00000363,
PK-2017-7#-00000410,4.464285714285714
PK-2017-7#-00000411,2.7857142857142856
PK-2017-7#-00000285,4.785714285714286
PK-2017-7#-00000387,1.8148148148148149
PK-2006-5#-00000136,
PK-2006-5#-00000260,
PK-2017-7#-00000123,3.25
PK-2017-7#-00000041,3.576923076923077
PK-2006-5#-00000152,
PK-2006-5#-00000346,
PK-2006-5#-00000340,
PK-2006-5#-00000539,
PK-2017-7#-00000352,4.291666666666667
PK-2006-5#-00000493,
PK-2006-5#-00000086,
PK-2006-5#-00000249,
PK-2006-5#-00000542,
PK-2006-5#-00000044,
PK-2017-7#-00000022,2.391304347826087
PK-2006-5#-00000736,
PK-2017-7#-00000488,5.0
PK-2006-5#-00000534,
PK-2017-7#-00000129,4.037037037037037
PK-2006-5#-00000565,
PK-2017-7#-00000492,4.96
PK-2017-7#-00000003,2.3076923076923075
PK-2006-5#-00000134,
PK-2006-5#-00000214,
PK-2017-7#-00000367,3.76
PK-2006-5#-00000634,
PK-2017-7#-00000045,3.923076923076923
PK-2006-5#-00000296,
PK-2006-5#-00000530,
PK-2017-7#-00000339,4.076923076923077
PK-2017-7#-00000406,4.142857142857143
PK-2017-7#-00000569,2.52
PK-2006-5#-00000456,
PK-2006-5#-00000246,
PK-2017-7#-00000133,3.2142857142857144
PK-2006-5#-00000371,
PK-2006-5#-00000194,
PK-2006-5#-00000082,
PK-2017-7#-00000562,4.0
PK-2006-5#-00000339,
PK-2006-5#-00000712,
PK-2006-5#-00000793,
PK-2006-5#-00000157,
PK-2006-5#-00000348,
PK-2006-5#-00000011,
PK-2017-7#-00000206,3.4074074074074074
PK-2006-5#-00000271,
PK-2017-7#-00000366,3.869565217391304
PK-2006-5#-00000344,
PK-2006-5#-00000033,
PK-2006-5#-00000114,
PK-2017-7#-00000281,5.0
PK-2017-7#-00000395,4.5
PK-2006-5#-00000814,
PK-2006-5#-00000272,
PK-2006-5#-00000198,
PK-2006-5#-00000126,
PK-2006-5#-00000571,
PK-2006-5#-00000708,
PK-2006-5#-00000262,
PK-2006-5#-00000460,
PK-2017-7#-00000318,3.0357142857142856
PK-2006-5#-00000488,
PK-2017-7#-00000381,4.125
PK-2006-5#-00000934,
PK-2017-7#-00000340,1.6785714285714286
PK-2017-7#-00000414,4.148148148148148
PK-2006-5#-00000670,
PK-2006-5#-00000072,
PK-2006-5#-00000548,
PK-2006-5#-00000711,
PK-2006-5#-00000155,
PK-2006-5#-00000855,
PK-2017-7#-00000210,4.76
PK-2006-5#-00000671,
PK-2006-5#-00000229,
PK-2006-5#-00000431,
PK-2017-7#-00000278,4.166666666666667
PK-2017-7#-00000514,4.24
PK-2006-5#-00000895,
PK-2006-5#-00000762,
PK-2017-7#-00000336,3.925925925925926
PK-2006-5#-00000942,
PK-2006-5#-00000961,
PK-2006-5#-00000781,
PK-2006-5#-00000429,
PK-2017-7#-00000173,3.642857142857143
PK-2006-5#-00000202,
PK-2017-7#-00000183,3.5
PK-2006-5#-00000621,
PK-2006-5#-00000844,
PK-2017-7#-00000396,5.0
PK-2006-5#-00000293,
PK-2017-7#-00000260,3.2222222222222223
PK-2017-7#-00000519,2.142857142857143
PK-2006-5#-00000694,
PK-2006-5#-00000199,
PK-2017-7#-00000501,5.0
