DHSID_EA,women_edu
PK-2006-5#-00000258,10.444444444444445
PK-2006-5#-00000026,1.6666666666666667
PK-2006-5#-00000259,6.857142857142857
PK-2017-7#-00000532,7.1923076923076925
PK-2006-5#-00000114,3.625
PK-2006-5#-00000128,6.571428571428571
PK-2017-7#-00000555,1.3548387096774193
PK-2017-7#-00000433,5.954545454545454
PK-2017-7#-00000152,10.947368421052632
PK-2006-5#-00000634,7.2
PK-2006-5#-00000337,9.8
PK-2017-7#-00000133,10.32
PK-2006-5#-00000530,8.875
PK-2006-5#-00000515,0.4166666666666667
PK-2017-7#-00000339,3.12
PK-2017-7#-00000406,0.125
PK-2006-5#-00000134,4.181818181818182
PK-2006-5#-00000572,8.416666666666666
PK-2006-5#-00000338,10.3
PK-2006-5#-00000236,8.875
PK-2017-7#-00000186,3.0
PK-2006-5#-00000249,0.9
PK-2006-5#-00000637,0.0
PK-2017-7#-00000184,9.033333333333331
PK-2006-5#-00000082,3.75
PK-2006-5#-00000339,9.0
PK-2017-7#-00000117,9.185185185185183
PK-2006-5#-00000712,6.833333333333333
PK-2006-5#-00000705,3.0
PK-2006-5#-00000344,4.0
PK-2017-7#-00000100,7.25
PK-2017-7#-00000154,7.916666666666667
PK-2017-7#-00000400,2.4615384615384617
PK-2006-5#-00000570,0.8
PK-2006-5#-00000013,2.75
PK-2006-5#-00000574,11.714285714285714
PK-2006-5#-00000110,5.75
PK-2006-5#-00000284,5.071428571428571
PK-2017-7#-00000024,7.666666666666667
PK-2006-5#-00000271,0.0
PK-2017-7#-00000366,0.3076923076923077
PK-2006-5#-00000539,6.181818181818182
PK-2006-5#-00000555,11.7
PK-2017-7#-00000312,4.064516129032258
PK-2006-5#-00000289,1.8571428571428568
PK-2006-5#-00000218,5.111111111111111
PK-2006-5#-00000287,3.571428571428572
PK-2006-5#-00000033,0.7142857142857143
PK-2006-5#-00000198,10.0
PK-2017-7#-00000092,6.76
PK-2006-5#-00000863,2.083333333333333
PK-2006-5#-00000272,5.111111111111111
PK-2006-5#-00000126,9.857142857142858
PK-2006-5#-00000220,4.363636363636363
PK-2017-7#-00000560,10.428571428571429
PK-2006-5#-00000708,6.857142857142857
PK-2006-5#-00000206,8.428571428571429
PK-2006-5#-00000137,11.714285714285714
PK-2006-5#-00000694,0.0
PK-2006-5#-00000594,4.363636363636363
PK-2017-7#-00000166,4.84
PK-2006-5#-00000670,3.9
PK-2017-7#-00000090,6.2727272727272725
PK-2006-5#-00000565,9.333333333333334
PK-2006-5#-00000877,0.0
PK-2006-5#-00000312,10.75
PK-2017-7#-00000210,8.26923076923077
PK-2006-5#-00000816,5.571428571428571
PK-2006-5#-00000046,5.416666666666667
PK-2006-5#-00000431,3.076923076923077
PK-2017-7#-00000514,5.5
PK-2017-7#-00000336,0.0
PK-2006-5#-00000942,0.0
PK-2006-5#-00000484,4.5
PK-2006-5#-00000961,3.583333333333333
PK-2006-5#-00000921,0.0
PK-2006-5#-00000817,3.8125
PK-2006-5#-00000781,1.3076923076923077
PK-2006-5#-00000499,0.0
PK-2006-5#-00000521,6.666666666666667
PK-2006-5#-00000429,8.25
PK-2017-7#-00000089,8.10344827586207
PK-2006-5#-00000522,8.666666666666666
PK-2006-5#-00000415,3.125
PK-2006-5#-00000523,6.333333333333333
PK-2006-5#-00000573,12.0
PK-2017-7#-00000285,10.545454545454543
PK-2006-5#-00000212,4.8
PK-2017-7#-00000160,10.846153846153848
PK-2017-7#-00000200,1.6470588235294117
PK-2006-5#-00000350,1.6666666666666667
PK-2006-5#-00000327,2.5384615384615383
PK-2006-5#-00000293,1.3
PK-2006-5#-00000025,0.0
PK-2006-5#-00000393,2.090909090909091
PK-2017-7#-00000057,2.40625
PK-2006-5#-00000300,1.0
