DHSID_EA,water_index
PE-2009-5Z-00000086,4.652173913043479
PE-2000-4#-00000077,
PE-2000-4#-00000068,
PE-2009-5Z-00000078,5.0
PE-2009-5Z-00000166,4.851851851851852
PE-2000-4#-00000196,
PE-2000-4#-00001046,
PE-2000-4#-00001181,
PE-2009-5Z-00000947,4.411764705882353
PE-2009-5Z-00000963,2.125
PE-2009-5Z-00000456,3.88
PE-2009-5Z-00000964,2.117647058823529
PE-2009-5Z-00000441,4.6
PE-2000-4#-00000236,
PE-2009-5Z-00000198,4.466666666666667
PE-2000-4#-00001310,
PE-2000-4#-00000087,
PE-2000-4#-00000620,
PE-2000-4#-00000072,
PE-2000-4#-00001049,
PE-2000-4#-00000088,
PE-2000-4#-00000102,
PE-2000-4#-00000080,
PE-2009-5Z-00000064,5.0
PE-2009-5Z-00000085,4.304347826086956
PE-2000-4#-00000095,
PE-2009-5Z-00000082,4.818181818181818
PE-2000-4#-00001170,
PE-2009-5Z-00000946,2.090909090909091
PE-2009-5Z-00000075,3.608695652173913
PE-2000-4#-00001074,
PE-2009-5Z-00000455,1.96
PE-2000-4#-00000562,
PE-2000-4#-00000127,
PE-2009-5Z-00000113,4.25925925925926
PE-2000-4#-00000204,
PE-2000-4#-00000395,
PE-2009-5Z-00000336,3.48
PE-2009-5Z-00000321,3.8333333333333335
PE-2009-5Z-00000333,3.56
PE-2000-4#-00000941,
PE-2000-4#-00001312,
PE-2000-4#-00001306,
PE-2000-4#-00000109,
PE-2000-4#-00000383,
PE-2000-4#-00000382,
PE-2000-4#-00000336,
PE-2000-4#-00000384,
PE-2009-5Z-00000349,4.2
PE-2000-4#-00000438,
PE-2000-4#-00000448,
PE-2009-5Z-00000368,4.04
PE-2004-5#-00000414,1.7272727272727273
PE-2009-5Z-00000370,2.833333333333333
PE-2004-5#-00000873,
PE-2000-4#-00000881,
PE-2000-4#-00001211,
PE-2000-4#-00001064,
PE-2000-4#-00001178,
PE-2000-4#-00001309,
PE-2000-4#-00001410,
PE-2000-4#-00000615,
PE-2000-4#-00000557,
PE-2000-4#-00000135,
PE-2000-4#-00000265,
PE-2000-4#-00000329,
PE-2000-4#-00000208,
PE-2000-4#-00000989,
PE-2000-4#-00000603,
PE-2000-4#-00001234,
PE-2000-4#-00001180,
PE-2000-4#-00000988,
PE-2009-5Z-00001080,3.6
PE-2009-5Z-00001046,3.1666666666666665
PE-2000-4#-00000677,
PE-2000-4#-00000556,
PE-2009-5Z-00000442,4.333333333333333
PE-2000-4#-00000366,
PE-2000-4#-00000346,
PE-2000-4#-00000921,
PE-2000-4#-00001045,
PE-2009-5Z-00000214,4.862068965517241
PE-2009-5Z-00001131,1.0952380952380951
PE-2009-5Z-00000580,5.0
PE-2000-4#-00000871,
PE-2000-4#-00000199,
PE-2000-4#-00000542,
PE-2009-5Z-00000121,3.6206896551724137
PE-2009-5Z-00000896,4.2
PE-2009-5Z-00000419,4.428571428571429
PE-2000-4#-00000070,
PE-2000-4#-00000460,
PE-2000-4#-00000031,
PE-2000-4#-00000011,
PE-2009-5Z-00000020,1.4285714285714286
PE-2009-5Z-00000027,2.555555555555556
PE-2009-5Z-00000008,4.586206896551724
PE-2000-4#-00000071,
PE-2009-5Z-00000045,5.0
PE-2009-5Z-00000562,4.764705882352941
PE-2009-5Z-00000721,4.826086956521739
PE-2009-5Z-00000435,4.84
PE-2000-4#-00000533,
PE-2009-5Z-00000227,5.0
PE-2009-5Z-00000016,3.923076923076923
PE-2000-4#-00000992,
PE-2000-4#-00000086,
PE-2000-4#-00000332,
PE-2000-4#-00000342,
PE-2009-5Z-00000289,5.0
PE-2000-4#-00000201,
PE-2009-5Z-00001074,3.1739130434782608
PE-2009-5Z-00000578,5.0
PE-2000-4#-00001104,
PE-2000-4#-00000338,
PE-2000-4#-00000343,
PE-2000-4#-00000334,
PE-2000-4#-00001397,
PE-2009-5Z-00001108,4.789473684210527
PE-2009-5Z-00001081,3.6666666666666665
PE-2009-5Z-00000382,5.0
PE-2009-5Z-00000565,4.733333333333333
PE-2009-5Z-00000617,5.0
PE-2009-5Z-00000777,4.0
PE-2009-5Z-00000104,4.0344827586206895
PE-2009-5Z-00000640,4.529411764705882
PE-2000-4#-00000348,
PE-2000-4#-00001090,
PE-2000-4#-00001052,
PE-2009-5Z-00000702,5.0
PE-2000-4#-00000362,
PE-2009-5Z-00000278,5.0
PE-2009-5Z-00000207,4.6
PE-2009-5Z-00000318,4.68
PE-2000-4#-00001092,
PE-2000-4#-00000894,
PE-2000-4#-00000885,
PE-2000-4#-00001091,
PE-2000-4#-00000536,
PE-2000-4#-00001308,
PE-2000-4#-00001106,
PE-2009-5Z-00000372,3.24
PE-2000-4#-00001114,
PE-2000-4#-00001222,
PE-2000-4#-00000539,
PE-2009-5Z-00000984,5.0
PE-2009-5Z-00000445,5.0
PE-2009-5Z-00000828,5.0
PE-2000-4#-00000358,
