DHSID_EA,water_index
ET-2016-7#-00000555,2.7857142857142856
ET-2005-5#-00000482,
ET-2016-7#-00000517,1.0
ET-2011-6#-00000254,1.9655172413793105
ET-2005-5#-00000010,
ET-2000-4#-00000164,
ET-2011-6#-00000490,1.2
ET-2011-6#-00000434,1.9655172413793105
ET-2019-8#-00000118,1.933333333333333
ET-2005-5#-00000319,
ET-2016-7#-00000303,3.321428571428572
ET-2000-4#-00000215,
ET-2016-7#-00000510,1.0
ET-2005-5#-00000281,
ET-2016-7#-00000609,3.4285714285714284
ET-2000-4#-00000233,
ET-2016-7#-00000156,2.2857142857142856
ET-2016-7#-00000575,2.851851851851852
ET-2016-7#-00000591,1.6296296296296295
ET-2019-8#-00000063,3.5172413793103448
ET-2011-6#-00000635,1.103448275862069
ET-2000-4#-00000400,
ET-2016-7#-00000618,3.0
ET-2011-6#-00000324,1.206896551724138
ET-2000-4#-00000235,
ET-2000-4#-00000309,
ET-2019-8#-00000119,1.0666666666666669
ET-2000-4#-00000167,
ET-2005-5#-00000239,
ET-2000-4#-00000168,
ET-2016-7#-00000280,1.9230769230769231
ET-2005-5#-00000467,
ET-2005-5#-00000122,
ET-2000-4#-00000170,
ET-2000-4#-00000236,
ET-2016-7#-00000399,4.185185185185185
ET-2011-6#-00000113,1.4
ET-2019-8#-00000126,3.4
ET-2011-6#-00000009,5.0
ET-2011-6#-00000481,5.0
ET-2011-6#-00000365,5.0
ET-2005-5#-00000397,
ET-2016-7#-00000630,3.857142857142857
ET-2005-5#-00000108,
ET-2005-5#-00000046,
ET-2005-5#-00000044,
ET-2011-6#-00000604,1.3461538461538465
ET-2016-7#-00000134,2.227272727272727
ET-2000-4#-00000457,
ET-2016-7#-00000556,3.590909090909091
ET-2000-4#-00000047,
ET-2000-4#-00000037,
ET-2016-7#-00000384,3.413793103448276
ET-2000-4#-00000050,
ET-2019-8#-00000003,5.0
ET-2016-7#-00000160,3.259259259259259
ET-2016-7#-00000413,2.962962962962963
ET-2016-7#-00000550,5.0
ET-2011-6#-00000510,1.7142857142857142
ET-2005-5#-00000109,
ET-2016-7#-00000430,2.851851851851852
ET-2011-6#-00000199,4.0
ET-2011-6#-00000546,5.0
ET-2011-6#-00000177,3.533333333333333
ET-2005-5#-00000008,
ET-2019-8#-00000146,4.0
ET-2005-5#-00000529,
ET-2011-6#-00000049,1.0
ET-2019-8#-00000004,5.0
ET-2000-4#-00000459,
ET-2011-6#-00000472,3.0
ET-2011-6#-00000378,2.7586206896551726
ET-2011-6#-00000091,1.5
ET-2000-4#-00000279,
ET-2019-8#-00000137,1.0
ET-2016-7#-00000164,4.0
ET-2016-7#-00000585,2.269230769230769
ET-2011-6#-00000545,2.466666666666667
ET-2011-6#-00000189,4.266666666666667
ET-2000-4#-00000216,
ET-2000-4#-00000377,
ET-2000-4#-00000342,
ET-2011-6#-00000552,1.5172413793103448
ET-2011-6#-00000382,1.1153846153846154
ET-2005-5#-00000172,
ET-2000-4#-00000379,
ET-2011-6#-00000008,2.7241379310344827
ET-2011-6#-00000592,4.25925925925926
ET-2000-4#-00000199,
ET-2011-6#-00000075,3.0689655172413794
ET-2016-7#-00000275,2.7142857142857144
ET-2000-4#-00000339,
ET-2005-5#-00000470,
ET-2011-6#-00000188,3.0
ET-2005-5#-00000534,
ET-2011-6#-00000420,1.2413793103448276
ET-2005-5#-00000350,
ET-2005-5#-00000390,
ET-2016-7#-00000099,2.0
ET-2000-4#-00000034,
ET-2016-7#-00000461,3.0357142857142856
ET-2011-6#-00000582,3.4
ET-2011-6#-00000482,2.862068965517241
ET-2011-6#-00000241,2.8
ET-2005-5#-00000207,
ET-2011-6#-00000235,3.1
ET-2005-5#-00000200,
ET-2016-7#-00000605,5.0
ET-2011-6#-00000556,5.0
ET-2016-7#-00000466,2.9130434782608696
ET-2016-7#-00000147,5.0
ET-2000-4#-00000425,
ET-2000-4#-00000225,
ET-2019-8#-00000110,2.5
ET-2011-6#-00000279,5.0
ET-2016-7#-00000289,1.2222222222222223
ET-2000-4#-00000227,
ET-2011-6#-00000425,4.862068965517241
ET-2000-4#-00000228,
ET-2005-5#-00000143,
ET-2011-6#-00000187,1.0
ET-2016-7#-00000286,4.916666666666667
ET-2011-6#-00000518,1.1153846153846154
ET-2019-8#-00000202,1.103448275862069
ET-2019-8#-00000113,4.0
ET-2000-4#-00000243,
ET-2011-6#-00000583,1.4444444444444444
ET-2011-6#-00000093,4.0
ET-2005-5#-00000430,
ET-2019-8#-00000172,2.8
ET-2016-7#-00000266,3.4444444444444446
ET-2016-7#-00000366,3.923076923076923
ET-2005-5#-00000317,
