DHSID_EA,most_relevant_sentences
KY-2012-6#-00000003,The Ili River valley is far wetter than most of Xinjiang and has rich grazing land
KY-2012-6#-00000003,Transport Road and Railway An extensive road network is being built across the prefecture for economic development
KY-2012-6#-00000018,"Other findings included Scythian burial mounds eroded over the centuries by waves, and numerous well-preserved artifacts, including bronze battleaxes, arrowheads, self-sharpening daggers, objects discarded by smiths, casting molds, and money. The Russian military will pay $4. RFE/RL NEWSLINE 14 March 2008 India also plans to invest in the facility to test all types of torpedoes such as heavy weight torpedoes and those that have thermal navigation system"
KY-2012-6#-00000235,"In February 2009, the Kyrgyz Parliament voted to close the base after the two governments failed to agree on a higher rent for the property. Under the new arrangement, the United States will pay $200 million, three times the previous rent, for continued use of the facilities. troops if the United States would not agree by 1 June to pay more for stationing forces in the Central Asian nation. The news of the base's closure followed the announcement of a new agreement between Russia and Kyrgyzstan in which Kyrgyzstan will receive $2 billion in loans and $150 million in financial aid from Russia. Most observers see the two events as connected, and believe that Russian financial assistance was offered on the condition that U. An additional $117 million will be given to the Kyrgyz government, including $36 million for upgrading the airport with additional storage facilities and aircraft parking, $21 million for fighting drug trafficking in the country, and $20 million for economic development"
KY-2012-6#-00000063,"This strategy will save time and money over conventional embankment building methods. The project was reinstated in 2008 and will be largely funded by US$2 billion in Russian aid, promised in return for ""enhanced economic and security cooperation"" with Russia. According to the Uzbek government in Tashkent, Kambarata-I will also cause water shortages, as well as environmental and economic damage to Uzbekistan, and is being proposed in breach of international law"
KY-2012-6#-00000016,"The university includes 3 schools in the areas of training, research centers, scientific and educational departments, 5 representative offices in the regions of Kazakhstan, and an economic college. As part of the top management, she is involved in the solutions of financial issues of Narxoz University. Ratings and accreditation CEEMAN – The International Association for Management Development in dynamic societies, Slovenia ACCA – Association of Chartered Certified Accountants, UK Educational programs 3 languages of instruction: Kazakh, Russian, English 21 bachelor's degree programs 16 scientific-pedagogical and applied master's programs Master's programs in cooperation with European partner universities 4 master's programs of the National Bank of the Republic of Kazakhstan 6 programs of PhD 2 programs of the Lomonosov MSU 2 programs of the Peoples’ Friendship University of Russia 12 international dual-degree programs (bachelor's, master's, МВА, DВА) Business-education (DBA, executive MBA, MBA, Mini MBA) More than 100 PDP programs (seminars and trainings) 9 programs of vocational secondary education Structure Faculties and Schools: Faculty of basic training, School of economics and management, School of finance and accounting, School of applied sciences, School of international education programs Postgraduate programs: Master's programs, PhD, Programs of supplementary education of M. Lomonosov Moscow state university IBS International Business School: DBA, MBA, Executive MBA, Mini MBA programs, seminars and trainings Programs of Peoples’ Friendship University of Russia (bachelor's and master's programs) Regional centers of distance learning (in Kyzylorda, Shymkent, Atyrau, Pavlodar, Semei cities) College of Economics (in Almaty and Talgar cities) Master Program of the National Bank of the Republic of Kazakhstan Linguistic center Military training department Kazakh – Japanese center for development of human resources Institute for Social-economic Studies Research institute for finance-bank management Famous graduates Karim Massimov A former prime minister of Kazakhstan and a chairman of the National Security Committee of the Republic of Kazakhstan He graduated from the University of Narxoz in 1995; the major is Finance and Credit. Between 2002 and 2007, he was World Bank project coordinator for Central Asia in the sphere of infrastructure, financial markets and education. Kenges Rakishev takes the Top 7 spot in Forbes Kazakhstan annual ranking ""The 50 richest people in Kazakhstan"" with a capital of $718 million and Top 5 spot out of 50 influential businessmen in Kazakhstan, according to Forbes Kazakhstan annual ranking ""The top 50 most influential businessmen in Kazakhstan"""
KY-2012-6#-00000235,During its existence Kyrgyzstan Airlines had its head office on the airport property
KY-2012-6#-00000016,"Nazarbayev appointed Chan-Young Bang, his former economic advisor president, as the institute's first executive director. How to Apply, KIMEP website KIMEP's financial aid has rapidly grown since 2004. Financial Services Official KIMEP Website 100 percent of applicants for the 2010-2011 year who applied for aid and demonstrated need and academic achievements received financial assistance. Another form of financial assistance at KIMEP is placement in the KIMEP Dormitory, which offers highly favorable rates to students from outside Almaty. His fields of specialization are game theory, public economics and the economic analysis of institutions. It offers KIMEP students access to dozens of major electronic libraries and electronic resources. The library has space for studying, an electronic resources laboratory and a large computer room. The facility was named the ExxonMobil Media Center after ExxonMobil Kazakhstan, which donated US$44,000 to pay for the center's equipment. According to a 2019 study, nearly 96% of KIMEP graduates had full-time employment within three months of graduation. kz/bcb/bcbresserv/faculty-profiles/ Kanat Kudaibergenov, mathematician Official KIMEP Website Tomas Balco, an internationally recognized tax expert and founder of the Central Asian Tax Research Center at KIMEP CATRC Website Roman Podoprigora, frequent consultant to the Supreme Court and Ministry of Justice of Kazakhstan; Deputy Chair, Financial & Tax Law Research Institute, since 2008. kz/admission/about/gradadm/academics/ddp/ KIMEP Dual Degrees This includes: Humboldt University Berlin, Germany (MA Economics/MSc in Economics and Management Science University of Glasgow, UK (MIR/Master in Russian, Central and Eastern European Studies IESEG School of Management/Catholic University of Lille, France (MBA/MIB) EM Strasbourg Business School/University of Strasbourg, France (BSc Business & Accounting/Bachelor in European Management Yonsei University, South Korea (MA Economics/Master in Global Economy & Strategy, MIR/Master is Global Affairs & Policy, MIR/MA Korean Studies, MIR/Master in Global Economy & Strategy) Criticism thumb|right|230px|Academic building of KIMEP In 2006 certain former faculty members published letters accusing the university of corruption and cronyism. In a letter to the Chronicle of Higher Education, the former faculty members claimed contracts and salaries were ""compromised"" at the institution"
KY-2012-6#-00000166,"Animal resources Wild animal resources in Wuqia County include snow leopard, brown bear, goitered gazelle, wild boar, marmot, snow chicken, and chukar partridge. Medicinal plant resources Wild medicinal plant resources include symphytum, liquorice, ferula sinkiangensis, ephedra sinica, plantago, codonopsis, angelica, dandelion, astragalus, cynomorium, and wolfiporia extensa. Mineral resources The mineral resources discovered in Wuqia County include coal, fossil oil, oil shale, iron, copper, lead, zinc, antimony, gold, phosphorus, salt, sulfur, limestone, gypsum, ceramic soil and so on"
KY-2012-6#-00000016,"Main stages in formation and development of KASE 1993 Start of foreign currency trading 1995 Start of government securities trading 1996 Start of futures contracts trading 1997 Start of trading in listed shares, state-owned shareholdings, and unlisted securities 1998 Launch of direct deals system on KASE Start of trading in Kazakh Eurobonds 1999 Start of trading in listed corporate and municipal bonds Launch of nego repo market 2001 Start of trading in bonds of international financial institutions Launch of auto repo market 2002 First trading in promissory notes 2003 Start of trading in foreign government securities 2006 Start of trading in foreign corporate bonds IPO of KazMunaiGas Exploration Production using KASE settlement system 2007 Creation on KASE of a special trading floor of the regional financial center Almaty Commercialization of KASE 2008 Approval of KASE's Corporate Governance Code Launch of currency swap transactions market 2009 Restoration of market uniformity through amalgamation of KASE main trading floor and RFCA special trading floor 2010 Launch of modernized derivatives market based on new risk management system 2011 Inclusion of KASE in list of Dow Jones FEAS participants Launch of a securities trading system based on T+0 (gross) settlements scheme with fully pre-positioned collateral Conducting of 17th General Assembly of Federation of Euro-Asian Stock Exchanges (FEAS) Signing of mutual co-operation memorandums with Korea Exchange, Istanbul Stock Exchange and Tehran Stock Exchange Creation of new multi-functional online trading system ""STrade"" 2012 KASE obtains licenses for performing clearing of transactions in financial instruments and for carrying out particular types of banking transactions (opening and maintaining of bank accounts for legal persons) Setting up of clearing department on KASE 2013 Launch of new shares index – Kazakhstan Traded Index Local (KTX Local) – calculated by Wiener Borse AG (WBAG) KASE obtains status of fully-fledged member in World Federation of Exchanges (WFE) 2014 The first trades in the Chinese yuan (CNY) Launch of yield indicators of currency swap transactions SWAP-1D and SWAP-2D Launch of the exchange market indicator of short money MM index KEGOC JSK IPO s part of the ""People`s IPO"" program KASE today Status The Exchange is a commercial organization operating as a joint-stock company. In particular, the tax payer has the right to a reduced taxable income for the following types of income: 	interest received on debt securities that on the date of the interest accrual are included in the official list of a stock exchange operating in Kazakhstan; 	capital gains earned on securities listed on a stock exchange operating in Kazakhstan on the day of their selling at offering of those securities by a public auction method on that exchange; 	dividends and interest received on securities listed on a stock exchange operating in Kazakhstan on the day of their accrual"
KY-2012-6#-00000063,"This strategy will save time and money over conventional embankment building methods. The project was reinstated in 2008 and will be largely funded by US$2 billion in Russian aid, promised in return for ""enhanced economic and security cooperation"" with Russia. According to the Uzbek government in Tashkent, Kambarata-I will also cause water shortages, as well as environmental and economic damage to Uzbekistan, and is being proposed in breach of international law"
KY-2012-6#-00000016,"The university includes 3 schools in the areas of training, research centers, scientific and educational departments, 5 representative offices in the regions of Kazakhstan, and an economic college. As part of the top management, she is involved in the solutions of financial issues of Narxoz University. Ratings and accreditation CEEMAN – The International Association for Management Development in dynamic societies, Slovenia ACCA – Association of Chartered Certified Accountants, UK Educational programs 3 languages of instruction: Kazakh, Russian, English 21 bachelor's degree programs 16 scientific-pedagogical and applied master's programs Master's programs in cooperation with European partner universities 4 master's programs of the National Bank of the Republic of Kazakhstan 6 programs of PhD 2 programs of the Lomonosov MSU 2 programs of the Peoples’ Friendship University of Russia 12 international dual-degree programs (bachelor's, master's, МВА, DВА) Business-education (DBA, executive MBA, MBA, Mini MBA) More than 100 PDP programs (seminars and trainings) 9 programs of vocational secondary education Structure Faculties and Schools: Faculty of basic training, School of economics and management, School of finance and accounting, School of applied sciences, School of international education programs Postgraduate programs: Master's programs, PhD, Programs of supplementary education of M. Lomonosov Moscow state university IBS International Business School: DBA, MBA, Executive MBA, Mini MBA programs, seminars and trainings Programs of Peoples’ Friendship University of Russia (bachelor's and master's programs) Regional centers of distance learning (in Kyzylorda, Shymkent, Atyrau, Pavlodar, Semei cities) College of Economics (in Almaty and Talgar cities) Master Program of the National Bank of the Republic of Kazakhstan Linguistic center Military training department Kazakh – Japanese center for development of human resources Institute for Social-economic Studies Research institute for finance-bank management Famous graduates Karim Massimov A former prime minister of Kazakhstan and a chairman of the National Security Committee of the Republic of Kazakhstan He graduated from the University of Narxoz in 1995; the major is Finance and Credit. Between 2002 and 2007, he was World Bank project coordinator for Central Asia in the sphere of infrastructure, financial markets and education. Kenges Rakishev takes the Top 7 spot in Forbes Kazakhstan annual ranking ""The 50 richest people in Kazakhstan"" with a capital of $718 million and Top 5 spot out of 50 influential businessmen in Kazakhstan, according to Forbes Kazakhstan annual ranking ""The top 50 most influential businessmen in Kazakhstan"""
KY-2012-6#-00000063,"This strategy will save time and money over conventional embankment building methods. The project was reinstated in 2008 and will be largely funded by US$2 billion in Russian aid, promised in return for ""enhanced economic and security cooperation"" with Russia. According to the Uzbek government in Tashkent, Kambarata-I will also cause water shortages, as well as environmental and economic damage to Uzbekistan, and is being proposed in breach of international law"
KY-2012-6#-00000016,"The university includes 3 schools in the areas of training, research centers, scientific and educational departments, 5 representative offices in the regions of Kazakhstan, and an economic college. As part of the top management, she is involved in the solutions of financial issues of Narxoz University. Ratings and accreditation CEEMAN – The International Association for Management Development in dynamic societies, Slovenia ACCA – Association of Chartered Certified Accountants, UK Educational programs 3 languages of instruction: Kazakh, Russian, English 21 bachelor's degree programs 16 scientific-pedagogical and applied master's programs Master's programs in cooperation with European partner universities 4 master's programs of the National Bank of the Republic of Kazakhstan 6 programs of PhD 2 programs of the Lomonosov MSU 2 programs of the Peoples’ Friendship University of Russia 12 international dual-degree programs (bachelor's, master's, МВА, DВА) Business-education (DBA, executive MBA, MBA, Mini MBA) More than 100 PDP programs (seminars and trainings) 9 programs of vocational secondary education Structure Faculties and Schools: Faculty of basic training, School of economics and management, School of finance and accounting, School of applied sciences, School of international education programs Postgraduate programs: Master's programs, PhD, Programs of supplementary education of M. Lomonosov Moscow state university IBS International Business School: DBA, MBA, Executive MBA, Mini MBA programs, seminars and trainings Programs of Peoples’ Friendship University of Russia (bachelor's and master's programs) Regional centers of distance learning (in Kyzylorda, Shymkent, Atyrau, Pavlodar, Semei cities) College of Economics (in Almaty and Talgar cities) Master Program of the National Bank of the Republic of Kazakhstan Linguistic center Military training department Kazakh – Japanese center for development of human resources Institute for Social-economic Studies Research institute for finance-bank management Famous graduates Karim Massimov A former prime minister of Kazakhstan and a chairman of the National Security Committee of the Republic of Kazakhstan He graduated from the University of Narxoz in 1995; the major is Finance and Credit. Between 2002 and 2007, he was World Bank project coordinator for Central Asia in the sphere of infrastructure, financial markets and education. Kenges Rakishev takes the Top 7 spot in Forbes Kazakhstan annual ranking ""The 50 richest people in Kazakhstan"" with a capital of $718 million and Top 5 spot out of 50 influential businessmen in Kazakhstan, according to Forbes Kazakhstan annual ranking ""The top 50 most influential businessmen in Kazakhstan"""
KY-2012-6#-00000081,"The Book of the Later Han provides a wealth of detail on developments in the region: More particularly, in reference to Kashgar itself, is the following record: The Kushans [[File:Kushanmap. Following the July 2009 Ürümqi riots, the government focused on local economic development in an attempt to ameliorate ethnic tensions in the greater Xinjiang region. By May 2012, two-thirds of the old city had been demolished, fulfilling ""political as well as economic goals"
KY-2012-6#-00000016,"On August 10, 2010, construction workers at Almaly station went on strike after the construction company had failed to pay the workers' wages for three months"
KY-2012-6#-00000235,During its existence Kyrgyzstan Airlines had its head office on the airport property
KY-2012-6#-00000016,"Nazarbayev appointed Chan-Young Bang, his former economic advisor president, as the institute's first executive director. How to Apply, KIMEP website KIMEP's financial aid has rapidly grown since 2004. Financial Services Official KIMEP Website 100 percent of applicants for the 2010-2011 year who applied for aid and demonstrated need and academic achievements received financial assistance. Another form of financial assistance at KIMEP is placement in the KIMEP Dormitory, which offers highly favorable rates to students from outside Almaty. His fields of specialization are game theory, public economics and the economic analysis of institutions. It offers KIMEP students access to dozens of major electronic libraries and electronic resources. The library has space for studying, an electronic resources laboratory and a large computer room. The facility was named the ExxonMobil Media Center after ExxonMobil Kazakhstan, which donated US$44,000 to pay for the center's equipment. According to a 2019 study, nearly 96% of KIMEP graduates had full-time employment within three months of graduation. kz/bcb/bcbresserv/faculty-profiles/ Kanat Kudaibergenov, mathematician Official KIMEP Website Tomas Balco, an internationally recognized tax expert and founder of the Central Asian Tax Research Center at KIMEP CATRC Website Roman Podoprigora, frequent consultant to the Supreme Court and Ministry of Justice of Kazakhstan; Deputy Chair, Financial & Tax Law Research Institute, since 2008. kz/admission/about/gradadm/academics/ddp/ KIMEP Dual Degrees This includes: Humboldt University Berlin, Germany (MA Economics/MSc in Economics and Management Science University of Glasgow, UK (MIR/Master in Russian, Central and Eastern European Studies IESEG School of Management/Catholic University of Lille, France (MBA/MIB) EM Strasbourg Business School/University of Strasbourg, France (BSc Business & Accounting/Bachelor in European Management Yonsei University, South Korea (MA Economics/Master in Global Economy & Strategy, MIR/Master is Global Affairs & Policy, MIR/MA Korean Studies, MIR/Master in Global Economy & Strategy) Criticism thumb|right|230px|Academic building of KIMEP In 2006 certain former faculty members published letters accusing the university of corruption and cronyism. In a letter to the Chronicle of Higher Education, the former faculty members claimed contracts and salaries were ""compromised"" at the institution"
KY-2012-6#-00000166,"Animal resources Wild animal resources in Wuqia County include snow leopard, brown bear, goitered gazelle, wild boar, marmot, snow chicken, and chukar partridge. Medicinal plant resources Wild medicinal plant resources include symphytum, liquorice, ferula sinkiangensis, ephedra sinica, plantago, codonopsis, angelica, dandelion, astragalus, cynomorium, and wolfiporia extensa. Mineral resources The mineral resources discovered in Wuqia County include coal, fossil oil, oil shale, iron, copper, lead, zinc, antimony, gold, phosphorus, salt, sulfur, limestone, gypsum, ceramic soil and so on"
KY-2012-6#-00000016,"Main stages in formation and development of KASE 1993 Start of foreign currency trading 1995 Start of government securities trading 1996 Start of futures contracts trading 1997 Start of trading in listed shares, state-owned shareholdings, and unlisted securities 1998 Launch of direct deals system on KASE Start of trading in Kazakh Eurobonds 1999 Start of trading in listed corporate and municipal bonds Launch of nego repo market 2001 Start of trading in bonds of international financial institutions Launch of auto repo market 2002 First trading in promissory notes 2003 Start of trading in foreign government securities 2006 Start of trading in foreign corporate bonds IPO of KazMunaiGas Exploration Production using KASE settlement system 2007 Creation on KASE of a special trading floor of the regional financial center Almaty Commercialization of KASE 2008 Approval of KASE's Corporate Governance Code Launch of currency swap transactions market 2009 Restoration of market uniformity through amalgamation of KASE main trading floor and RFCA special trading floor 2010 Launch of modernized derivatives market based on new risk management system 2011 Inclusion of KASE in list of Dow Jones FEAS participants Launch of a securities trading system based on T+0 (gross) settlements scheme with fully pre-positioned collateral Conducting of 17th General Assembly of Federation of Euro-Asian Stock Exchanges (FEAS) Signing of mutual co-operation memorandums with Korea Exchange, Istanbul Stock Exchange and Tehran Stock Exchange Creation of new multi-functional online trading system ""STrade"" 2012 KASE obtains licenses for performing clearing of transactions in financial instruments and for carrying out particular types of banking transactions (opening and maintaining of bank accounts for legal persons) Setting up of clearing department on KASE 2013 Launch of new shares index – Kazakhstan Traded Index Local (KTX Local) – calculated by Wiener Borse AG (WBAG) KASE obtains status of fully-fledged member in World Federation of Exchanges (WFE) 2014 The first trades in the Chinese yuan (CNY) Launch of yield indicators of currency swap transactions SWAP-1D and SWAP-2D Launch of the exchange market indicator of short money MM index KEGOC JSK IPO s part of the ""People`s IPO"" program KASE today Status The Exchange is a commercial organization operating as a joint-stock company. In particular, the tax payer has the right to a reduced taxable income for the following types of income: 	interest received on debt securities that on the date of the interest accrual are included in the official list of a stock exchange operating in Kazakhstan; 	capital gains earned on securities listed on a stock exchange operating in Kazakhstan on the day of their selling at offering of those securities by a public auction method on that exchange; 	dividends and interest received on securities listed on a stock exchange operating in Kazakhstan on the day of their accrual"
KY-2012-6#-00000063,"This strategy will save time and money over conventional embankment building methods. The project was reinstated in 2008 and will be largely funded by US$2 billion in Russian aid, promised in return for ""enhanced economic and security cooperation"" with Russia. According to the Uzbek government in Tashkent, Kambarata-I will also cause water shortages, as well as environmental and economic damage to Uzbekistan, and is being proposed in breach of international law"
KY-2012-6#-00000016,"The university includes 3 schools in the areas of training, research centers, scientific and educational departments, 5 representative offices in the regions of Kazakhstan, and an economic college. As part of the top management, she is involved in the solutions of financial issues of Narxoz University. Ratings and accreditation CEEMAN – The International Association for Management Development in dynamic societies, Slovenia ACCA – Association of Chartered Certified Accountants, UK Educational programs 3 languages of instruction: Kazakh, Russian, English 21 bachelor's degree programs 16 scientific-pedagogical and applied master's programs Master's programs in cooperation with European partner universities 4 master's programs of the National Bank of the Republic of Kazakhstan 6 programs of PhD 2 programs of the Lomonosov MSU 2 programs of the Peoples’ Friendship University of Russia 12 international dual-degree programs (bachelor's, master's, МВА, DВА) Business-education (DBA, executive MBA, MBA, Mini MBA) More than 100 PDP programs (seminars and trainings) 9 programs of vocational secondary education Structure Faculties and Schools: Faculty of basic training, School of economics and management, School of finance and accounting, School of applied sciences, School of international education programs Postgraduate programs: Master's programs, PhD, Programs of supplementary education of M. Lomonosov Moscow state university IBS International Business School: DBA, MBA, Executive MBA, Mini MBA programs, seminars and trainings Programs of Peoples’ Friendship University of Russia (bachelor's and master's programs) Regional centers of distance learning (in Kyzylorda, Shymkent, Atyrau, Pavlodar, Semei cities) College of Economics (in Almaty and Talgar cities) Master Program of the National Bank of the Republic of Kazakhstan Linguistic center Military training department Kazakh – Japanese center for development of human resources Institute for Social-economic Studies Research institute for finance-bank management Famous graduates Karim Massimov A former prime minister of Kazakhstan and a chairman of the National Security Committee of the Republic of Kazakhstan He graduated from the University of Narxoz in 1995; the major is Finance and Credit. Between 2002 and 2007, he was World Bank project coordinator for Central Asia in the sphere of infrastructure, financial markets and education. Kenges Rakishev takes the Top 7 spot in Forbes Kazakhstan annual ranking ""The 50 richest people in Kazakhstan"" with a capital of $718 million and Top 5 spot out of 50 influential businessmen in Kazakhstan, according to Forbes Kazakhstan annual ranking ""The top 50 most influential businessmen in Kazakhstan"""
KY-2012-6#-00000016,"Faculties Faculty of Agrobiology and Phytosanitary Faculty of Technology and Bioresources Faculty of Veterinary Medicine Faculty of forestry, land resources and horticulture Faculty of Hydraulic Engineering, Land Reclamation and Business Faculty of Engineering Campus thumb|Kazakh Agricultural Institute campus building The main building of the university was built in two stages in 1934 and 1954"
KY-2012-6#-00000244,"]] In the Ferghana Valley, the first Dungans to appear in Central Asia originated from Kuldja and Kashgar, as slaves captured by raiders; they mostly served in private wealthy households. Millward in his economic history of the region, or by Kim Ho-dong in his monograph). "" Today the Dungans play a role as cultural ""shuttles"" and economic mediators between Central Asia and the Chinese world"
KY-2012-6#-00000281,Kyrgyzstan is rich in mineral resources but has negligible petroleum and natural gas reserves; it imports petroleum and gas
KY-2012-6#-00000003,The Ili River valley is far wetter than most of Xinjiang and has rich grazing land
KY-2012-6#-00000003,Transport Road and Railway An extensive road network is being built across the prefecture for economic development
KY-2012-6#-00000018,"Other findings included Scythian burial mounds eroded over the centuries by waves, and numerous well-preserved artifacts, including bronze battleaxes, arrowheads, self-sharpening daggers, objects discarded by smiths, casting molds, and money. The Russian military will pay $4. RFE/RL NEWSLINE 14 March 2008 India also plans to invest in the facility to test all types of torpedoes such as heavy weight torpedoes and those that have thermal navigation system"
KY-2012-6#-00000014,"Instruments Telescope Carl Zeiss-1000 Type: reflector Optical system: Ritchey–Chrétien Main mirror diameter: D = 1016 mm Equivalent focal length: F = 13300 mm English mount Year of exploitation beginning: 1981 Equipment: slit spectrograph UAGS, set of BVR-filters for photometry, CCD-cameras (SBIG ST-7, SBIG ST-8) Current status: no observations, under reconstruction Telescope AZT-20 Type: reflector Optical system: Cassegrain Main mirror diameter: D = 1560 mm Focal length with focus corrector: F = 5720 mm Maximal possible field of view: FOW = 60 х 60 arc min German type equatorial mount Year of exploitation beginning: 2017 Equipment: CCD-camera for photometry FLI Pro LIne with g’r’i’z’ - filters"
KY-2012-6#-00000202,The economic damage caused by the earthquake was estimated to be around US$120 million
KY-2012-6#-00000014,"References External Links Interactive scholarly application, multimodal resources mashup (publications, images, videos)"
KY-2012-6#-00000016,It then had 15 beds and was the only medical resource in the city
KY-2012-6#-00000235,During its existence Kyrgyzstan Airlines had its head office on the airport property
KY-2012-6#-00000235,During its existence Kyrgyzstan Airlines had its head office on the airport property
KY-2012-6#-00000278,"""The Christian Science Monitor"", 2007-Jan-04 Dordoy Bazaar is a major shopping and employment centre for the Bishkek metropolitan area and entire Chuy River Valley region. com, 2008-04-09) According to some economists, this re-export (the other center for which, targeting Uzbekistan, is the Karasuu Bazar at Kara-Suu, Osh Province) is one of two largest economic activities of Kyrgyzstan"
KY-2012-6#-00000012,"Achieved Comprehensive Settlement of Disputes with the Kyrgyz Republic's Government"") Ownership controversy and nationalization movement Since 2012, advocates have called for the nationalization of the mine due to accusation against Centerra Gold's of environmental violations and corruption"
KY-2012-6#-00000084,"In 1855 New York became one of the first states to create constitutionally-designated ""Forever Wild"" preserves to prevent environmental and economic harms, to create a desperately needed water supply for New York City. Belleayre was immediately popular among local residents and became a center for winter sports in the region and an economic catalyst for surrounding communities"
KY-2012-6#-00000003,"As of 2019, the Khorgos area was a hub of the New Eurasian Land Bridge, 200 km from the Alataw Pass, the historically important Dzungarian Gate, with a cross-border visa-free special economic zone for trade and shopping (ICBC), a dry port for transporting goods and two new cities, one on either side of the border"
KY-2012-6#-00000016,"Faculties Faculty of Agrobiology and Phytosanitary Faculty of Technology and Bioresources Faculty of Veterinary Medicine Faculty of forestry, land resources and horticulture Faculty of Hydraulic Engineering, Land Reclamation and Business Faculty of Engineering Campus thumb|Kazakh Agricultural Institute campus building The main building of the university was built in two stages in 1934 and 1954"
KY-2012-6#-00000244,"]] In the Ferghana Valley, the first Dungans to appear in Central Asia originated from Kuldja and Kashgar, as slaves captured by raiders; they mostly served in private wealthy households. Millward in his economic history of the region, or by Kim Ho-dong in his monograph). "" Today the Dungans play a role as cultural ""shuttles"" and economic mediators between Central Asia and the Chinese world"
KY-2012-6#-00000281,Kyrgyzstan is rich in mineral resources but has negligible petroleum and natural gas reserves; it imports petroleum and gas
KY-2012-6#-00000003,The Ili River valley is far wetter than most of Xinjiang and has rich grazing land
KY-2012-6#-00000003,Transport Road and Railway An extensive road network is being built across the prefecture for economic development
