DHSID_EA,sanitation_index
PK-2017-7#-00000340,3.928571428571429
PK-2017-7#-00000414,3.259259259259259
PK-2017-7#-00000395,3.8846153846153846
PK-2006-5#-00000548,
PK-2017-7#-00000183,5.0
PK-2017-7#-00000396,3.925925925925926
PK-2006-5#-00000293,
PK-2017-7#-00000260,1.3333333333333333
PK-2017-7#-00000519,3.142857142857143
PK-2006-5#-00000542,
PK-2006-5#-00000044,
PK-2017-7#-00000022,4.217391304347826
PK-2006-5#-00000571,
PK-2017-7#-00000560,5.0
PK-2006-5#-00000708,
PK-2006-5#-00000262,
PK-2006-5#-00000199,
PK-2017-7#-00000501,4.074074074074074
PK-2006-5#-00000348,
PK-2006-5#-00000011,
PK-2017-7#-00000173,4.785714285714286
PK-2006-5#-00000202,
PK-2006-5#-00000711,
PK-2017-7#-00000555,3.142857142857143
PK-2006-5#-00000214,
PK-2017-7#-00000367,4.0
PK-2006-5#-00000634,
PK-2017-7#-00000045,4.115384615384615
PK-2006-5#-00000296,
PK-2006-5#-00000530,
PK-2017-7#-00000339,4.1923076923076925
PK-2006-5#-00000621,
PK-2006-5#-00000155,
PK-2006-5#-00000855,
PK-2017-7#-00000210,5.0
PK-2006-5#-00000671,
PK-2006-5#-00000046,
PK-2006-5#-00000431,
PK-2017-7#-00000278,4.75
PK-2017-7#-00000514,4.8
PK-2006-5#-00000895,
PK-2006-5#-00000762,
PK-2017-7#-00000336,3.6666666666666665
PK-2006-5#-00000942,
PK-2006-5#-00000961,
PK-2006-5#-00000781,
PK-2006-5#-00000429,
PK-2006-5#-00000844,
