DHSID_EA,sanitation_index
IA-2015-7#-00110590,5.0
IA-2015-7#-00140030,4.476190476190476
IA-2015-7#-00020313,5.0
IA-2015-7#-00335207,4.619047619047619
IA-2015-7#-00240125,4.7
IA-2015-7#-00360193,4.7727272727272725
IA-2015-7#-00120321,4.227272727272728
IA-2015-7#-00110318,2.523809523809524
IA-2015-7#-00200707,4.761904761904762
IA-2015-7#-00280574,3.909090909090909
IA-2015-7#-00170013,4.454545454545454
IA-2015-7#-00340163,3.6666666666666665
IA-2015-7#-00200900,4.8
IA-2015-7#-00350092,3.727272727272727
IA-2015-7#-00200433,4.5
IA-2015-7#-00201319,4.705882352941177
IA-2015-7#-00170412,5.0
IA-2015-7#-00020970,4.428571428571429
IA-2015-7#-00192477,5.0
IA-2015-7#-00190351,4.454545454545454
IA-2015-7#-00200559,5.0
IA-2015-7#-00260074,4.454545454545454
IA-2015-7#-00335096,3.2857142857142856
IA-2015-7#-00200319,4.666666666666667
IA-2015-7#-00110727,4.35
IA-2015-7#-00051250,3.5454545454545454
IA-2015-7#-00110219,4.0
IA-2015-7#-00020952,3.526315789473684
IA-2015-7#-00130400,4.8
IA-2015-7#-00190781,1.2857142857142858
IA-2015-7#-00201052,4.0588235294117645
IA-2015-7#-00310501,5.0
IA-2015-7#-00110299,2.0
IA-2015-7#-00170457,4.409090909090909
IA-2015-7#-00320120,4.095238095238095
IA-2015-7#-00050921,2.636363636363636
IA-2015-7#-00070196,1.7272727272727273
IA-2015-7#-00192012,3.8181818181818175
IA-2015-7#-00191110,3.6818181818181817
IA-2015-7#-00191831,1.181818181818182
IA-2015-7#-00191016,5.0
IA-2015-7#-00192161,4.285714285714286
IA-2015-7#-00191816,4.45
IA-2015-7#-00191846,3.4761904761904763
IA-2015-7#-00190002,4.909090909090909
IA-2015-7#-00190326,3.727272727272727
IA-2015-7#-00332861,5.0
IA-2015-7#-00335373,4.409090909090909
IA-2015-7#-00335817,5.0
IA-2015-7#-00334273,3.772727272727273
IA-2015-7#-00334490,4.6
IA-2015-7#-00331851,4.7727272727272725
IA-2015-7#-00334473,1.809523809523809
IA-2015-7#-00333874,1.9090909090909087
IA-2015-7#-00330659,4.8
IA-2015-7#-00335223,4.789473684210527
IA-2015-7#-00120506,1.5909090909090908
IA-2015-7#-00120401,2.272727272727273
IA-2015-7#-00110554,1.0
IA-2015-7#-00161049,4.333333333333333
IA-2015-7#-00330512,3.8181818181818175
IA-2015-7#-00333435,1.3636363636363635
IA-2015-7#-00100100,5.0
IA-2015-7#-00100106,2.333333333333333
IA-2015-7#-00100060,4.777777777777778
IA-2015-7#-00100175,4.4
IA-2015-7#-00100109,4.809523809523809
IA-2015-7#-00100127,4.428571428571429
IA-2015-7#-00100035,4.0
IA-2015-7#-00160016,1.9090909090909087
IA-2015-7#-00040439,4.052631578947368
IA-2015-7#-00335594,3.85
IA-2015-7#-00192350,4.454545454545454
IA-2015-7#-00330028,1.2
IA-2015-7#-00192301,2.0454545454545454
IA-2015-7#-00310134,3.136363636363636
IA-2015-7#-00280459,5.0
IA-2015-7#-00310023,5.0
IA-2015-7#-00130348,4.315789473684211
IA-2015-7#-00201330,5.0
IA-2015-7#-00160717,4.842105263157895
IA-2015-7#-00140779,4.5
IA-2015-7#-00310308,5.0
IA-2015-7#-00333277,1.1
IA-2015-7#-00200148,4.5
IA-2015-7#-00331394,1.0
IA-2015-7#-00040932,2.0454545454545454
IA-2015-7#-00190827,2.863636363636364
IA-2015-7#-00350681,4.6
IA-2015-7#-00160936,2.9047619047619047
IA-2015-7#-00300264,4.954545454545454
IA-2015-7#-00310255,1.181818181818182
IA-2015-7#-00020178,3.8
IA-2015-7#-00150316,4.85
IA-2015-7#-00140170,2.090909090909091
IA-2015-7#-00220353,3.3181818181818183
IA-2015-7#-00150724,4.157894736842105
IA-2015-7#-00310809,4.954545454545454
IA-2015-7#-00200912,1.3636363636363635
IA-2015-7#-00360222,1.0
IA-2015-7#-00360256,3.2
IA-2015-7#-00110821,4.333333333333333
IA-2015-7#-00335699,2.8
IA-2015-7#-00020610,3.2857142857142856
IA-2015-7#-00050841,5.0
IA-2015-7#-00332027,4.857142857142857
IA-2015-7#-00100157,4.454545454545454
IA-2015-7#-00310262,4.761904761904762
IA-2015-7#-00120555,2.727272727272727
IA-2015-7#-00280433,4.904761904761905
IA-2015-7#-00334263,5.0
IA-2015-7#-00331351,5.0
IA-2015-7#-00230014,4.631578947368421
IA-2015-7#-00310209,1.2
IA-2015-7#-00350335,4.166666666666667
IA-2015-7#-00350333,4.1
IA-2015-7#-00350562,4.0
IA-2015-7#-00350808,5.0
IA-2015-7#-00350462,4.315789473684211
IA-2015-7#-00350587,5.0
IA-2015-7#-00350569,4.0
IA-2015-7#-00350474,4.9
IA-2015-7#-00170631,4.2727272727272725
IA-2015-7#-00160148,4.333333333333333
IA-2015-7#-00280387,4.909090909090909
IA-2015-7#-00190018,1.5
IA-2015-7#-00310031,4.954545454545454
IA-2015-7#-00120612,4.954545454545454
IA-2015-7#-00311261,1.7142857142857142
IA-2015-7#-00051351,1.380952380952381
IA-2015-7#-00311252,2.8181818181818183
IA-2015-7#-00191872,4.478260869565218
IA-2015-7#-00201188,4.789473684210527
IA-2015-7#-00350727,4.882352941176471
IA-2015-7#-00350361,4.476190476190476
IA-2015-7#-00020280,4.809523809523809
IA-2015-7#-00140911,4.636363636363637
IA-2015-7#-00140715,2.6666666666666665
IA-2015-7#-00350819,3.090909090909091
IA-2015-7#-00110423,1.4761904761904765
IA-2015-7#-00340781,2.363636363636364
IA-2015-7#-00340019,3.1904761904761907
IA-2015-7#-00170078,4.090909090909091
IA-2015-7#-00201340,4.933333333333334
IA-2015-7#-00310434,4.368421052631579
IA-2015-7#-00310190,2.272727272727273
IA-2015-7#-00191033,1.0
IA-2015-7#-00310847,1.9090909090909087
IA-2015-7#-00201248,2.590909090909091
IA-2015-7#-00332759,1.0
IA-2015-7#-00335882,4.0
IA-2015-7#-00161221,3.809523809523809
IA-2015-7#-00333485,3.6666666666666665
IA-2015-7#-00140200,3.772727272727273
IA-2015-7#-00140389,4.1
IA-2015-7#-00350018,2.9
IA-2015-7#-00350085,3.333333333333333
IA-2015-7#-00350219,3.142857142857143
IA-2015-7#-00350649,3.05
IA-2015-7#-00360454,3.727272727272727
IA-2015-7#-00350467,3.7
IA-2015-7#-00350289,2.952380952380953
IA-2015-7#-00350249,2.3684210526315788
IA-2015-7#-00350680,2.95
IA-2015-7#-00201212,2.636363636363636
IA-2015-7#-00201014,3.9047619047619047
IA-2015-7#-00110718,5.0
IA-2015-7#-00201170,4.1
IA-2015-7#-00020335,4.809523809523809
IA-2015-7#-00334872,3.75
IA-2015-7#-00020316,1.5714285714285714
IA-2015-7#-00311221,3.4761904761904763
IA-2015-7#-00220105,3.0
IA-2015-7#-00220018,2.4545454545454546
IA-2015-7#-00140192,4.727272727272728
IA-2015-7#-00250004,5.0
IA-2015-7#-00330979,1.181818181818182
IA-2015-7#-00100155,3.8
IA-2015-7#-00200070,4.454545454545454
IA-2015-7#-00350645,3.409090909090909
IA-2015-7#-00300317,4.285714285714286
IA-2015-7#-00220446,3.8181818181818175
IA-2015-7#-00250264,5.0
IA-2015-7#-00311049,4.681818181818182
IA-2015-7#-00360050,5.0
IA-2015-7#-00360174,5.0
IA-2015-7#-00350670,3.65
IA-2015-7#-00350041,5.0
IA-2015-7#-00280616,4.909090909090909
IA-2015-7#-00360021,1.0
IA-2015-7#-00160467,1.3636363636363635
IA-2015-7#-00340201,3.238095238095238
IA-2015-7#-00261202,5.0
IA-2015-7#-00160837,1.0
IA-2015-7#-00160383,2.4545454545454546
IA-2015-7#-00250382,5.0
IA-2015-7#-00110917,3.772727272727273
IA-2015-7#-00250213,5.0
IA-2015-7#-00250196,5.0
IA-2015-7#-00120270,4.315789473684211
IA-2015-7#-00160929,1.6666666666666667
IA-2015-7#-00170145,4.2727272727272725
IA-2015-7#-00331158,5.0
IA-2015-7#-00350526,4.823529411764706
IA-2015-7#-00120106,4.857142857142857
IA-2015-7#-00300031,4.909090909090909
IA-2015-7#-00350026,4.136363636363637
IA-2015-7#-00350617,3.809523809523809
IA-2015-7#-00030308,4.3
IA-2015-7#-00120460,4.636363636363637
IA-2015-7#-00311030,4.190476190476191
IA-2015-7#-00261152,2.363636363636364
IA-2015-7#-00100062,4.0
IA-2015-7#-00201236,5.0
IA-2015-7#-00350761,4.9523809523809526
IA-2015-7#-00310653,1.9090909090909087
IA-2015-7#-00350332,5.0
IA-2015-7#-00350624,3.8181818181818175
IA-2015-7#-00110742,2.238095238095238
IA-2015-7#-00350500,4.15
IA-2015-7#-00350806,5.0
IA-2015-7#-00350060,5.0
IA-2015-7#-00350421,4.555555555555555
IA-2015-7#-00350300,3.636363636363636
IA-2015-7#-00110431,4.086956521739131
IA-2015-7#-00350172,4.95
IA-2015-7#-00350604,4.1
IA-2015-7#-00350694,4.761904761904762
IA-2015-7#-00350074,4.545454545454546
IA-2015-7#-00041013,4.619047619047619
IA-2015-7#-00310317,5.0
IA-2015-7#-00170066,4.727272727272728
IA-2015-7#-00201304,4.523809523809524
IA-2015-7#-00334077,3.636363636363636
IA-2015-7#-00333885,4.666666666666667
IA-2015-7#-00350009,4.454545454545454
IA-2015-7#-00350047,4.636363636363637
IA-2015-7#-00040900,2.727272727272727
IA-2015-7#-00041213,3.136363636363636
IA-2015-7#-00040747,3.409090909090909
IA-2015-7#-00320060,3.35
IA-2015-7#-00040143,4.25
IA-2015-7#-00041139,3.5
IA-2015-7#-00040629,2.8095238095238093
IA-2015-7#-00040116,3.4285714285714284
IA-2015-7#-00160401,1.380952380952381
IA-2015-7#-00170201,4.136363636363637
IA-2015-7#-00020432,5.0
IA-2015-7#-00350278,3.909090909090909
IA-2015-7#-00030602,2.9444444444444446
IA-2015-7#-00200850,4.785714285714286
IA-2015-7#-00340416,1.5454545454545454
IA-2015-7#-00191396,2.727272727272727
IA-2015-7#-00200737,4.809523809523809
IA-2015-7#-00332994,1.9
IA-2015-7#-00334813,1.5714285714285714
IA-2015-7#-00160650,4.3
IA-2015-7#-00310676,1.5217391304347827
IA-2015-7#-00192267,1.0
IA-2015-7#-00190144,1.2857142857142858
IA-2015-7#-00360414,5.0
IA-2015-7#-00335767,5.0
IA-2015-7#-00160206,4.45
IA-2015-7#-00260208,4.647058823529412
IA-2015-7#-00020086,5.0
IA-2015-7#-00170391,5.0
IA-2015-7#-00210007,4.571428571428571
IA-2015-7#-00110367,2.4761904761904763
IA-2015-7#-00220072,4.227272727272728
IA-2015-7#-00200751,4.826086956521739
IA-2015-7#-00332475,4.428571428571429
IA-2015-7#-00110297,4.7
IA-2015-7#-00360429,5.0
IA-2015-7#-00200839,5.0
IA-2015-7#-00160077,4.368421052631579
IA-2015-7#-00310445,3.909090909090909
IA-2015-7#-00020327,5.0
IA-2015-7#-00311228,4.619047619047619
IA-2015-7#-00040243,3.888888888888889
IA-2015-7#-00220230,4.363636363636363
IA-2015-7#-00170359,5.0
IA-2015-7#-00160466,3.0454545454545454
IA-2015-7#-00310813,2.4545454545454546
IA-2015-7#-00310123,4.136363636363637
IA-2015-7#-00110603,2.55
IA-2015-7#-00311271,1.0714285714285714
IA-2015-7#-00311158,4.8
IA-2015-7#-00170620,4.222222222222222
IA-2015-7#-00200101,3.0
IA-2015-7#-00360138,4.95
IA-2015-7#-00310270,5.0
IA-2015-7#-00340213,3.571428571428572
IA-2015-7#-00261264,4.761904761904762
IA-2015-7#-00230160,2.363636363636364
IA-2015-7#-00311267,3.5454545454545454
IA-2015-7#-00360042,5.0
IA-2015-7#-00336190,1.6111111111111112
IA-2015-7#-00335397,3.4761904761904763
IA-2015-7#-00330003,1.4736842105263157
IA-2015-7#-00336006,4.086956521739131
IA-2015-7#-00110900,4.454545454545454
IA-2015-7#-00191983,2.3181818181818183
IA-2015-7#-00200055,4.55
IA-2015-7#-00140461,3.090909090909091
IA-2015-7#-00160456,5.0
IA-2015-7#-00100008,4.285714285714286
IA-2015-7#-00160170,1.8636363636363635
IA-2015-7#-00360376,3.5454545454545454
IA-2015-7#-00090013,3.473684210526316
IA-2015-7#-00201202,4.238095238095238
IA-2015-7#-00130215,4.809523809523809
IA-2015-7#-00110710,2.4
IA-2015-7#-00110577,4.857142857142857
IA-2015-7#-00350710,4.045454545454546
IA-2015-7#-00300125,4.2727272727272725
IA-2015-7#-00300114,5.0
IA-2015-7#-00360408,4.809523809523809
IA-2015-7#-00333636,1.3157894736842106
IA-2015-7#-00020173,1.761904761904762
IA-2015-7#-00160705,4.454545454545454
IA-2015-7#-00350001,3.4545454545454546
IA-2015-7#-00160393,4.0
IA-2015-7#-00331842,4.85
IA-2015-7#-00310834,1.4090909090909092
IA-2015-7#-00110581,1.818181818181818
IA-2015-7#-00360277,5.0
IA-2015-7#-00200436,5.0
IA-2015-7#-00201179,3.0
IA-2015-7#-00110830,5.0
IA-2015-7#-00200631,4.4
IA-2015-7#-00191013,1.761904761904762
IA-2015-7#-00200758,5.0
IA-2015-7#-00160557,2.3
IA-2015-7#-00310429,5.0
IA-2015-7#-00311011,5.0
IA-2015-7#-00340814,1.3333333333333333
IA-2015-7#-00050826,4.05
IA-2015-7#-00310278,1.2727272727272727
IA-2015-7#-00333396,5.0
IA-2015-7#-00340140,4.619047619047619
IA-2015-7#-00041212,4.714285714285714
IA-2015-7#-00170136,4.954545454545454
IA-2015-7#-00160567,4.684210526315789
IA-2015-7#-00240187,4.227272727272728
IA-2015-7#-00360434,3.4
IA-2015-7#-00100105,4.75
IA-2015-7#-00331422,5.0
IA-2015-7#-00200196,4.2
IA-2015-7#-00200836,4.35
IA-2015-7#-00220335,5.0
IA-2015-7#-00310172,3.727272727272727
IA-2015-7#-00120231,4.045454545454546
IA-2015-7#-00040502,4.526315789473684
IA-2015-7#-00040392,3.142857142857143
IA-2015-7#-00060108,5.0
IA-2015-7#-00020260,2.636363636363636
IA-2015-7#-00200882,4.8
IA-2015-7#-00160569,3.3181818181818183
IA-2015-7#-00260816,1.0
IA-2015-7#-00020408,3.0476190476190474
IA-2015-7#-00350429,4.789473684210527
IA-2015-7#-00333976,4.090909090909091
IA-2015-7#-00170429,4.227272727272728
IA-2015-7#-00160086,3.8181818181818175
IA-2015-7#-00331533,1.0
IA-2015-7#-00331403,4.15
IA-2015-7#-00170097,4.409090909090909
IA-2015-7#-00100051,4.619047619047619
IA-2015-7#-00120453,4.761904761904762
IA-2015-7#-00170120,5.0
IA-2015-7#-00201242,4.722222222222222
IA-2015-7#-00110836,3.238095238095238
IA-2015-7#-00201336,4.294117647058823
IA-2015-7#-00280285,3.571428571428572
IA-2015-7#-00170163,4.5
IA-2015-7#-00280485,5.0
IA-2015-7#-00250085,5.0
IA-2015-7#-00140637,3.4
IA-2015-7#-00110146,4.789473684210527
IA-2015-7#-00192408,4.7727272727272725
IA-2015-7#-00051256,4.818181818181818
IA-2015-7#-00130061,4.0
IA-2015-7#-00335681,2.636363636363636
IA-2015-7#-00332727,5.0
IA-2015-7#-00250318,4.95
IA-2015-7#-00310860,2.227272727272727
IA-2015-7#-00350528,4.285714285714286
IA-2015-7#-00230508,3.85
IA-2015-7#-00311185,3.2
IA-2015-7#-00140321,3.857142857142857
IA-2015-7#-00331205,5.0
IA-2015-7#-00140275,4.0
IA-2015-7#-00230409,4.7
IA-2015-7#-00130450,3.4545454545454546
IA-2015-7#-00110561,5.0
IA-2015-7#-00334168,2.65
IA-2015-7#-00250405,5.0
IA-2015-7#-00280353,5.0
IA-2015-7#-00210138,4.894736842105263
IA-2015-7#-00261424,2.7
IA-2015-7#-00130291,4.818181818181818
IA-2015-7#-00201298,1.7
IA-2015-7#-00250444,5.0
IA-2015-7#-00140623,3.7
IA-2015-7#-00160736,4.9523809523809526
IA-2015-7#-00170353,4.545454545454546
IA-2015-7#-00140614,5.0
IA-2015-7#-00200216,4.466666666666667
IA-2015-7#-00140034,4.0
IA-2015-7#-00200759,5.0
IA-2015-7#-00130223,3.0588235294117645
IA-2015-7#-00170296,4.318181818181818
IA-2015-7#-00030015,5.0
IA-2015-7#-00130031,2.8181818181818183
IA-2015-7#-00110569,3.227272727272727
IA-2015-7#-00040708,2.909090909090909
IA-2015-7#-00040907,2.090909090909091
IA-2015-7#-00160648,4.318181818181818
IA-2015-7#-00334285,5.0
IA-2015-7#-00161129,3.523809523809524
IA-2015-7#-00340012,1.6666666666666667
IA-2015-7#-00170447,5.0
IA-2015-7#-00250303,5.0
IA-2015-7#-00110986,5.0
IA-2015-7#-00170143,4.227272727272728
IA-2015-7#-00020522,5.0
IA-2015-7#-00151122,4.809523809523809
IA-2015-7#-00350134,1.0
IA-2015-7#-00250433,5.0
IA-2015-7#-00130183,3.523809523809524
IA-2015-7#-00130330,4.590909090909091
IA-2015-7#-00170512,5.0
IA-2015-7#-00310570,5.0
IA-2015-7#-00311102,5.0
IA-2015-7#-00310344,2.571428571428572
IA-2015-7#-00051776,3.590909090909091
IA-2015-7#-00070772,2.45
IA-2015-7#-00200565,5.0
IA-2015-7#-00261070,3.272727272727273
IA-2015-7#-00110893,1.9545454545454544
IA-2015-7#-00110916,3.727272727272727
IA-2015-7#-00261236,4.2727272727272725
IA-2015-7#-00140007,3.863636363636364
IA-2015-7#-00310883,4.181818181818182
IA-2015-7#-00261521,4.894736842105263
IA-2015-7#-00260987,2.7142857142857144
IA-2015-7#-00260863,2.4
IA-2015-7#-00261192,2.9047619047619047
IA-2015-7#-00260777,5.0
IA-2015-7#-00260812,4.2727272727272725
IA-2015-7#-00261104,4.5
IA-2015-7#-00350158,1.7727272727272727
IA-2015-7#-00160343,5.0
IA-2015-7#-00360297,1.8
IA-2015-7#-00051707,4.954545454545454
IA-2015-7#-00110108,1.4285714285714286
IA-2015-7#-00192374,4.190476190476191
IA-2015-7#-00311291,3.1818181818181817
IA-2015-7#-00140338,3.954545454545455
