DHSID_EA,asset_index
PK-2006-5#-00000293,
PK-2017-7#-00000260,-2.4304401930430792
PK-2006-5#-00000199,
PK-2006-5#-00000186,
PK-2006-5#-00000821,
PK-2006-5#-00000044,
PK-2006-5#-00000220,
PK-2017-7#-00000560,2.8617957400024543
PK-2006-5#-00000262,
PK-2017-7#-00000433,2.030910390933701
PK-2017-7#-00000501,1.4889209666708048
PK-2017-7#-00000154,2.164051207763347
PK-2017-7#-00000140,1.984423743775378
PK-2017-7#-00000089,1.4037671159363485
PK-2017-7#-00000437,2.917741006098012
PK-2017-7#-00000367,1.1081260708615637
PK-2017-7#-00000045,-0.045342195527442
PK-2017-7#-00000427,2.6003867878729663
PK-2017-7#-00000339,1.2299668834368376
PK-2017-7#-00000099,1.9831866873734465
PK-2017-7#-00000167,2.2337786044528336
PK-2006-5#-00000691,
PK-2006-5#-00000404,
PK-2006-5#-00000711,
PK-2017-7#-00000285,2.925006004094261
PK-2006-5#-00000621,
PK-2006-5#-00000403,
PK-2006-5#-00000877,
PK-2017-7#-00000210,2.7693240959607666
PK-2006-5#-00000855,
PK-2006-5#-00000046,
PK-2006-5#-00000895,
PK-2006-5#-00000762,
PK-2006-5#-00000961,
PK-2006-5#-00000571,
PK-2017-7#-00000350,2.22988526564648
